lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0454	1102.0	1031.0	2396.0	1635.0	489.0	3875.0	4470.0	3999.0	1189.0	5721.0	2950.0	3709.0	2059.0	3427.0	685.0	1301.0	1940.0	847.0	1438.0	1354.0	4826.0	1307.0	4142.0	4623.0	1263.0	9360.0	8867.0	5861.0	3446.0	4900.0	337.0	461.0	331.0	2254.0	97584.9	1273810.0	1733978.853479
sub-0455	1312.0	868.0	2438.0	1851.0	401.0	3462.0	4409.0	3924.0	1136.0	5794.0	2992.0	3109.0	2367.0	3834.0	608.0	1424.0	1982.0	672.0	1469.0	1729.0	4510.0	1154.0	5146.0	4311.0	965.0	5857.0	7369.0	5984.0	4286.0	4595.0	287.0	508.0	477.0	2452.0	93682.9	1206774.0	1710644.982357
sub-0456	859.0	567.0	2627.0	1570.0	418.0	3495.0	4949.0	4383.0	1153.0	6544.0	2880.0	2977.0	1950.0	3921.0	739.0	1342.0	1615.0	719.0	1429.0	1477.0	4510.0	1331.0	5300.0	4275.0	876.0	6042.0	9027.0	6636.0	4022.0	4541.0	246.0	434.0	573.0	2262.0	95684.9	1271381.0	1447504.135975
sub-0457	1077.0	696.0	2449.0	1821.0	427.0	3869.0	5050.0	3837.0	987.0	5971.0	3177.0	3691.0	2180.0	3412.0	748.0	1335.0	1816.0	801.0	1432.0	1819.0	5230.0	1183.0	4848.0	4366.0	815.0	6053.0	8984.0	5812.0	4635.0	4392.0	311.0	449.0	485.0	2861.0	97018.9	1328627.0	1875501.538151
sub-0458	1185.0	545.0	2100.0	1729.0	428.0	3614.0	5497.0	3876.0	923.0	5203.0	2846.0	3474.0	1877.0	3576.0	700.0	1364.0	1516.0	800.0	1377.0	1572.0	4187.0	953.0	4368.0	4195.0	909.0	6386.0	7950.0	6133.0	3549.0	4798.0	306.0	523.0	454.0	2313.0	91215.4	1180522.0	1566312.358538
sub-0459	757.0	637.0	2264.0	1485.0	649.0	3166.0	4556.0	3365.0	1108.0	4829.0	2725.0	2877.0	2013.0	3137.0	788.0	1276.0	1783.0	766.0	1702.0	1297.0	4233.0	1293.0	4571.0	4046.0	883.0	6437.0	7295.0	6116.0	3985.0	4542.0	262.0	522.0	458.0	2419.0	88239.8	1174975.0	1566922.255301
sub-0460	976.0	497.0	2201.0	1422.0	455.0	3141.0	4378.0	3186.0	933.0	5459.0	2384.0	2590.0	1885.0	3081.0	643.0	1311.0	1821.0	582.0	1259.0	1310.0	4110.0	1183.0	4635.0	3642.0	694.0	5557.0	7704.0	5228.0	3956.0	3233.0	277.0	396.0	455.0	2088.0	82667.2	1127676.0	1519820.385944
sub-0461	1137.0	469.0	2306.0	1525.0	484.0	3228.0	5034.0	3424.0	1019.0	5603.0	2801.0	3599.0	1797.0	3297.0	799.0	1506.0	1690.0	877.0	1704.0	1348.0	4140.0	880.0	5023.0	4312.0	808.0	6572.0	7021.0	7300.0	4028.0	4133.0	240.0	505.0	457.0	2442.0	91474.9	1312921.0	1818460.952412
sub-0462	975.0	584.0	2578.0	1627.0	485.0	3227.0	4131.0	3461.0	1017.0	6027.0	2729.0	3217.0	1832.0	3057.0	675.0	1363.0	1544.0	694.0	1146.0	1419.0	3591.0	1226.0	4682.0	3558.0	731.0	6085.0	7467.0	5478.0	3969.0	3973.0	261.0	487.0	506.0	2300.0	86096.2	1176205.0	1677392.339256
sub-0463	954.0	408.0	1782.0	1622.0	444.0	2772.0	4040.0	3168.0	940.0	5530.0	2238.0	3303.0	1794.0	2702.0	568.0	1296.0	1239.0	597.0	1138.0	1395.0	3313.0	1103.0	4093.0	3708.0	543.0	5082.0	6009.0	4755.0	3037.0	3105.0	274.0	411.0	340.0	1965.0	75666.9	1050601.0	1503120.228982
sub-0464	1195.0	560.0	2653.0	1774.0	628.0	3800.0	4807.0	3762.0	966.0	5243.0	3172.0	2945.0	2398.0	3646.0	834.0	1513.0	1603.0	820.0	1374.0	1306.0	4500.0	1113.0	5552.0	4321.0	828.0	6403.0	8604.0	6713.0	4342.0	4635.0	350.0	546.0	459.0	2600.0	95962.0	1353148.0	1935825.430197
sub-0465	1085.0	644.0	2003.0	1531.0	452.0	3352.0	4864.0	3775.0	818.0	5481.0	2806.0	2888.0	2125.0	3905.0	692.0	1231.0	1576.0	767.0	1355.0	1217.0	4206.0	1097.0	4517.0	4339.0	1009.0	6619.0	7682.0	5333.0	4070.0	4780.0	299.0	410.0	465.0	2186.0	89577.9	1226930.0	1754936.401837
sub-0466	1007.0	598.0	1675.0	1648.0	328.0	3399.0	4343.0	3453.0	925.0	5351.0	2833.0	3754.0	2069.0	3089.0	675.0	1306.0	1177.0	729.0	1256.0	1934.0	3652.0	1157.0	3845.0	3790.0	679.0	5856.0	7125.0	6213.0	4085.0	4116.0	235.0	465.0	487.0	2262.0	85511.8	1163922.0	1661713.887971
sub-0467	897.0	509.0	1907.0	1442.0	372.0	2506.0	3473.0	2798.0	780.0	4588.0	2349.0	2479.0	1492.0	2704.0	585.0	1219.0	1150.0	629.0	858.0	1441.0	3568.0	790.0	3958.0	2893.0	734.0	4474.0	5552.0	4000.0	3533.0	3428.0	198.0	399.0	354.0	1989.0	70042.9	999853.0	1381496.268783
sub-0468	968.0	599.0	2231.0	1372.0	602.0	3526.0	4253.0	3076.0	978.0	5559.0	2711.0	3407.0	1931.0	3063.0	778.0	1214.0	1828.0	669.0	1370.0	1301.0	4093.0	1056.0	4903.0	3359.0	685.0	4857.0	6548.0	5793.0	4418.0	4014.0	246.0	509.0	446.0	2258.0	84615.1	1182572.0	1666087.842432
sub-0469	955.0	877.0	3779.0	1900.0	589.0	3611.0	6840.0	5159.0	1169.0	6013.0	3759.0	3073.0	2857.0	5088.0	667.0	1757.0	2393.0	850.0	1766.0	1581.0	5554.0	1835.0	6316.0	5770.0	1725.0	8900.0	11798.0	8479.0	5737.0	5500.0	319.0	495.0	640.0	2997.0	120674.0	1579493.0	2233705.473173
sub-0470	1040.0	731.0	1939.0	1332.0	486.0	3385.0	6131.0	3961.0	834.0	5590.0	2793.0	2731.0	1656.0	3469.0	598.0	1432.0	1870.0	727.0	1271.0	1048.0	4010.0	1313.0	4944.0	3679.0	901.0	5830.0	8262.0	5598.0	4055.0	4677.0	287.0	466.0	412.0	2747.0	90199.0	1239792.0	1725225.417331
sub-0471	798.0	507.0	1952.0	1117.0	392.0	2658.0	3899.0	2935.0	695.0	4748.0	2808.0	2400.0	1666.0	3017.0	499.0	1196.0	1573.0	598.0	1175.0	998.0	3776.0	954.0	4560.0	3083.0	858.0	4497.0	6902.0	4667.0	3575.0	3064.0	210.0	404.0	413.0	2073.0	74652.2	1028636.0	1410121.214618
sub-0472	926.0	603.0	2346.0	1328.0	388.0	2704.0	4337.0	3260.0	862.0	4864.0	2637.0	2428.0	1710.0	3452.0	591.0	1065.0	1749.0	543.0	1191.0	1088.0	3567.0	1183.0	3866.0	3402.0	684.0	5588.0	6811.0	4766.0	3873.0	3396.0	231.0	373.0	442.0	2319.0	78569.9	1033641.0	1471119.407758
sub-0473	1047.0	599.0	1849.0	1204.0	434.0	2581.0	3865.0	2985.0	956.0	4010.0	2405.0	2513.0	1805.0	2776.0	612.0	1343.0	1377.0	663.0	1227.0	1129.0	3681.0	1058.0	4136.0	3042.0	915.0	5643.0	7193.0	4221.0	3503.0	3397.0	267.0	552.0	447.0	2026.0	75453.8	1061019.0	1539491.770134
sub-0474	1412.0	737.0	3413.0	1886.0	686.0	4397.0	5343.0	5006.0	1352.0	6638.0	3094.0	3447.0	2376.0	4613.0	722.0	1616.0	2360.0	696.0	1689.0	1648.0	5221.0	1556.0	6593.0	4466.0	1054.0	7119.0	10025.0	6102.0	5036.0	5711.0	243.0	537.0	552.0	2908.0	110252.0	1499749.0	2088379.781368
sub-0475	1141.0	622.0	2737.0	1587.0	636.0	3188.0	5394.0	3678.0	923.0	5799.0	2366.0	2753.0	1843.0	3445.0	687.0	1448.0	1827.0	717.0	1378.0	1262.0	3910.0	1166.0	5346.0	3547.0	803.0	7050.0	8090.0	5973.0	4590.0	4885.0	295.0	628.0	612.0	2232.0	92536.8	1341909.0	1944162.565517
sub-0476	1027.0	729.0	2267.0	1248.0	611.0	3338.0	5117.0	3922.0	1158.0	5169.0	2993.0	2873.0	2279.0	3528.0	618.0	1454.0	1904.0	992.0	1664.0	1116.0	5067.0	1202.0	4916.0	4031.0	1269.0	7375.0	7702.0	6195.0	3969.0	5226.0	298.0	506.0	447.0	2477.0	94682.3	1324347.0	1955720.00243
sub-0477	1260.0	435.0	2423.0	915.0	326.0	3134.0	4379.0	3204.0	850.0	5006.0	2613.0	2482.0	1745.0	3132.0	774.0	1222.0	1501.0	739.0	1316.0	875.0	3955.0	969.0	4737.0	3456.0	777.0	5202.0	7193.0	4724.0	3988.0	3725.0	199.0	333.0	411.0	2738.0	80737.1	1155488.0	1659497.08824
sub-0478	1284.0	1096.0	2943.0	1746.0	450.0	3812.0	6105.0	4267.0	1229.0	6006.0	3198.0	3104.0	2702.0	3791.0	747.0	1623.0	2245.0	910.0	1744.0	1369.0	4496.0	1769.0	5854.0	4258.0	1555.0	7298.0	9532.0	5567.0	4415.0	4401.0	315.0	397.0	605.0	2740.0	103569.0	1383447.0	1942031.918169
sub-0479	995.0	544.0	1742.0	1552.0	401.0	2915.0	3492.0	3378.0	685.0	4253.0	2253.0	2752.0	1515.0	2992.0	620.0	1123.0	1381.0	636.0	1212.0	1279.0	3319.0	908.0	3810.0	3009.0	603.0	4535.0	6033.0	4459.0	3335.0	2743.0	193.0	386.0	333.0	1931.0	71317.6	992801.0	1366508.163139
sub-0480	960.0	819.0	1898.0	1692.0	425.0	3663.0	4746.0	3620.0	953.0	4991.0	2752.0	2956.0	2081.0	3084.0	713.0	1442.0	1867.0	740.0	1770.0	1410.0	3960.0	1248.0	4466.0	3890.0	1032.0	6483.0	6973.0	5796.0	4156.0	3716.0	252.0	445.0	511.0	2379.0	87873.3	1140387.0	1296093.934203
sub-0481	1173.0	1054.0	2811.0	1905.0	541.0	3642.0	5832.0	4322.0	1241.0	6103.0	3373.0	3269.0	2413.0	4142.0	642.0	1399.0	1790.0	843.0	1496.0	1589.0	4497.0	1228.0	5484.0	4355.0	1266.0	6742.0	9524.0	6307.0	5260.0	4516.0	280.0	516.0	581.0	2739.0	102866.0	1380653.0	1881693.190944
sub-0482	1035.0	600.0	2325.0	1675.0	373.0	3295.0	4445.0	3555.0	927.0	5244.0	2356.0	3234.0	1918.0	3430.0	606.0	1343.0	1635.0	650.0	1573.0	1511.0	3973.0	1130.0	4976.0	3677.0	1020.0	5549.0	6997.0	5005.0	3985.0	3909.0	256.0	416.0	441.0	2341.0	85401.7	1224131.0	1550984.112938
sub-0483	993.0	734.0	2366.0	1697.0	563.0	3179.0	4038.0	3478.0	854.0	5200.0	2817.0	3056.0	1835.0	3334.0	641.0	1393.0	1695.0	714.0	1278.0	1683.0	3830.0	1247.0	4577.0	3406.0	1044.0	5506.0	7021.0	4835.0	4071.0	3605.0	238.0	422.0	431.0	2492.0	84272.4	1141242.0	1621822.549791
sub-0484	1019.0	761.0	2628.0	2354.0	661.0	4040.0	5373.0	4569.0	1094.0	7823.0	3191.0	3590.0	2454.0	3863.0	641.0	1404.0	1961.0	914.0	2033.0	2164.0	4764.0	1278.0	5615.0	4219.0	904.0	8528.0	9277.0	6203.0	4482.0	4741.0	339.0	561.0	621.0	2605.0	106668.0	1493205.0	2099654.365129
sub-0485	987.0	462.0	2220.0	1318.0	471.0	3419.0	5497.0	3351.0	883.0	5148.0	2909.0	3019.0	1665.0	3299.0	683.0	1299.0	1824.0	650.0	1251.0	1211.0	4578.0	988.0	5020.0	4179.0	834.0	4985.0	7343.0	5651.0	3783.0	4143.0	269.0	470.0	361.0	2454.0	86580.7	1185624.0	1170689.369036
sub-0486	863.0	801.0	2515.0	1484.0	546.0	3192.0	4538.0	3614.0	1022.0	4657.0	3244.0	3146.0	2179.0	3088.0	547.0	1310.0	2102.0	850.0	1825.0	1205.0	4124.0	1341.0	4881.0	3495.0	1016.0	7549.0	9518.0	5126.0	4209.0	4769.0	316.0	525.0	489.0	2758.0	92843.0	1293583.0	1778409.522163
sub-0487	922.0	590.0	1806.0	1252.0	383.0	2747.0	4597.0	3170.0	919.0	4317.0	2585.0	2563.0	1767.0	2915.0	694.0	1318.0	1400.0	624.0	1109.0	1165.0	3293.0	1057.0	3950.0	3499.0	796.0	5626.0	7005.0	4974.0	3510.0	2908.0	251.0	405.0	421.0	2032.0	76566.2	1046437.0	1305898.602151
sub-0488	913.0	749.0	2921.0	1690.0	452.0	3945.0	5251.0	3488.0	900.0	5367.0	3025.0	2681.0	2119.0	2893.0	653.0	1327.0	1768.0	761.0	1305.0	1353.0	4334.0	1198.0	5000.0	3842.0	889.0	6271.0	8173.0	5629.0	4357.0	3663.0	247.0	449.0	526.0	2378.0	90514.1	1255622.0	1824700.129216
sub-0489	953.0	804.0	2098.0	1589.0	548.0	2954.0	4586.0	3252.0	814.0	4519.0	2698.0	2757.0	1928.0	3300.0	648.0	1485.0	1445.0	717.0	1312.0	1305.0	4041.0	1315.0	4498.0	3599.0	830.0	6165.0	6491.0	5384.0	3591.0	3756.0	233.0	461.0	388.0	2267.0	82726.0	1114126.0	1576054.922941
sub-0490	1050.0	564.0	2378.0	1570.0	430.0	3345.0	4936.0	3348.0	950.0	4300.0	2470.0	2919.0	1901.0	2964.0	674.0	1367.0	1558.0	690.0	1298.0	1338.0	3569.0	1166.0	4397.0	3986.0	635.0	5822.0	7073.0	4587.0	3877.0	3803.0	272.0	448.0	381.0	2499.0	82557.4	1177755.0	1706137.401241
sub-0491	1057.0	606.0	2427.0	1431.0	416.0	3175.0	4783.0	3936.0	981.0	5578.0	2674.0	2618.0	1914.0	3927.0	907.0	1472.0	1453.0	632.0	1258.0	1188.0	4586.0	1178.0	4952.0	4131.0	804.0	5293.0	7880.0	5635.0	4224.0	5215.0	240.0	418.0	453.0	2333.0	89759.3	1229360.0	1727124.240476
sub-0492	1189.0	346.0	2166.0	1506.0	414.0	3099.0	5266.0	4209.0	1047.0	5200.0	2546.0	2666.0	1921.0	3240.0	611.0	1317.0	1518.0	670.0	1307.0	1342.0	4021.0	888.0	4504.0	3816.0	830.0	5044.0	7216.0	5359.0	3494.0	3738.0	278.0	482.0	365.0	2238.0	83836.9	1165308.0	1609007.027753
sub-0493	1143.0	654.0	3188.0	1836.0	522.0	3526.0	4777.0	4434.0	1088.0	6371.0	3348.0	3176.0	2405.0	3839.0	664.0	1421.0	1456.0	848.0	1609.0	1427.0	4747.0	1373.0	5648.0	3532.0	868.0	7822.0	9718.0	5733.0	5025.0	5511.0	325.0	541.0	583.0	2863.0	102019.0	1353449.0	1994527.960358
sub-0494	941.0	460.0	1899.0	1557.0	375.0	2646.0	4656.0	2988.0	828.0	5009.0	2766.0	2245.0	1939.0	3156.0	576.0	1464.0	1581.0	631.0	1333.0	1032.0	3574.0	1107.0	4479.0	3924.0	606.0	5333.0	7614.0	5963.0	4392.0	3759.0	242.0	412.0	521.0	2325.0	82332.6	1122470.0	1570171.208196
sub-0495	899.0	871.0	2360.0	1225.0	596.0	3329.0	5086.0	4446.0	1273.0	5239.0	2989.0	2543.0	1694.0	3427.0	646.0	1268.0	1706.0	700.0	1169.0	967.0	3881.0	1080.0	4947.0	4167.0	973.0	6072.0	7182.0	5814.0	3849.0	4350.0	229.0	489.0	476.0	2779.0	88721.5	1221668.0	1668322.126871
sub-0496	1046.0	678.0	3105.0	1573.0	504.0	4231.0	5219.0	4240.0	1249.0	7849.0	3210.0	4255.0	2085.0	3475.0	859.0	1327.0	1872.0	893.0	1593.0	1857.0	4683.0	1213.0	5608.0	4281.0	1101.0	6863.0	7168.0	6821.0	4360.0	4859.0	298.0	516.0	586.0	2919.0	102383.0	1416048.0	1964762.52626
sub-0497	750.0	510.0	2412.0	1630.0	405.0	2885.0	4726.0	4007.0	915.0	5636.0	2734.0	3039.0	2160.0	3983.0	474.0	1231.0	1521.0	615.0	1305.0	1603.0	3809.0	1172.0	4373.0	4533.0	1021.0	5844.0	7325.0	6046.0	3933.0	3543.0	269.0	501.0	404.0	2364.0	87599.5	1184496.0	1705565.632694
sub-0498	893.0	443.0	1942.0	1589.0	476.0	3365.0	4297.0	2839.0	821.0	4991.0	2162.0	2683.0	1695.0	2892.0	627.0	1431.0	1497.0	626.0	1116.0	1187.0	3587.0	985.0	4550.0	2908.0	757.0	4537.0	6723.0	4980.0	3540.0	3112.0	195.0	506.0	435.0	1987.0	76369.0	1093229.0	1464880.088877
sub-0499	814.0	702.0	2098.0	1487.0	332.0	3059.0	4232.0	3119.0	976.0	4831.0	2676.0	2615.0	2217.0	3150.0	578.0	1551.0	1881.0	746.0	1426.0	1182.0	3374.0	1100.0	4704.0	3689.0	1100.0	5444.0	7815.0	5402.0	3779.0	3763.0	289.0	406.0	397.0	2319.0	83238.8	1125308.0	1483456.889834
sub-0500	1372.0	528.0	2448.0	1859.0	628.0	3352.0	5430.0	3740.0	1202.0	5815.0	3304.0	3279.0	2348.0	3717.0	739.0	1274.0	1822.0	867.0	1515.0	1553.0	4653.0	1299.0	5352.0	4313.0	923.0	6386.0	8631.0	5499.0	5320.0	5206.0	302.0	608.0	512.0	2815.0	98596.7	1405143.0	2016119.380929
sub-0501	1161.0	685.0	1961.0	1011.0	740.0	3156.0	4977.0	3588.0	991.0	4143.0	2671.0	2843.0	1796.0	2997.0	747.0	1300.0	1184.0	659.0	923.0	862.0	4565.0	1089.0	4679.0	3692.0	751.0	5195.0	6307.0	4989.0	3987.0	4404.0	251.0	486.0	454.0	2188.0	81426.0	1167389.0	1546803.408445
sub-0502	1162.0	650.0	1966.0	1551.0	547.0	3534.0	5504.0	3710.0	960.0	5099.0	2578.0	3034.0	1945.0	3637.0	674.0	1460.0	2125.0	740.0	1618.0	1561.0	4201.0	1293.0	4530.0	3711.0	920.0	5516.0	8315.0	5529.0	4232.0	4401.0	255.0	495.0	540.0	2538.0	90529.0	1225107.0	1604585.003865
sub-0503	875.0	662.0	2038.0	1173.0	416.0	3075.0	3486.0	2749.0	1139.0	5348.0	2444.0	3064.0	1743.0	2707.0	575.0	1109.0	1171.0	675.0	1168.0	1529.0	3890.0	1073.0	4470.0	3240.0	695.0	5979.0	7343.0	4601.0	3738.0	3672.0	216.0	447.0	434.0	2015.0	78944.3	1092782.0	1456320.19715
sub-0504	1064.0	476.0	1939.0	1694.0	457.0	2656.0	3953.0	2901.0	807.0	5006.0	2475.0	2416.0	1785.0	2664.0	629.0	1234.0	1112.0	711.0	1223.0	1243.0	3670.0	1066.0	4152.0	3309.0	844.0	5817.0	8071.0	5030.0	3780.0	3471.0	245.0	376.0	407.0	2268.0	78931.7	1107742.0	1422891.383255
sub-0505	846.0	619.0	1914.0	1463.0	323.0	3166.0	4190.0	3492.0	961.0	4486.0	2668.0	2568.0	1859.0	3358.0	552.0	1243.0	1303.0	687.0	1270.0	1182.0	4129.0	1100.0	4867.0	4252.0	814.0	5469.0	7468.0	6185.0	3883.0	4795.0	321.0	421.0	546.0	2689.0	85079.3	1170525.0	1626878.241452
sub-0506	1085.0	561.0	2095.0	1519.0	565.0	2984.0	3853.0	3244.0	971.0	5843.0	3174.0	3134.0	1947.0	3243.0	666.0	1389.0	1843.0	854.0	1364.0	1312.0	3719.0	977.0	4799.0	3621.0	726.0	5176.0	7973.0	5611.0	4115.0	3783.0	270.0	495.0	438.0	2285.0	85634.0	1207097.0	1723755.762303
sub-0507	1139.0	553.0	2285.0	1787.0	426.0	3219.0	5326.0	3855.0	1023.0	6529.0	3191.0	3506.0	2133.0	3940.0	664.0	1487.0	1577.0	840.0	1600.0	1502.0	4267.0	1216.0	4664.0	4485.0	1051.0	7806.0	9556.0	5330.0	4890.0	4954.0	277.0	587.0	427.0	2633.0	98709.2	1324111.0	1861921.571212
sub-0508	907.0	819.0	2597.0	1806.0	636.0	3376.0	4021.0	3538.0	852.0	6315.0	2815.0	3386.0	2178.0	3361.0	811.0	1064.0	1375.0	687.0	1052.0	1555.0	4354.0	1210.0	5715.0	3807.0	987.0	5815.0	7405.0	4984.0	3977.0	3492.0	248.0	545.0	462.0	2365.0	88489.3	1199805.0	1650142.843614
sub-0509	962.0	608.0	2112.0	1252.0	430.0	3212.0	4123.0	3296.0	887.0	5232.0	2328.0	3257.0	1632.0	3109.0	601.0	1355.0	1764.0	680.0	1319.0	1681.0	3774.0	1085.0	4489.0	3415.0	890.0	5845.0	7109.0	4407.0	3839.0	4564.0	216.0	444.0	408.0	2177.0	82503.9	1128572.0	1521235.156898
sub-0510	743.0	631.0	2278.0	1359.0	368.0	2845.0	3549.0	2950.0	1038.0	4533.0	2862.0	2469.0	1661.0	2945.0	687.0	1328.0	1457.0	759.0	1154.0	1036.0	4545.0	1160.0	5291.0	3778.0	872.0	6370.0	8053.0	5455.0	4022.0	4850.0	226.0	508.0	455.0	2405.0	84642.6	1132710.0	1610228.590087
sub-0511	1069.0	424.0	2341.0	1350.0	644.0	3382.0	4375.0	3590.0	1127.0	4837.0	3266.0	2924.0	2658.0	3290.0	677.0	1473.0	1952.0	791.0	1108.0	1133.0	4254.0	1431.0	4989.0	4352.0	800.0	6534.0	8489.0	5540.0	4142.0	4634.0	282.0	503.0	427.0	2358.0	91134.5	1239424.0	1821435.920258
sub-0512	759.0	536.0	2122.0	1398.0	403.0	2925.0	3619.0	2902.0	947.0	5234.0	2512.0	2872.0	1430.0	2786.0	601.0	1357.0	1473.0	640.0	1260.0	1525.0	4012.0	962.0	5207.0	3573.0	777.0	5139.0	6496.0	5397.0	3757.0	4490.0	234.0	400.0	557.0	2515.0	80811.4	1093599.0	1481519.606637
sub-0513	1105.0	627.0	2175.0	1285.0	620.0	3556.0	6291.0	4387.0	1186.0	5760.0	3487.0	3311.0	2274.0	3704.0	706.0	1490.0	2281.0	980.0	1727.0	1207.0	4887.0	1175.0	5536.0	4421.0	881.0	6826.0	8180.0	6892.0	4542.0	5044.0	246.0	559.0	473.0	2475.0	100289.0	1393808.0	1914922.577848
sub-0514	1275.0	832.0	2895.0	1533.0	295.0	3116.0	5287.0	3960.0	791.0	5959.0	3030.0	2743.0	2225.0	3725.0	641.0	1505.0	1501.0	690.0	1113.0	1227.0	4457.0	1332.0	5080.0	4439.0	1078.0	6792.0	7524.0	6721.0	3978.0	4723.0	291.0	370.0	400.0	2181.0	93693.3	1201917.0	1716906.357042
sub-0515	806.0	620.0	2427.0	1924.0	355.0	2725.0	3493.0	3602.0	930.0	5279.0	2848.0	2653.0	2046.0	3128.0	603.0	1261.0	1681.0	778.0	1458.0	1553.0	3739.0	1430.0	4310.0	3474.0	988.0	6133.0	6967.0	5901.0	4046.0	3842.0	265.0	410.0	560.0	2339.0	84566.8	1088457.0	1565723.037787
sub-0516	1081.0	818.0	2725.0	1825.0	414.0	2940.0	5293.0	3625.0	925.0	6006.0	2544.0	2818.0	1703.0	3829.0	600.0	1279.0	1858.0	628.0	1342.0	1610.0	4246.0	1374.0	4136.0	3331.0	1023.0	6186.0	8142.0	4709.0	4539.0	3922.0	237.0	383.0	478.0	2689.0	89255.8	1171453.0	1661714.732822
sub-0517	989.0	423.0	2050.0	1653.0	492.0	3420.0	4822.0	3345.0	804.0	6099.0	3018.0	3378.0	1985.0	3209.0	742.0	1398.0	1989.0	801.0	1732.0	1602.0	4095.0	996.0	4616.0	3608.0	821.0	5890.0	8319.0	5385.0	3927.0	4385.0	220.0	439.0	446.0	2422.0	89501.6	1237711.0	1701906.932585
sub-0518	909.0	563.0	2666.0	1324.0	398.0	2768.0	4037.0	3281.0	951.0	4816.0	2762.0	2911.0	1872.0	3224.0	511.0	1252.0	1769.0	551.0	1398.0	1084.0	3721.0	1155.0	4414.0	3953.0	741.0	6104.0	7591.0	5872.0	4058.0	3928.0	222.0	390.0	469.0	2110.0	83688.7	1160165.0	1210397.333558
sub-0519	1117.0	588.0	2215.0	1458.0	520.0	3241.0	4412.0	2883.0	1000.0	5142.0	2893.0	2606.0	1796.0	2801.0	694.0	1299.0	2162.0	725.0	1269.0	1372.0	4076.0	1355.0	5152.0	4102.0	754.0	4935.0	7630.0	4948.0	4450.0	4989.0	223.0	431.0	609.0	3159.0	86903.2	1156587.0	1544938.213566
sub-0520	1042.0	790.0	2199.0	1570.0	549.0	3055.0	5190.0	4237.0	1050.0	5095.0	2905.0	2847.0	1792.0	3574.0	680.0	1402.0	2249.0	812.0	1705.0	1406.0	3889.0	1294.0	4921.0	3890.0	908.0	7055.0	7852.0	6426.0	4031.0	4784.0	280.0	531.0	497.0	2639.0	93133.5	1261373.0	1707656.558087
sub-0521	820.0	582.0	1954.0	1792.0	490.0	2997.0	4046.0	3240.0	825.0	5378.0	2426.0	3437.0	1956.0	2838.0	638.0	1408.0	1744.0	563.0	1427.0	1918.0	3585.0	1151.0	4235.0	3517.0	776.0	4918.0	6212.0	5593.0	3517.0	3223.0	268.0	501.0	435.0	2197.0	80605.2	1146004.0	1573860.535594
sub-0522	795.0	554.0	1918.0	1355.0	398.0	2660.0	4021.0	3467.0	983.0	5269.0	2736.0	2390.0	1744.0	2955.0	634.0	1213.0	1654.0	717.0	1404.0	1458.0	3770.0	1138.0	4499.0	3628.0	735.0	5790.0	6761.0	5421.0	3900.0	3421.0	231.0	426.0	432.0	2386.0	80863.3	1030414.0	1054934.572695
sub-0523	933.0	454.0	2212.0	1538.0	408.0	3200.0	4586.0	3479.0	801.0	5177.0	2748.0	3233.0	1990.0	2742.0	679.0	1452.0	1330.0	611.0	1196.0	1445.0	3698.0	956.0	4204.0	4335.0	774.0	5496.0	6992.0	6045.0	3755.0	3746.0	212.0	420.0	422.0	2210.0	83374.4	1091321.0	1514465.785244
sub-0524	1083.0	841.0	2431.0	1387.0	525.0	2881.0	4264.0	3311.0	804.0	4824.0	2411.0	2587.0	1635.0	3246.0	652.0	1643.0	1456.0	667.0	1158.0	1252.0	3935.0	1170.0	4983.0	3492.0	940.0	5255.0	7914.0	4600.0	3656.0	3483.0	212.0	465.0	424.0	2788.0	82370.6	1142511.0	1403035.577456
sub-0525	957.0	401.0	1978.0	1553.0	422.0	2959.0	3239.0	2975.0	784.0	4942.0	2682.0	2608.0	2012.0	2543.0	488.0	1382.0	1794.0	635.0	1091.0	1217.0	3529.0	1068.0	4395.0	3524.0	684.0	5153.0	7591.0	4635.0	3562.0	3470.0	229.0	361.0	372.0	1954.0	77181.2	1061443.0	1491725.361293
sub-0526	1099.0	689.0	2332.0	1786.0	393.0	2855.0	5227.0	4016.0	935.0	5526.0	2928.0	3310.0	1705.0	3910.0	721.0	1602.0	2344.0	708.0	1672.0	1711.0	4585.0	1526.0	4872.0	4374.0	972.0	6094.0	7831.0	6744.0	4323.0	4643.0	252.0	375.0	463.0	2804.0	95318.3	1207784.0	1584871.873182
