csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	a_comp_cor_137	a_comp_cor_138	a_comp_cor_139	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
112596.421875	n/a	12677954219.05298	n/a	82229.5703125	n/a	6761702233.778381	n/a	79876.7421875	n/a	6380293942.488342	n/a	n/a	n/a	n/a	0.059912286900000014	0.039117023	0.021521893700000003	-0.086460809	0.0501144954	-0.0320160619	0.0518688713	-0.0136245074	0.0055235922	-0.018047247199999998	0.1573547968	-0.0216938457	0.042201662699999996	-0.0486771434	0.0133608848	-0.0445306287	0.0560535042	0.1253051513	-0.0044053567	0.0563546327	-0.0839128619	0.1199536684	-0.029541719700000007	0.0111077026	-0.021598663799999997	0.0079387022	-0.12040608300000001	0.0193605543	-0.0230414405	0.1494098314	-0.0645815871	0.0293314015	0.0087670525	-0.0007809221000000001	-0.09632106439999999	0.053885162400000006	0.034552956600000004	-0.0106805167	0.051659812	-0.0698564086	0.0012768339	-0.0034867721999999996	0.0352714876	-0.1697281177	0.10024329289999999	-0.0023600591	0.1002570687	-0.034954304500000005	0.039097567	-0.12382459380000001	0.0611000701	-0.18926480559999997	0.0991356653	-0.0103642531	0.0439346612	-0.0403361683	0.0640930787	-0.028838475099999997	0.0335866168	0.033110161	-0.0241482215	0.023516292799999998	-0.0705168628	-0.0465913226	0.050049184299999994	-0.0726897317	-0.06124743940000001	-0.0092304513	0.008874076	-0.0501981645	0.030887544500000006	-0.12686824630000001	-0.0719561911	0.0476646058	-0.0581547054	0.034586246	-0.0347058498	0.0014036604	-0.090961368	0.104539545	-0.025622011099999998	0.0415296001	-0.03499109	0.0983072002	0.0208492131	-0.0747037644	0.0993605836	-0.1083392276	0.0045435779999999995	-0.0067823052	0.08988887050000001	-0.10142424800000001	0.0818764883	-0.017970209299999998	0.0246000943	-0.0729832954	0.062379844000000004	-0.0280548319	0.1156289827	-0.0359138174	0.0753817236	0.0007085257	0.1251098906	-0.0079471143	-0.017089121000000002	-0.0056390632	0.1023565107	-0.0489575002	0.0053168013	-0.0258468869	0.0572102299	-0.0268309512	0.0193383666	-0.0648471937	0.0735073118	-0.0004199343	0.124452959	-0.0477168041	0.1483480902	-0.0614189784	0.06364923530000001	-0.10018058380000001	0.1645675842	-0.070991678	0.041284091099999996	-0.0293310712	0.0358303636	-0.006485353399999999	-0.012674162	0.0592684167	-0.0879772702	0.0672492907	0.0271689221	0.0351808467	-0.08292286360000001	0.1025388357	0.034979815899999996	-0.1434912477	-0.0295457903	0.023724900400000002	0.0087907771	-0.1215922887	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	0.00658361	n/a	n/a	4.33439206321e-05	-0.0616827	n/a	n/a	0.00380475547929	0.249246	n/a	n/a	0.062123568516	0.000329837	n/a	n/a	1.0879244656899998e-07	0.000950515	n/a	9.03478765225e-07	n/a	-0.00036618	n/a	1.3408779240000002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
111932.7421875	-663.6796875	12528938773.613342	440470.7276000977	82199.9375	-29.6328125	6756829725.003906	878.1035766601562	79784.7109375	-92.03125	6365600099.380432	8469.7509765625	1.197345	19.687853	0.09607136	0.0254240708	0.063790914	-0.0048652794	-0.032160507000000005	-0.000279571	0.0017813825	0.037221707	0.0522562542	-0.054535248	0.0556654144	-0.0295457273	0.037399743199999995	0.024663672400000003	-0.08717277039999999	0.1213331634	-0.0106006052	-0.1414900023	0.0344631401	0.0517790054	-0.0292536218	-0.13170285980000002	0.0919180871	-0.135860684	-0.0311088721	0.025330827900000002	-0.0056523788	-0.0061961570999999995	-0.0089421995	0.0052380333	-0.0110324442	0.0102291895	-0.11269797599999999	-0.0302637334	0.0747358711	-0.0546801358	-0.0180453531	-0.0197653005	-0.0671254446	0.053050133	0.0392655829	-0.0666504136	0.013106546100000002	0.0916938451	-0.0823495959	0.123090351	0.08990079390000001	0.1570937439	0.1009960847	0.032951934599999996	-0.012376296399999999	0.045449171	-0.0099795661	-0.0177471079	0.011291223999999999	0.0719534762	0.0197734465	-0.0661299376	-0.0679427068	-0.035947595299999996	-0.0353091751	-0.06439794360000001	0.0074496539	-0.015648121299999998	-0.1217946131	-0.0091124982	0.0708866067	-0.0310436062	0.0031731384999999996	0.037911849500000004	0.0734333584	0.023525404	-0.0382228644	-0.006018050600000001	-0.0030284287	-0.0232683278	0.0356981842	-0.0381092345	0.0721242571	0.049512951500000006	-0.018207840700000002	0.0296224198	0.09016931310000001	0.08571830119999999	0.0361740428	0.0577569929	-0.0060172370999999995	-0.19960080870000002	-0.1208696763	0.0056453391000000006	-0.0276685745	0.036067609900000006	-0.0766360886	0.0562360682	0.0169540987	0.0149393593	0.0125988547	0.016934340200000002	0.0254973879	0.0229609193	-0.0329840848	-0.0688112837	0.0610104355	0.029616226800000006	0.057426961	-0.09732976619999999	0.0445530734	-0.015335649299999999	-0.0066337805	0.011661521000000001	0.01258287	0.09441206810000001	-0.098370821	0.0626564826	0.0808746896	-0.0250378168	-0.02582328	0.1107851649	-0.0201460927	-0.030596061400000006	-0.028767587	-0.0021087117000000003	0.0284428578	0.1093755149	0.0132862757	-0.0950862631	-0.1580157906	0.0853792134	-0.0354673896	0.0890724118	0.0361460137	-0.042977927199999995	-0.009157123199999999	0.0353389348	-0.065424382	-0.0572160758	-0.038888828199999996	0.051560600199999994	0.0070925187	0.030822242000000007	0.10455124210000001	-0.0229548115	-0.0265249497	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	0.0140057	0.007422090000000002	5.508741996810001e-05	0.00019615963249	-0.00862653	0.05305617	0.0028149571750689	7.44170198409e-05	0.224075	-0.025171000000000002	0.0006335792409999999	0.050209605625	0.000405084	7.524700000000002e-05	5.662111009000003e-09	1.64093047056e-07	0.00106881	0.00011829499999999992	1.1423548160999997e-06	1.3993707024999986e-08	-0.00035128	1.4900000000000034e-05	1.233976384e-07	2.2201000000000108e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112218.4140625	285.671875	12592972454.702698	81608.42016601562	82127.734375	-72.203125	6744964753.570557	5213.291259765625	79876.890625	92.1796875	6380317655.918213	8497.094787597656	1.2814660000000002	21.071047	0.11396841999999995	0.0589076913	-0.0484110441	-0.0406548859	-0.0196758231	0.0112874429	0.0207851462	-0.0622056391	0.0362960337	0.010643443999999998	0.023095015099999998	0.1236547991	0.11023683279999999	-0.08873062720000001	0.0213082465	0.1183725443	-0.0222128664	-0.0409375081	0.091844149	-0.0653109093	-0.0321161664	-0.12074330289999999	-0.0211919815	-0.028873624900000002	0.0773137584	-0.0170810938	-0.0918357586	0.0447237063	0.0102671702	0.0253267155	0.0329196919	0.1577925676	-0.0020731260000000002	0.0576902623	-0.0558209902	-0.0325437736	-0.0636714608	0.1095308806	0.0306389459	0.0672201925	0.0187608997	0.027141607	0.0110774549	-0.0180178285	0.030265335	-0.055036544699999995	0.007105590500000002	-0.005992489	0.1383102994	0.030923605099999998	-0.0825078006	-0.0191143568	-0.09598011210000001	-0.05334878480000002	-0.0059862384	-0.1845980699	0.0796673268	-0.1063896981	-0.012397924	0.0688031712	0.0417170096	0.0092487858	-0.0341097074	-0.027254155699999998	-0.0090299112	-0.0411774106	0.036606486699999996	-0.0521382862	-0.0074985591000000015	-0.036074027599999996	-0.014301821499999999	-0.0825717456	0.0054754324	0.0222310073	0.0092482026	-0.0163517105	-0.0615857219	-0.11042565859999999	0.0602286041	-0.0084218857	0.1001706441	0.0179925094	-0.0411630733	0.0435280572	-0.047806871699999996	0.016970410800000002	0.058274769000000004	-0.021074850899999997	-0.1904029939	-0.1022019716	0.0460637035	0.0699314621	0.0096737092	0.0367881975	-0.0295579536	-0.06708085059999999	0.009472920400000001	0.1010554593	-0.0309361648	-0.0492209154	0.0080310224	-0.1124900809	0.0400406889	-0.043429074000000005	0.0149367919	0.1282925774	-0.0565525886	-0.0487425032	-0.0308352871	-0.018749181299999997	0.107205187	-0.025231899900000004	-0.0739031107	-0.0978467079	0.001613302	-0.0163982911	-0.1148870099	0.0780784092	-0.0388356845	0.0442052448	-0.036393638799999996	-0.017786112	0.0201848199	-0.0953124425	0.0031304015000000003	-0.0032764647999999996	-0.0370888555	0.0427905564	0.0426771519	0.0203198077	-0.0274646033	-0.0173564645	0.1388258427	-0.050715379500000005	0.0291730894	-0.0266622289	0.0020370460000000003	0.0018833594	0.1292084391	0.0168035306	0.029487412	-0.031696056	-0.032141763500000003	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	0.0188265	0.0048207999999999975	2.3240112639999986e-05	0.00035443710225	-0.0440987	-0.03547217	0.0012582748445089	0.00194469534169	0.26620900000000003	0.04213400000000003	0.0017752739560000024	0.07086723168100001	0.0004975930000000001	9.250900000000006e-05	8.557915081000011e-09	2.475987936490001e-07	0.00125585	0.00018704000000000008	1.5771592225e-06	3.498396160000003e-08	0.0	0.00035128	0.0	1.233976384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112263.2734375	44.859375	12603042562.902893	2012.363525390625	82223.7109375	95.9765625	6760738640.333557	9211.500549316406	80100.296875	223.40625	6416057559.463135	49910.3525390625	1.231771	20.253918	0.13276911999999996	0.050678756500000005	0.0748415516	-0.0030373988	-0.09649422710000001	-0.0264256798	0.0503790275	0.0011873262	0.0573750098	0.0402194347	0.0197238579	0.0903562182	-0.05346717769999999	-0.009757294599999999	0.0058123478	0.04852144480000002	-0.0337584747	0.0385770286	0.0663699323	0.0430955138	-0.0073860333	-0.0575711017	0.0242125944	-0.0650906366	0.0546554939	0.034031272	-0.034242092	-0.0482879786	0.1240096214	0.0408920581	0.0131650198	0.06582313070000001	-0.028303674100000002	0.0022063345	0.0317456497	-0.009362609000000001	0.0548961711	-0.0173538032	-0.107292485	-0.0672633695	0.0179011957	-0.0705977975	0.09919694820000001	-0.0559643682	-0.0173505967	0.0501887334	0.0153422907	-0.09396274630000001	-0.0527370416	0.0210401112	0.0730040193	0.0109976547	-0.050520470199999994	0.09499508	-0.1152429534	-0.0124093171	-0.010234365799999999	0.0085868856	-0.038669827000000004	0.1240684277	-0.059740174699999996	-0.0807536275	0.0494296697	-0.0456246041	0.0011674858	-0.037983253700000004	-0.0046077519	-0.0609124273	0.09417070949999999	-0.0284995081	-0.0360817323	0.0646373668	-0.0285557511	-0.0316676768	-0.0097515651	-0.06288414440000001	-0.0035876697999999998	-0.0935223525	0.07229751	-0.0057202634	0.013647296000000001	-0.07871530639999999	-0.0498512773	-0.044209095	0.0398502461	0.0017663542000000004	-0.0296411082	-0.0029765378000000003	-0.0743752676	-0.0059253751	-0.0241957179	0.052129239	0.0010783394000000001	0.0726640651	0.0015123691	-0.0973040577	-0.076693308	0.0425661858	-0.0433291564	-0.0367945666	-0.027225166800000002	-0.0103906301	0.0339628295	0.0246596364	-0.0189600388	-0.10158118810000001	0.11725463929999999	0.0159283687	0.0395572583	0.0436617901	-0.08742135529999999	0.0003891812	0.0102342162	-0.0100599803	-0.0932573641	-0.021163099100000003	-0.0018338801	-0.011333781299999998	0.0545483588	-0.0337102169	0.0756408464	0.1194087368	-0.001097317	0.0002391973	-0.1197873112	0.01870612	-0.0446711621	0.025019294100000002	0.0977531715	0.1325080593	0.0530377263	-0.0001059404	-0.0083083321	-0.0582977955	-0.0436678105	0.10233712240000001	-0.030871074	-0.0173862683	0.09135246949999999	0.0213250791	-0.0232944648	0.061863443899999995	-0.0079103379	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	0.0127168	-0.006109700000000001	3.7328434090000015e-05	0.00016171700223999996	-0.00023008	0.04386862	0.0019244558207044	5.29368064e-08	0.222859	-0.043350000000000034	0.0018792225000000024	0.049666133881	0.000405084	-9.250900000000006e-05	8.557915081000011e-09	1.64093047056e-07	0.0007604559999999997	-0.0004953940000000002	5.782933279359995e-07	2.4541521523600026e-07	-0.000200913	-0.000200913	4.0366033569e-08	4.0366033569e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112551.71875	288.4453125	12667889393.579102	83200.69830322267	82325.7578125	102.046875	6777530399.402405	10413.564697265623	80151.1328125	50.8359375	6424204091.127014	2584.2925415039067	1.189009	19.550785	0.181787963	0.07593582509999999	0.0630902433	-0.1050447086	-0.0176370934	0.027432109	-0.060236730999999995	0.037249783599999996	0.0203505309	-0.0365632793	0.1091846082	-0.0319678129	0.0759966546	-0.0149251466	-0.1028394274	-0.0013668617999999999	-0.0219080602	-0.11037244189999999	0.0633375741	-0.0572762822	-0.05671140490000001	-0.0893049858	0.0739143043	-0.029459974	0.0396625974	-0.0027169940000000004	-0.017996639499999998	0.007906540200000001	-0.067947888	0.1432023665	-0.009424856	0.049325712199999996	-0.048362605499999996	0.044395485199999994	-0.032031435	0.0797022754	-0.0640046109	0.0190352433	-0.0652972644	-0.0219353204	0.026398610899999998	0.0848773666	0.1158641852	-0.0040426372	0.07000372490000001	-0.0194602153	0.1224820439	0.0550634616	0.028887761	0.0011224391999999999	0.045430725899999996	0.0657158975	0.0245194413	-0.0070241342000000005	-0.0575835739	-0.0719002002	-0.0652026567	-0.0350538769	0.10389331339999999	-0.0893565348	-0.0659692159	0.0792270906	-0.0428961321	-0.059809542800000004	0.0727400913	-0.0098978816	-0.10626870599999999	-0.0967684384	-0.04533019	0.0803996514	0.0232060527	-0.013247733999999999	0.0177417078	0.0832320924	0.0384665795	-0.060311445199999994	0.037291919900000005	0.0332979238	0.031219420299999998	0.090303466	0.0966487667	0.0452959987	0.1075160948	0.0710719143	0.0043286505	0.05956845230000001	-0.0225221036	-0.0731459822	-0.0642846799	-0.09970297119999999	0.0093251859	0.055333957999999996	-0.0522237712	0.0358306125	0.016292938899999998	0.0227698323	0.125898866	0.0249476363	-0.1460876116	-0.0791748077	0.0253541023	-0.0248426621	0.0030077979	0.0668457815	0.1011268146	-0.055939239800000005	0.0615145175	-0.0591542142	0.0061249899	-0.0192809431	0.0060601597	-0.120848822	-0.0084887855	-0.08635736769999999	0.0533086066	-0.0668834322	0.0441644262	0.0015220422	0.0159798961	-0.0049892051000000005	-0.0105223218	0.00043820800000000004	-0.0204006353	0.0069763394999999995	0.1048640356	-0.0877314941	-0.0449563929	-0.0088826067	-0.006446813199999999	-0.1549553651	-0.0293713242	0.043358468600000005	0.0109737716	-0.06763125730000001	0.0927896176	-0.0225314796	0.0404024025	0.0218301959	0.0659584148	-0.0531606371	-0.039873503	-0.0109264233	-0.0099705933	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	-0.000455243	-0.013172042999999998	0.00017350271679384893	2.0724618904900006e-07	-0.0583001	-0.05807002	0.0033721272228004	0.0033989016600100004	0.269497	0.04663799999999999	0.002175103043999999	0.07262863300900001	0.000251017	-0.00015406699999999995	2.3736640488999992e-08	6.300953428900003e-08	0.00150834	0.0007478840000000003	2.2750895556e-06	5.593304774560003e-07	0.00017529400000000002	0.000376207	3.0727986436000017e-08	1.4153170684900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112522.7421875	-28.9765625	12661367509.394592	839.6411743164062	82330.75	4.9921875	6778352395.5625	24.92193603515625	80099.7734375	-51.359375	6415973704.7388315	2637.785400390625	1.361558	22.387997	0.213020183	0.07061525169999999	-0.10680287449999999	-0.021327709900000002	-0.0211547109	-0.0298432697	-0.1100445291	-0.133605207	-3.65728e-05	-0.0134354408	-0.02406738	0.0250563977	-0.0782962826	-0.0649830495	-0.0358315594	0.1173255783	-0.0588089417	-0.08961533070000001	0.009122913100000001	0.0101600926	-0.0561191909	-0.1867729485	-0.0896005249	-0.049813135999999994	-0.0008586496	-0.0048842882	-0.094685293	-0.0904116428	0.0553217597	-0.1062596984	0.0366868265	0.024747507000000002	0.0147149477	-0.0131017353	0.0107585016	0.0391915831	0.042199832699999995	-0.053228181900000004	-0.11591201400000001	-0.0878718818	-0.0117542327	0.0158057118	0.0265743011	0.0204062639	0.0199634835	-0.0033762684999999997	0.0334863806	0.0938025292	0.0137947718	-0.0421788982	-0.101195188	0.1068860398	0.0101046251	0.0314852725	0.0402784506	-0.051665011799999994	-0.0009831648	-0.0119885456	0.0153345422	-0.10428658630000001	-0.0528815901	0.0673296105	-0.0538999479	0.0382611574	0.10260163119999999	-0.0074788414	0.0065765651	-0.0575700498	-0.0653940368	-0.1084245043	0.0167352397	-0.0472560296	-0.0571634116	0.0153003373	-0.030037165499999997	-0.0346495172	-0.11123188980000001	0.1031265384	0.0604847792	-0.0353555543	2.71754e-05	-0.0649970833	-0.0282333832	0.0357034429	0.0631990457	0.0432026167	0.0634964521	-0.1230103836	-0.1723375407	-0.07784870519999999	-0.0647422943	0.021517473399999997	0.0107342893	0.053226960999999996	-0.0705229985	-0.031972002799999996	-0.0661612484	0.0075819699	0.0780688477	-0.0274799846	-0.0526914183	0.0686629903	0.0339840219	-0.0321918225	0.0152635948	-0.0678912077	0.0644588099	-0.005923771600000001	-0.0457574226	0.0092341327	-0.11426210640000001	-0.015585736299999996	-0.043279001799999994	-0.0387829622	0.13333380109999998	0.0429141278	0.0856111682	-0.0073495752	-0.0319157393	0.0997450645	-0.03266832	0.0148199366	0.0017413835999999998	0.0178103733	0.06890986	-0.0599889864	-0.010076644899999999	-0.061378595599999995	-0.0157488531	-0.0394676939	-0.023777977599999996	-0.032684036	-0.0339340365	0.0238511504	0.0034947133	0.005426058599999999	-0.0428587435	0.0002437862	0.0430768126	-0.06897812099999999	-0.062006167599999995	-0.0248090087	0.0136749205	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	0.0190311	0.019486343	0.000379717563513649	0.00036218276721	0.00803014	0.06633024	0.0043997007384576	6.44831484196e-05	0.199831	-0.06966599999999999	0.004853351556000001	0.039932428561	0.000503345	0.000252328	6.366941958399997e-08	2.53356189025e-07	0.000979721	-0.0005286189999999999	9.59853237841e-07	2.7943804716099987e-07	-0.000194511	-0.000369805	3.7834529121e-08	1.36755738025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
112421.2265625	-101.515625	12638532181.816956	10305.422119140623	82237.7578125	-92.9921875	6763048810.027405	8647.546936035156	79793.8125	-305.9609375	6367052513.285156	93612.0952758789	1.190999	19.583511	0.12489633999999998	0.0366499827	-0.0221476153	-0.0093395059	0.0406916186	0.025246765	-0.12059546480000001	0.0390378983	-0.045189151500000004	0.017399983	0.0419147852	0.11744387279999999	-0.0011138716	-0.0631555145	-0.011069748899999999	0.0477696561	-0.0376879694	-0.026847737400000002	0.0399537152	0.001893996	0.039657887	-0.0944604732	0.024138980600000002	0.06887601559999999	0.0030677048	0.0164153972	-0.0587562409	-0.0038347981	0.0168282862	0.1056198638	-0.0387216648	0.051664145099999996	0.0096619534	0.0107143481	-0.0329977495	0.0033542832	-0.0547493285	0.0205560718	0.0539712808	-0.0208776402	0.0914444827	-0.022503073399999997	0.0074876794999999986	0.0646672191	0.011407778300000001	0.0727819654	-0.0071594586	-0.05623731480000002	0.0575355062	0.0467040445	-0.0295997452	-0.0755295733	0.0713550299	0.0298356623	0.05533973	-0.0778346054	-0.0716328455	-0.024626678399999997	0.0851433164	0.05529400860000002	0.0305541571	0.0047370504	0.0599377662	0.09818315960000001	0.109689188	-0.053697779400000006	-0.008991251700000001	-0.0289390813	-0.144666231	0.0272392635	-0.06352412389999999	0.0416259221	-0.064266003	9.521e-07	0.010517798600000001	0.0103682436	0.0266266623	0.066211927	-0.0158699344	-0.028872059199999998	0.1580959372	-0.0465082511	-5.968e-07	0.024694601	-0.0254122118	-0.0053443419	0.0221049859	0.0335061623	-0.140487295	0.0046032122	-0.0017110536	-0.0278132785	0.018253481000000002	0.0693673267	-0.0519466076	0.0032297771	0.025724532	0.0357504596	-0.05462605190000002	-0.0177115215	0.0911113561	-0.0666299237	0.0342191622	-0.0432691893	0.0031412866	0.0360317773	0.0892690205	0.0294822558	-0.0386609518	-0.0329786709	0.05853389570000001	0.0485736217	-0.0324113974	-0.0432778386	0.0080722953	-0.0107806006	-0.0397430252	-0.0242064731	-0.011368254599999999	-0.11409757220000001	-0.0974160738	-0.0359437209	-0.0025677137	0.011466885100000001	0.031313213199999995	-0.0171834045	0.1228019488	0.0090611251	0.0497656132	-0.0195741074	-0.10372577990000001	0.13090248210000002	0.06257883759999999	0.0373606625	0.033388386400000004	0.068297669	-0.0646423584	-0.04276650480000002	0.054588000899999996	-0.0008348871	-0.0694365646	-0.0734186523	0.0416777239	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	0.0159451	-0.0030859999999999985	9.52339599999999e-06	0.00025424621401	-0.0375062	-0.04553634	0.0020735582605955994	0.0014067150384399995	0.24855	0.04871900000000001	0.0023735409610000013	0.061777102499999986	0.000493165	-1.0179999999999933e-05	1.0363239999999864e-10	2.432117172250001e-07	0.00132613	0.000346409	1.7586207769e-06	1.1999919528099996e-07	-1.0587899999999999e-22	0.000194511	1.1210362640999998e-44	3.7834529121e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
