csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65
501466.125	n/a	251468274522.5156	n/a	332366.0625	n/a	n/a	110467199501.7539	332835.90625	n/a	n/a	110779740489.2588	n/a	n/a	n/a	-0.0587851747	-0.042238324	0.0749984342	-0.014877696000000001	-0.14753804269999998	0.2107127509	0.019480368300000002	-0.0182674363	0.0147808849	-0.0132854536	0.026899254100000002	-0.0332332235	-0.09883586330000001	-0.08554634130000001	0.1252475183	-0.09135112039999999	0.1430824013	-0.053607286	-0.1475707153	0.20771356579999997	0.0173190852	-0.0158493563	0.0136349592	-0.019795859	0.033391432900000004	-0.012234707	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	3.2961400000000003	n/a	10.864538899600001	n/a	0.0287152	n/a	0.00082456271104	n/a	-0.335435	n/a	n/a	0.112516639225	-0.00313509	n/a	9.8287893081e-06	n/a	-0.020307	n/a	0.000412374249	n/a	-0.022224200000000003	n/a	n/a	0.0004939150656400001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
506198.34375	4732.21875	256236763215.2432	22393894.29785156	331976.0	-390.0625	152148.75390625	110208064576.0	334445.0	1609.09375	2589182.6962890625	111853458025.0	2.376142	61.420292	2.5112637	-0.1748974582	-0.044342593799999996	-0.159328065	-0.0114073786	-0.179214872	0.24051349660000002	0.054502000300000006	-0.1099469232	0.0738032733	0.0897818775	-0.1025231618	0.1400358539	-0.2777845205	0.1044662533	0.2659305922	-0.1595752718	0.1552384872	0.0302023824	-0.1748643668	0.24547178760000002	0.0497003808	-0.0759149987	0.055289529299999994	0.0966918654	-0.1273486064	0.0858227934	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	2.98824	-0.3079000000000001	8.929578297599999	0.09480241000000003	0.232768	0.2040528	0.05418094182399999	0.041637545187839985	-0.09377460000000004	0.24166039999999994	0.05839974892815996	0.008793675605160008	-0.00218117	0.00095392	4.7575025689e-06	9.099633664e-07	-0.00397501	0.016331989999999998	1.5800704500100002e-05	0.0002667338973600999	-0.0400913	-0.0178671	0.00031923326241	0.0016073123356900002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
489190.5	-17007.84375	239307345290.25	289266749.02441406	332782.6875	806.6875	650744.72265625	110744317099.72266	333153.03125	-1291.96875	1669183.2509765625	110990942231.06348	2.274674	58.797459	1.7142378000000007	-0.0553711262	-0.0500826895	0.1154929518	-0.0245982586	-0.15790672960000002	0.2231055036	0.0206341619	-0.0380645336	0.0259358073	-0.0139784608	0.033484070899999996	-0.0014670432	-0.1000411587	-0.1818397435	0.0039177319	0.0685807315	-0.012645466999999999	0.1223395431	-0.1577341046	0.22610209050000002	0.0194147097	-0.0442155721	0.0316548548	0.0010229463	0.008424234000000001	0.0026160722	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	3.184	0.1957599999999995	10.137855999999998	0.0383219775999998	0.0955596	-0.13720839999999998	0.00913163715216	0.018826145030559998	-0.254848	-0.16107339999999998	0.025944640187559997	0.06494750310399999	-0.00213214	4.903000000000026e-05	4.5460209795999985e-06	2.403940900000025e-09	-0.016428599999999998	-0.012453589999999995	0.00026989889795999995	0.00015509190388809992	-0.02819	0.011901300000000007	0.00014164094169000018	0.0007946760999999997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
491122.375	1931.875	241201187225.64066	3732141.015625	332860.625	77.9375	6074.25390625	110796195675.39062	332229.03125	-924.0	853776.0	110376129205.31348	0.7889149999999999	20.392471	0.2788103999999996	-0.0866946936	-0.0468946688	0.09371810779999999	0.0627146608	-0.1564673852	0.21427523710000002	0.0159611297	-0.0321840762	0.0203534699	-0.004965244000000001	0.0198242475	-0.0039790802	-0.1486224814	-0.1580031418	0.030565489100000006	0.0750390425	0.0306347238	0.1235176897	-0.1565719892	0.2141206039	0.0156529134	-0.034062947	0.0238827123	0.005735644399999999	-0.0026352607	0.0010952362	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	3.21499	0.030990000000000517	10.3361607001	0.0009603801000000321	0.15215499999999998	0.05659539999999999	0.023151144024999997	0.003203039301159999	-0.30332800000000004	-0.048480000000000016	0.0023503104000000023	0.09200787558400003	-0.00155894	0.0005731999999999997	2.4302939236e-06	3.2855823999999983e-07	-0.0174875	-0.0010589000000000015	0.00030581265625	1.121269210000003e-06	-0.026967200000000004	0.0012227999999999926	1.4952398399999818e-06	0.0007272298758400003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
496143.0625	5020.6875	246157938466.8789	25207302.97265625	332346.125	-514.5	264710.25	110453946802.51562	331309.59375	-919.4375	845365.31640625	109766046910.79004	0.75338	19.473917	0.14833349999999978	-0.0869253016	-0.0164125792	0.075810137	0.005415055500000001	-0.1547256183	0.2276516709	0.0346457138	-0.024500441600000002	0.0335154933	0.0333213428	-0.0049044369	-0.0088264354	-0.1385365291	-0.0940248934	0.06056973490000001	-0.03857501	0.1171948507	0.0750134873	-0.1543849138	0.2299179988	0.03067324	-0.024488882000000003	0.0278284692	0.023536318100000002	-0.0210125873	-0.010334334300000001	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	3.19191	-0.023080000000000208	10.188289448099999	0.0005326864000000098	0.11313500000000005	-0.03901999999999993	0.012799528225000013	0.0015225603999999946	-0.279339	0.02398900000000004	0.0005754721210000017	0.07803027692100001	-0.00203863	-0.0004796900000000001	4.1560122769e-06	2.3010249610000005e-07	-0.0169466	0.0005409000000000004	0.00028718725156	2.925728100000005e-07	-0.0271915	-0.00022429999999999672	5.031048999999853e-08	0.0007393776722500001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
493186.3125	-2956.75	243232738837.3477	8742370.5625	331835.71875	-510.40625	260514.5400390625	110114944238.3291	330133.90625	-1175.6875	1382241.09765625	108988396055.8838	0.754413	19.500618	0.16991990000000012	-0.0719118322	0.051200161699999996	0.0385392899	-0.0358931368	-0.1575070338	0.2393869062	0.0545303297	-0.0089891025	0.036130610099999995	0.0352853881	0.0094104373	-0.0177922927	-0.1210473234	-0.0390363629	0.030518494700000006	-0.10754255189999999	0.0714079096	0.057659361299999996	-0.157775209	0.24350883559999997	0.0525772047	-0.0039612397999999995	0.0293041112	0.0243584708	-0.004368529	-0.0226179274	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	3.2122	0.02029000000000014	10.318228840000002	0.00041168410000000567	0.08991359999999997	-0.023221400000000086	0.008084455464959995	0.000539233417960004	-0.243326	0.03601299999999999	0.0012969361689999992	0.05920754227600001	-0.00290114	-0.0008625099999999999	8.4166132996e-06	7.439235000999999e-07	-0.0162705	0.0006760999999999988	0.00026472917025000003	4.5711120999999856e-07	-0.0269222	0.0002693000000000036	7.252249000000192e-08	0.0007248048528399997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492117.21875	-1069.09375	242179356990.2353	1142961.4462890623	331417.96875	-417.75	174515.0625	109837870010.37598	330357.84375	223.9375	50148.00390625	109136304927.1494	0.790937	20.444735	0.0851907999999999	-0.035560679500000004	0.07639972540000001	0.0685674128	0.008082964599999999	-0.1517990735	0.23568445100000002	0.0536698244	0.0050710394	0.0381861614	0.0195639169	0.010696404	-0.0097573053	-0.0915638208	-0.0684147643	0.0293396828	-0.1020502026	0.051248721500000004	-0.014106915800000001	-0.15147966429999998	0.2375926589	0.053246769400000005	0.015398498100000001	0.0297433704	0.0182888497	-0.0052917843	-0.0110235357	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	3.21206	-0.00014000000000047308	10.317329443599998	1.9600000000132458e-08	0.0593063	-0.03060729999999997	0.00351723721969	0.0009368068132899983	-0.226344	0.016981999999999997	0.00028838832399999983	0.051231606336000005	-0.00320307	-0.00030193000000000017	1.02596574249e-05	9.11617249000001e-08	-0.016696599999999995	-0.00042609999999999523	0.00027877645155999984	1.8156120999999594e-07	-0.026943400000000003	-2.1200000000005936e-05	4.494400000002516e-10	0.0007259468035600001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
486349.78125	-5767.4375	236536109721.92285	33263335.31640625	327895.71875	-3522.25	12406245.0625	107515602374.5791	329657.625	-700.21875	490306.2978515625	108674149720.64062	3.203247	82.79991099999998	4.1955239	0.0299334773	0.055325169	0.204028266	-0.1659414289	0.0199601733	-0.0662695387	0.0053138905000000005	0.18815665980000001	-0.1021689958	-0.0244055303	0.041060129300000005	-0.09501754800000001	0.0816380973	-0.1609094814	-0.0333706839	-0.187266885	-0.1589100423	-0.1605987688	0.0210409804	-0.0714415771	0.012463526599999998	0.1929246904	-0.10401057550000001	-0.0240233552	0.0900651069	-0.0920752027	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	0.573725	-2.638335	0.3291603756250001	6.960811572224999	0.0133384	-0.045967900000000006	0.00017791291455999996	0.00211304783041	-0.187435	0.038909000000000034	0.0015139102810000024	0.035131879225	-0.00283656	0.00036651	8.0460726336e-06	1.3432958010000002e-07	-0.00528363	0.011412969999999995	2.79167459769e-05	0.00013025588422089991	-0.00927664	0.017666760000000004	0.0003121144088976001	8.605604968959999e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
478798.8125	-7550.96875	229248302851.41016	57017129.06347656	327809.3125	-86.40625	7466.0400390625	107458945361.72266	327890.65625	-1766.96875	3122178.5634765625	107512282456.05566	1.036806	26.800138	0.2948391000000001	-0.0073084472	0.054736008899999994	0.10546036630000001	-0.10338207220000001	0.0130541724	-0.0539243221	0.0090111928	0.21630400530000002	-0.1173369116	0.0008497032000000001	0.0364991663	-0.0638648259	0.0059109489	-0.0949012709	-0.1170189935	-0.0006735367	-0.1898102746	0.065694732	0.015968843700000002	-0.0585180851	0.0182804909	0.21182076760000002	-0.12103895519999999	-0.010771271499999999	0.060355584000000004	-0.0818999124	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	0.5612020000000001	-0.01252299999999995	0.3149476848040001	0.00015682552899999876	0.137914	0.1245756	0.019020271396	0.015519080115360004	-0.28825100000000003	-0.10081600000000003	0.01016386585600001	0.08308863900100003	-0.00265867	0.00017789	7.0685261689000015e-06	3.16448521e-08	-0.00479361	0.0004900199999999999	2.2978696832100007e-05	2.4011960039999986e-07	-0.00880606	0.00047058	2.2144553639999995e-07	7.754669272359999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
484886.53125	6087.71875	235114948187.65726	37060319.57910156	328287.875	478.5625	229022.06640625	107772928872.01562	328431.84375	541.1875	292883.91015625	107867475989.0244	0.718857	18.581547	0.031074999999999964	-0.0095099135	0.019064563700000002	0.0676977538	-0.1239423269	0.0112980606	-0.052642919	0.0008890591	0.2039325943	-0.0985415494	-0.018202441	0.0606278589	-0.074004549	0.0115584177	-0.054170876500000006	-0.0453222962	-0.0438269494	-0.1439772852	-0.012626101	0.0149627731	-0.056533704800000015	0.0059806682	0.1988955391	-0.1006423268	-0.0160013564	0.1047325867	-0.0692265451	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	0.5512640000000001	-0.009938000000000002	0.3038919976960001	9.876384400000003e-05	0.137983	6.899999999998574e-05	0.019039308289000002	4.7609999999980326e-09	-0.28738400000000003	0.0008670000000000068	7.516890000000115e-07	0.08258956345600002	-0.00299643	-0.00033775999999999983	8.9785927449e-06	1.1408181759999993e-07	-0.00481832	-2.470999999999984e-05	2.32162076224e-05	6.105840999999919e-10	-0.008764509999999998	4.1550000000001315e-05	1.7264025000001087e-09	7.681663554009996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
