csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
106871.234375	n/a	11421460736.836182	n/a	72074.8203125	n/a	n/a	5194779723.079164	72682.078125	n/a	5282684480.5686035	n/a	n/a	n/a	n/a	-0.0704842735	-0.0272072481	-0.055392337400000005	0.0733410271	-0.049456106500000006	0.062301094	-0.0590500786	0.0828030428	-0.08940763119999999	0.0095345295	-0.052327550300000004	0.0919129241	-0.020676663799999998	-0.0412935617	-0.0659498977	0.0097186327	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	-0.348304	n/a	0.121315676416	n/a	1.98326	n/a	3.9333202275999986	n/a	-0.126613	n/a	n/a	0.016030851769	0.0400531	n/a	0.0016042508196099999	n/a	0.00656932	n/a	n/a	4.31559652624e-05	-0.00266028	n/a	n/a	7.077089678400002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106150.1171875	-721.1171875	11267847378.919985	520009.9981079102	71972.4453125	-102.375	10480.640625	5180032884.260803	72567.3515625	-114.7265625	5266020512.795471	13162.184143066406	1.699227	35.285336	0.961514	-0.053649183499999996	0.027646002599999997	-0.0769112002	0.0650259106	-0.0387348936	0.0432546688	-0.0574227478	0.0860739301	-0.06669578179999999	-0.025811277599999998	-0.0263974417	0.11421968699999999	0.0298759109	-0.0324789266	-0.0592798012	0.0101170338	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	-0.431369	-0.08306499999999994	0.186079214161	0.006899794224999991	2.03755	0.05429000000000017	4.1516100025	0.0029474041000000185	-0.399633	-0.27302000000000004	0.07453992040000003	0.159706534689	0.049485	0.0094319	0.0024487652250000003	8.896073760999999e-05	0.0054773	-0.00109202	1.1925076804e-06	3.000081529e-05	-0.00315914	-0.0004988599999999998	2.4886129959999983e-07	9.9801655396e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106243.4140625	93.296875	11287663031.655823	8704.306884765625	71992.484375	20.0390625	401.5640258789063	5182917806.484619	72638.3828125	71.03125	5276334657.615295	5045.4384765625	0.7693919999999999	15.976823	0.205706	-0.0642356454	0.0363805957	-0.052688639100000004	0.060454911500000014	-0.037128263700000004	0.0412555829	-0.0663662519	0.06231968	-0.0650093264	-0.0360414064	-0.028415927200000007	0.068300061	0.05809721900000001	-0.032462259	-0.0559978548	0.0258711963	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	-0.432871	-0.0015020000000000588	0.187377302641	2.256004000000177e-06	2.0594	0.021850000000000147	4.24112836	0.00047742250000000643	-0.421174	-0.021540999999999973	0.000464014680999999	0.17738753827599998	0.052217200000000005	0.002732200000000004	0.002726635975840001	7.464916840000023e-06	0.00548113	3.829999999999807e-06	1.466889999999851e-11	3.00427860769e-05	-0.00363937	-0.0004802299999999999	2.306208528999999e-07	1.32450139969e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106132.6171875	-110.796875	11264132431.06842	12275.947509765625	72005.4765625	12.9921875	168.79693603515625	5184788654.992737	72633.359375	-5.0234375	5275604894.0979	25.23492431640625	0.741271	15.392875	0.1958285	-0.0626005745	0.028935535	-0.0586019255	0.0649407483	-0.037130810099999995	0.0416385907	-0.056269829699999996	0.0604462886	-0.0599521399	-0.0233799921	-0.0284232109	0.058309093799999996	0.049468025	-0.0327195482	-0.054122075	0.026400746699999998	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	-0.437804	-0.004932999999999965	0.191672342416	2.4334488999999657e-05	2.09322	0.03381999999999996	4.3815699684	0.0011437923999999973	-0.475571	-0.05439700000000003	0.002959033609000003	0.226167776041	0.0539174	0.001700199999999992	0.00290708602276	2.8906800399999726e-06	0.0053765	-0.00010462999999999964	1.0947436899999928e-08	2.8906752250000007e-05	-0.00339063	0.0002487399999999999	6.187158759999995e-08	1.14963717969e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106274.953125	142.3359375	11294365661.72095	20259.519104003903	72032.9765625	27.5	756.25	5188749712.453674	72604.75	-28.609375	5271449722.5625	818.496337890625	0.638212	13.2528	0.09197449999999988	-0.07036865	0.027790846600000002	-0.0429877449	0.0576162641	-0.037978007700000004	0.035893279300000004	-0.06131178070000001	0.0592126294	-0.0628480857	-0.021689243599999998	-0.0379802718	0.0317845117	0.0315152223	-0.0333098618	-0.0466457306	0.0282445147	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	-0.43819	-0.0003859999999999975	0.1920104761	1.4899599999999803e-07	2.10276	0.009539999999999882	4.4215996176	9.101159999999775e-05	-0.489605	-0.014033999999999993	0.00019695315599999974	0.23971305602499998	0.0548638	0.0009464000000000071	0.003010036550440001	8.956729600000131e-07	0.00508038	-0.0002961200000000004	8.768705440000024e-08	2.58102609444e-05	-0.0035084000000000005	-0.00011777000000000056	1.3869772900000129e-08	1.2308870560000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106568.875	293.921875	11356925118.765623	86390.06860351562	72002.3515625	-30.625	937.890625	5184338630.529846	72638.59375	33.84375	5276365301.977539	1145.3994140625	0.8582780000000001	17.822588	0.12097900000000004	-0.0682946098	-0.0348736773	0.035680986	-0.0124759629	-0.0385547013	0.0372152876	-0.0657227457	0.05385402809999999	-0.0710693086	-0.019867101499999998	-0.0609582339	-0.0549660957	-0.0278239417	-0.031825331299999995	-0.042691453899999995	0.028906760400000002	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	-0.439283	-0.0010930000000000106	0.192969554089	1.1946490000000231e-06	2.08195	-0.020809999999999995	4.3345158025	0.0004330560999999998	-0.4471729999999999	0.04243200000000008	0.0018004746240000067	0.19996369192899996	0.0555687	0.0007048999999999943	0.00308788041969	4.96884009999992e-07	0.00508038	0.0	0.0	2.58102609444e-05	-0.00393638	-0.00042797999999999925	1.8316688039999932e-07	1.5495087504399993e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106305.0234375	-263.8515625	11300758008.047424	69617.64703369139	72035.4765625	33.125	1097.265625	5189109883.586487	72586.3515625	-52.2421875	5268778433.154846	2729.246154785156	0.605112	12.565467000000005	0.12506750000000005	-0.0582253642	-0.0533141538	0.0224769544	-0.0057344410999999994	-0.038085762	0.0392448603	-0.0646160848	0.05256617190000002	-0.0626374076	-0.0051024439	-0.0653570834	-0.032488137	-0.045998707199999996	-0.032720979	-0.0437309621	0.0354819112	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	-0.439365	-8.199999999997098e-05	0.193041603225	6.723999999995242e-09	2.1152900000000003	0.03334000000000037	4.474451784100001	0.0011115556000000249	-0.465958	-0.01878500000000005	0.00035287622500000193	0.217116857764	0.0569126	0.001343900000000002	0.0032390440387600004	1.8060672100000053e-06	0.00515908	7.870000000000012e-05	6.193690000000019e-09	2.66161064464e-05	-0.00397099	-3.4610000000000016e-05	1.1978521000000014e-09	1.5768761580099998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106632.4140625	327.390625	11370471728.796448	107184.62133789062	72356.2890625	320.8125	102920.66015625	5235432566.896057	72562.8359375	-23.515625	5265365159.292542	552.984619140625	1.90384	39.534225	1.4752009499999998	-0.0813680339	-0.09460770140000001	0.0268536708	-0.0042970123999999995	-0.0707906132	0.0555854041	-0.0362735566	0.039047167599999995	-0.08264369469999999	0.0270486907	-0.0481560945	-0.027512073300000002	-0.0801158294	-0.0661569973	-0.06842546690000001	0.0101291176	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	-0.418796	0.02056899999999995	0.17539008961599997	0.00042308376099999787	1.95759	-0.15770000000000015	3.8321586081000008	0.024869290000000054	-0.119485	0.346473	0.12004353972899998	0.014276665225	0.0413538	-0.015558799999999998	0.0017101367744400005	0.00024207625743999996	0.00475194	-0.0004071400000000003	1.6576297960000026e-07	2.25809337636e-05	-0.000927751	0.003043239	9.261303611120996e-06	8.607219180010002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106465.015625	-167.3984375	11334799552.031494	28022.236877441406	72328.4375	-27.8515625	775.7095336914062	5231402871.191406	72452.3125	-110.5234375	5249337586.597656	12215.430236816406	0.8278120000000001	17.189936	0.0888092499999996	-0.06672850030000001	-0.11303664769999999	-0.015782926	0.012823771599999999	-0.069311735	0.05670047070000001	-0.0320866757	0.046462227300000006	-0.0763778417	0.048326496600000005	-0.0362417802	-0.0048933985999999995	-0.0857551497	-0.064377598	-0.0678820203	0.012586081200000002	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	-0.409478	0.009317999999999993	0.167672232484	8.682512399999987e-05	1.9325	-0.025090000000000057	3.73455625	0.0006295081000000027	-0.0929842	0.02650079999999999	0.0007022924006399996	0.00864606144964	0.041537300000000006	0.0001835000000000031	0.0017253472912900005	3.367225000000114e-08	0.00448485	-0.00026708999999999934	7.133706809999964e-08	2.01138795225e-05	-0.00103517	-0.00010741899999999987	1.1538841560999972e-08	1.0715769289e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106321.2578125	-143.7578125	11304209862.832092	20666.30865478516	72375.9609375	47.5234375	2258.4771118164067	5238279721.626526	72387.5234375	-64.7890625	5239953549.414612	4197.622619628906	0.727438	15.105633	0.10448210000000004	-0.0609260637	-0.0992733026	-0.0477048176	0.0217707363	-0.0716502279	0.056794481699999996	-0.0338142171	0.0559450036	-0.0789462944	0.0487437359	-0.0278056576	0.048223843499999995	-0.0720222362	-0.0667406532	-0.0662260539	0.017571860800000002	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	-0.42782	-0.01834199999999997	0.1830299524	0.00033642896399999886	1.93934	0.006839999999999957	3.7610396356	4.6785599999999405e-05	-0.08649760000000001	0.006486599999999995	4.207597955999994e-05	0.007481834805760002	0.0424191	0.000881799999999988	0.0017993800448099996	7.77571239999979e-07	0.00472948	0.00024463	5.984383690000001e-08	2.2367981070400006e-05	-0.00136501	-0.00032984000000000014	1.0879442560000004e-07	1.8632523001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
