csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
46329.12890625	n/a	n/a	2146388185.2119293	33320.5078125	n/a	1110256240.8828735	n/a	32503.115234375	n/a	n/a	1056452499.9390602	n/a	n/a	n/a	-0.028794715099999996	0.0340746813	-0.0057558664	0.0353966011	-0.0779910078	-0.009280165200000001	-0.0547660091	-0.10640620419999999	0.2244694397	-0.0474575726	0.1366389135	-0.0491329875	0.0390420999	-0.0867788738	0.05918412150000001	-0.09397659050000001	-0.055513019299999994	-0.0920015646	0.026746747999999997	-0.0573167047	0.1394402602	-0.0237709704	0.0545426842	-0.0092376534	-0.0595049278	0.08563410130000003	-0.2509435231	0.077436518	-0.135470178	0.06149083740000001	-0.0027418955	0.12452745859999999	-0.072796268	0.1208416277	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	0.55662	n/a	0.3098258244	n/a	-0.0424988	n/a	n/a	0.0018061480014400003	0.0284689	n/a	n/a	0.0008104782672100001	-0.0004600680000000001	n/a	2.1166256462400005e-07	n/a	-0.00318374	n/a	1.01362003876e-05	n/a	-0.00060958	n/a	n/a	3.715877764e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46400.47265625	71.34375	5089.9306640625	2153003862.723404	33280.8671875	-39.640625	1107616120.7520142	1571.379150390625	32484.935546875	-18.1796875	330.50103759765625	1055271037.4846231	0.951077	19.24914	0.08451099999999998	-0.034150741	0.0899730224	0.0427140913	0.051749925700000005	-0.0342259032	-0.0044013698	-0.0254677034	-0.0147380128	0.24208088789999999	-0.09831210900000001	0.0609041204	-0.0307349221	-0.0207546099	-0.031020262000000007	0.0351019562	-0.0118575737	-0.0420341232	-0.1248262624	0.0474649183	-0.0026896339	0.15151042050000002	-0.0430731616	0.0193190249	-0.004694759000000001	-0.0301428091	-0.0197142676	-0.2666734905	0.0020951111	-0.07538038820000001	0.0045966095	0.009095557399999999	0.031954951	0.0063596033	0.018301206100000002	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	0.565214	0.00859399999999999	0.319466865796	7.385683599999984e-05	-0.0550816	-0.012582799999999998	0.00015832685583999995	0.00303398265856	-0.00801775	-0.03648665	0.0013312756282225	6.428431506250001e-05	-0.00047918	-1.9111999999999952e-05	2.296134724e-07	3.652685439999981e-10	-0.00334618	-0.0001624399999999998	1.11969205924e-05	2.6386753599999938e-08	-0.000254181	0.000355399	1.26308449201e-07	6.460798076099997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46411.59765625	11.125	123.765625	2154036397.0056305	33303.03125	22.1640625	1109091890.4384766	491.2456665039063	32522.447265625	37.51171875	1407.1290435791016	1057709576.145359	0.802624	16.244555	0.09229140000000002	-0.0287021717	0.0508624762	0.07024695269999999	0.037891122799999996	-0.050205636799999995	-0.0128266769	-0.0021338434	0.020212336299999998	0.2504580979	-0.1161138865	0.0300873041	0.0187646374	-0.0079262777	-0.0262245705	0.0711420098	0.0225907921	-0.0641653955	-0.0967159567	0.0384976515	-0.014826866599999999	0.1637052689	-0.0220422854	0.0372321741	-0.0125404952	-0.00611704	-0.0547902427	-0.273956039	-0.0189541859	-0.0183292402	-0.013711439399999999	0.004042032199999999	0.0491062964	0.0278115429	-0.0125615781	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	0.5653699999999999	0.00015599999999993397	0.3196432368999999	2.43359999999794e-08	-0.0425246	0.012557000000000006	0.00015767824900000013	0.00180834160516	0.0130774	0.02109515	0.0004450053535225	0.00017101839075999998	-0.000966788	-0.00048760800000000005	9.34679036944e-07	2.3776156166399998e-07	-0.00366543	-0.00031925000000000014	1.34353770849e-05	1.0192056250000006e-07	-0.0006169880000000001	-0.00036280700000000015	1.3162891924900007e-07	3.806741921440001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46295.36328125	-116.234375	13510.429931640625	2143260661.342911	33326.53125	23.5	1110657685.1572266	552.25	32488.80078125	-33.646484375	1132.0859107971194	1055522176.2037506	0.823565	16.668381	0.05783026999999991	-0.0240111755	0.0603891226	0.0664731052	0.0024012013	0.0093719479	-0.0099274939	-0.0011544611	0.0163242256	0.23829553809999998	-0.1180705051	0.033824324700000005	-0.010252611600000001	-0.0369487159	0.0096506965	0.0966125053	-0.0120421422	-0.044372334299999996	-0.0906809733	0.0289286579	-0.008366745699999999	0.1606600614	-0.019351123600000002	-0.0302203789	-0.009841741800000001	-0.0036763529	-0.0476745829	-0.26944671989999996	-0.024348937	-0.0312126607	-0.026282451800000002	0.0389856418	0.0252233657	0.0502996746	0.0300980394	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	0.5660390000000001	0.0006690000000001418	0.3204001495210001	4.4756100000018957e-07	-0.042611300000000005	-8.670000000000898e-05	7.516890000001558e-09	0.0018157228876900004	0.00502708	-0.00805032	6.48076521024e-05	2.52715333264e-05	-0.000329125	0.000637663	1.08323265625e-07	4.06614101569e-07	-0.00351972	0.00014570999999999982	1.23884288784e-05	2.1231404099999955e-08	-0.000419876	0.0001971120000000001	3.8853140544000044e-08	1.7629585537599995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46302.20703125	6.84375	46.8369140625	2143894375.9647372	33337.3671875	10.8359375	1111380050.9942017	117.41754150390624	32534.13671875	45.3359375	2055.3472290039067	1058470052.034317	0.791844	16.026378999999995	0.11074492000000008	-0.0401921046	0.052623498	0.0682280514	0.0126491751	0.009072762600000001	-0.0152377223	0.0129121007	0.034623608199999996	0.26030004760000003	-0.1183424197	0.0251565139	0.008373465200000001	-0.0363939843	0.015791636	0.0401593862	0.0103868415	-0.053067467	-0.0914904317	0.036694927999999995	-0.0332760287	0.1884771178	-0.031189625099999996	-0.0236012317	-0.0154264381	0.0106768189	-0.0723848216	-0.2818558465	-0.0159829126	-0.0133420401	-0.046614858499999995	0.0196175255	-0.0075398627	0.046306638600000005	-0.022230605499999997	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	0.57145	0.005410999999999944	0.3265551025	2.927892099999939e-05	-0.07036360000000001	-0.02775230000000001	0.0007701901552900004	0.004951036204960003	0.0344217	0.02939462	0.0008640436849444	0.0011848534308900001	-0.000708977	-0.000379852	5.02648386529e-07	1.4428754190399994e-07	-0.00319491	0.00032481000000000003	1.02074499081e-05	1.0550153610000002e-07	-0.000160798	0.00025907799999999993	6.712141008399997e-08	2.5855996804e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46180.40234375	-121.8046875	14836.381896972656	2132629560.6306305	33369.96875	32.6015625	1113554814.3759766	1062.8618774414062	32556.365234375	22.228515625	494.10690689086914	1059916917.2740213	0.808768	16.36891	0.08794151999999998	-0.0303058587	0.009760736899999999	0.0636311504	-0.0231231281	0.0079825012	-0.0110516654	-0.0021603614	-0.003976520900000001	0.23504075079999998	-0.1170471712	0.0354882593	0.0310215529	-0.0229968545	0.037333358999999997	0.08004769839999999	0.0091610566	-0.0493820777	-0.0655283431	0.0161269249	-0.047212347300000006	0.18616379079999998	0.0088694531	-0.0176417486	-0.0099376038	-0.0038887074	-0.026597449300000003	-0.2659245061	-0.0230622121	-0.0020792802	-0.061459878899999994	0.034130571299999996	0.0086786528	0.0369656605	0.0025454619	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	0.568157	-0.003292999999999991	0.322802376649	1.0843848999999936e-05	-0.0517796	0.018584000000000017	0.00034536505600000063	0.0026811269761599994	-0.00419597	-0.03861767	0.0014913244362289	1.76061642409e-05	-0.000432066	0.000276911	1.86681028356e-07	7.667970192099996e-08	-0.00344489	-0.0002499799999999999	1.18672671121e-05	6.249000039999995e-08	-0.000182844	-2.2046000000000005e-05	4.860261160000007e-10	3.3431928336e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46277.03515625	96.6328125	9337.900451660156	2141563982.8527985	33338.5234375	-31.4453125	1111457144.9927368	988.8076782226562	32534.328125	-22.037109375	485.6341896057129	1058482506.545166	1.082328	21.905573	0.06106612000000005	-0.0708603866	0.0412586644	-0.0363367988	0.0082032685	0.0226695362	-0.0075656525	0.0174962866	0.022617011	0.2641563489	-0.1286682365	-0.0073444189	0.019098118	-0.0272532313	-0.0184308841	-0.0321479624	0.0358962886	-0.036973258700000004	-0.0944264369	0.0424524763	-0.1113810556	0.1381607291	-0.1064956733	-0.0406445003	-0.0082099504	0.0165850407	-0.060668112999999996	-0.287921504	-0.036197957999999995	0.006905281	-0.039359116	0.020633604099999998	-0.0024764947	0.0092858748	-0.059696312	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	0.56319	-0.004967000000000055	0.3171829761	2.4671089000000547e-05	-0.0703448	-0.018565200000000004	0.00034466665104000016	0.00494839088704	0.0119972	0.01619317	0.0002622187546489	0.00014393280784000002	-0.000571464	-0.00013939800000000005	3.2657110329600003e-07	1.9431802404000012e-08	-0.00322881	0.00021608	1.04252140161e-05	4.6690566400000005e-08	-0.000254181	-7.133699999999996e-05	5.0889675689999934e-09	6.460798076099997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46851.5625	574.52734375	330081.66871643066	2195068908.6914067	33333.37109375	-5.15234375	1111113628.473648	26.546646118164066	32639.26953125	104.94140625	11012.698745727539	1065321915.5335846	2.498863	50.575264	1.01780055	0.0166085341	0.0112244773	-0.060098567900000004	0.018851414599999998	0.0043788269	-0.001269934	-0.0048266813	0.010252565200000001	-0.20419007449999999	0.0879576521	-0.10740097	0.0391115093	-0.0271660399	-0.0330858277	0.08572093609999999	0.05949561320000001	0.0189314606	0.0629327293	-0.0726673007	0.1142995089	-0.36064892049999997	0.0818447898	-0.0053170698	0.0009832595	-0.0049304449	0.0107872189	0.1998704142	-0.021075331699999998	0.0855619337	0.0311576533	0.052607083799999996	0.0387650753	0.0773102141	-0.0509811597	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	-0.07877089999999999	-0.6419609000000001	0.00620485468681	0.4121137971288099	0.07413489999999999	0.1444797	0.02087438371209	0.005495983398009999	-0.0634899	-0.07548710000000002	0.0056983022664100005	0.00403096740201	-0.00051774	5.3723999999999996e-05	2.680547076e-07	2.886268176e-09	-0.000981211	0.002247599	9.627750265210002e-07	5.051701264800999e-06	0.000561953	0.0008161339999999999	6.66074705956e-07	3.15791174209e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45122.43359375	-1729.12890625	2989886.7744293213	2036034013.4223785	33320.10546875	-13.265625	1110229428.4486237	175.976806640625	32357.013671875	-282.255859375	79668.37015151978	1046976333.7619057	1.369538	27.7185	0.2854239	0.043158342800000006	0.0138546975	-0.0470851482	0.00825406	0.005616193199999999	0.0079011998	-0.0155762851	0.0080963254	-0.136080045	0.0362306998	-0.0439019646	-0.0592192581	-0.0405126351	-0.07780404980000001	-0.044121747	0.0707104082	0.10191190539999999	0.018330872800000002	-0.030380832000000007	0.036545033	-0.1050857459	-0.0492721365	0.0419235473	0.003957577800000001	-0.0052567206000000005	0.008279663	0.1451666179	-0.0023942426	0.0100766396	0.050140330700000006	0.0149781623	0.0076821867	0.0424439291	-0.0645470075	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	-0.031634800000000005	0.04713609999999999	0.0010007605710400003	0.0022218119232099987	-0.0614251	-0.13556	0.018376513599999998	0.00377304291001	-0.0102388	0.053251099999999996	0.00283567965121	0.00010483302544	-0.000277322	0.0002404180000000001	7.690749168399999e-08	5.7800814724000025e-08	-0.0004842030000000001	0.0004970080000000001	2.34452545209e-07	2.4701695206399996e-07	0.000309845	-0.000252108	6.3558443664e-08	9.6003924025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45741.90234375	619.46875	383741.5322265625	2092321630.0251613	33349.75	29.64453125	1112205825.0625	878.7982330322266	32480.6796875	123.666015625	15293.283420562744	1054994552.9619752	0.9725990000000002	19.684732	0.17363910000000002	0.0467646262	-0.0121321968	0.0235929593	-0.011337126699999998	-0.0671810522	0.0033514699	-0.0187723949	-0.0342091181	-0.1505442525	0.0372947352	-0.0166434281	0.010285531700000001	-0.0195703942	-0.0575768937	0.0715389328	0.0140939194	0.0397814834	0.0333943353	-0.044070374100000004	0.060557724800000004	-0.0766172258	0.047781124800000005	0.0870013132	0.0025296059	-0.0142937753	0.0559570811	0.1500061973	-0.010564005500000001	0.016340683	0.0299449708	0.0199781487	0.065815369	0.0341030191	0.0041507383	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	-0.0304399	0.0011949000000000055	0.00092658751201	1.4277860100000137e-06	0.0456761	0.1071012	0.011470667041440001	0.00208630611121	-0.0402014	-0.0299626	0.00089775739876	0.0016161525619599998	-0.000370746	-9.3424e-05	1.3745259651599995e-07	8.728043776000001e-09	-0.00101425	-0.0005300469999999999	1.0287030624999998e-06	2.8094982220899985e-07	0.000225708	-8.413700000000001e-05	7.079034769e-09	5.0944101264e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
