csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
29261.900390625	n/a	856258814.4708595	n/a	20660.9453125	n/a	426874661.20611566	n/a	21105.685546875	n/a	445449962.40356827	n/a	n/a	n/a	n/a	-0.0653538895	-0.016769788799999998	0.0578689508	-0.13509904080000001	-0.0585735063	-0.0412104379	-0.080547402	0.0698537622	-0.1772220725	0.0015832510000000001	-0.025266232000000003	0.0776492958	-0.017760278	0.1021163279	0.0861651941	-0.0197964819	0.0617594594	-0.011585694099999998	0.058800651100000004	-0.0849567288	0.0335502312	-0.0637252025	0.0598674217	-0.0601157139	0.09007945349999999	-0.0854756169	0.0675778297	-0.0747073039	0.0837831242	-0.058750404900000004	-0.045584859299999995	-0.09362527039999999	0.0849124482	-0.1064008294	0.0717087654	-0.0656556276	0.021448252	-0.0055926536	0.0416741979	-0.09242910650000001	0.0579281468	-0.1480662946	0.0161897384	-0.039602011299999997	0.0501706033	-0.0400798621	0.108618361	0.024358941600000003	-0.07648716900000001	0.021900628300000002	-0.0692429456	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	-0.0204315	n/a	n/a	0.00041744619224999986	-0.0535131	n/a	0.0028636518716099995	n/a	0.0839569	n/a	0.00704876105761	n/a	-8.172329999999997e-05	n/a	6.6786977628899946e-09	n/a	0.00115609	n/a	n/a	1.3365440881000002e-06	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28978.052734375	-283.84765625	839727540.2762184	80569.49195861816	20624.056640625	-36.888671875	425351712.31570816	1360.774112701416	21030.462890625	-75.22265625	442280369.3939552	5658.448013305664	0.950492	18.402311	0.060542035	0.0146130245	-0.0548914289	0.028213471400000002	-0.10682091980000001	-0.06315265099999999	-0.0254927732	-0.0429882294	0.0785154396	-0.1330491288	0.0588762443	-0.0236097902	0.020283084099999998	-0.049209110599999994	0.0702515817	-0.006064595600000001	-0.08473363519999999	0.046745266900000006	0.0068938678	0.0782956273	-0.143651644	0.0068330694999999995	-0.0855506525	0.0601397711	-0.0414746574	0.0708647149	0.0010667828	0.0697765692	-0.0769906099	0.051600069299999995	-0.0641766392	-0.034575991800000004	-0.046386901200000004	0.0775702092	-0.1050282666	0.06788648950000001	-0.0825659692	0.0220163573	-0.0868918717	-0.0326623973	-0.022383135	0.0369375901	-0.12182660320000001	0.03225517	-0.0829684127	0.023029599300000002	0.0279058926	0.13426317	0.0335841567	-0.0530831076	0.0567576433	0.008139483199999999	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	-0.0216161	-0.0011845999999999975	1.403277159999994e-06	0.0004672557792099998	-0.0535201	-7.000000000007001e-06	0.00286440110401	4.9000000000098013e-11	0.0983315	0.0143746	0.00966908389225	0.00020662912516000004	-0.00031819	-0.00023646670000000006	1.012448761e-07	5.591650020889002e-08	0.0006751319999999999	-0.0004809580000000001	2.3132059776400014e-07	4.558032174239999e-07	0.000182092	0.000182092	3.315749646400001e-08	3.315749646400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28908.310546875	-69.7421875	835690418.6745644	4863.972717285156	20615.54296875	-8.513671875	425000611.8963776	72.48260879516602	21018.90234375	-11.560546875	441794255.7360992	133.6462440490723	0.831507	16.098658	0.06368040000000001	0.0630671333	-0.0655523056	-0.0089046565	-0.0736751845	-0.06037080280000001	-0.0138440995	-0.04499717190000002	0.0625238029	-0.0862559507	0.1020935209	-0.022532739	-0.0177792398	-0.0553217253	-0.0048872387	-0.018487953	-0.058242942	0.050113345999999996	-0.0481212242	0.0537392564	-0.1332410178	-0.0016162288	-0.152748111	0.0052030537	-0.0288615049	0.045408958	0.0602066548	0.0468175935	-0.0729678032	0.005551559	-0.0616355718	-0.0198977166	-0.038857043	0.059556903	-0.0733225433	0.0618329773	-0.0482900507	-0.0469144413	-0.09738127939999999	-0.0836770292	0.0361645487	0.0276240037	-0.061253593700000004	-0.07476491440000001	-0.0925995159	0.0748232056	-0.013290297	0.0589589008	0.0805038728	0.028982491200000002	0.0076013066000000015	0.0170694661	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	-0.0193978	0.0022182999999999994	4.9208548899999985e-06	0.0003762746448399999	-0.07451669999999999	-0.02099659999999999	0.005552738578889999	0.0004408572115599996	0.0983876	5.610000000000337e-05	0.00968011983376	3.147210000000378e-09	0.000236617	0.0005548069999999999	5.5987604688999996e-08	3.078108072490001e-07	0.000746421	7.12890000000001e-05	5.0821215210000125e-09	5.571443092410001e-07	0.0	-0.000182092	3.315749646400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29053.333984375	145.0234375	844096215.6076393	21031.79742431641	20629.796875	14.25390625	425588519.10375977	203.17384338378903	21088.19921875	69.296875	444712146.2896881	4802.056884765625	1.07267	20.76778	0.06527995	0.072159401	-0.0426771647	-0.0348943305	-5.9299999999999995e-08	-0.0656375175	-0.0239573598	-0.0706736972	0.0651257942	-0.00014903129999999998	0.077659329	0.017820790700000002	-0.0067854796	-0.0275695607	-0.0548924109	-0.046883802800000006	-0.0520734992	0.023588433	0.0979789813	0.0688831961	0.0220366119	-0.0051546342	-0.14073953949999998	0.1165220046	-0.0273301381	-0.0330916794	0.0795192257	0.0332369885	0.0061290162	-0.0574773309	-0.0672536227	-0.027754172200000003	-0.0610282697	0.055912654000000006	-0.0489598509	0.0074104378	-0.0169992603	-0.035233184300000005	-0.073375071	-0.0892575614	0.0174950046	0.0338233729	0.0015441428	0.0265398672	-0.0965941215	-0.012040605400000001	-0.09231038960000001	0.0684244463	0.0747751765	-0.0692278395	-0.08467635609999999	-0.1406863069	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	-0.0331507	-0.013752900000000002	0.00018914225841000005	0.00109896891049	-0.0534913	0.021025399999999996	0.0028613191756899996	0.0004420674451599997	0.098419	3.140000000000087e-05	0.009686299560999999	9.859600000000548e-10	0.000153673	-8.2944e-05	2.3615390929e-08	6.879707136e-09	0.00021996	-0.000526461	2.77161184521e-07	4.83824016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28931.052734375	-122.28125	837005812.3191872	14952.7041015625	20632.75390625	2.95703125	425710533.7558746	8.744033813476562	21090.75	2.55078125	444819735.5625	6.5064849853515625	1.079014	20.890608	0.15246495	0.0116061505	-0.0229718741	-0.1142848899	-0.024315110499999997	-0.068201299	-0.0504362921	-0.071692487	0.015290281599999999	-0.0363764606	0.0629113075	0.0203836687	-0.0215793329	0.0546575221	-0.0300742306	-0.0113262324	-0.0529903866	-0.002724066	-0.0009286879	0.052697999100000004	-0.0066754665	0.0302099714	-0.1074289015	-0.032775504500000004	-0.081208152	-0.0164328729	0.0568392807	-0.0462541183	-0.0019553781	-0.0190036948	-0.06743612269999999	-0.0491448926	-0.073811161	0.0127295764	-0.067703498	0.043496709800000005	0.0117991418	0.0007630933000000001	-0.0207065606	-0.0482628307	0.0130484372	0.0427222799	0.036503730899999996	-0.043176297300000006	-0.1090381747	0.07241153019999999	-0.041994766399999994	0.10756642029999999	0.0908928598	0.056358812599999995	-0.0800040429	-0.0688789536	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	-0.0470142	-0.013863499999999999	0.00019219663225	0.00221033500164	-0.05345790000000001	3.3399999999988994e-05	0.002857747072410001	1.1155599999992649e-09	0.14286500000000002	0.04444600000000001	0.02041040822500001	0.001975446916000001	0.00055774	0.000404067	3.1107390760000005e-07	1.6327014048900002e-07	0.00134319	0.00112323	1.2616456329e-06	1.8041593761e-06	0.000355144	0.000355144	1.26127260736e-07	1.26127260736e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29112.90234375	181.849609375	847561082.8767242	33069.28042984009	20634.802734375	2.048828125	425795083.88657004	4.1976966857910165	21144.298828125	53.548828125	447081372.93304825	2867.476993560791	1.05859	20.495184	0.12299219499999994	-0.0641035796	0.0003385233	-0.066173161	0.043374185999999995	-0.068692937	-0.049195141399999996	-0.0520861545	0.0259907064	0.0025423273	-0.010119804599999999	0.015649906	0.051532820300000004	0.0377145712	-0.0318463129	-0.0575101473	-0.0916985817	0.054156136699999996	0.0976217949	0.0820316052	-0.1387559635	-0.0045583128	-0.1829749525	0.0541698495	-0.074536534	-0.0240293827	-0.0147779126	-0.0083993039	0.09963714369999999	0.0008779345	-0.0703095428	-0.0497734133	-0.0498081604	0.0205297579	-0.0421572578	-0.0202348807	-0.0128446103	0.0441616118	-0.0296480941	-0.08202021	0.0203895599	0.0766042405	-0.0031214114000000003	0.10318144380000001	-0.11713843869999999	0.056415821	-0.063762859	0.1281498558	0.08426796869999999	-0.0972575936	-0.0376943893	0.043270035400000004	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	-0.0253843	0.0216299	0.00046785257401	0.0006443626864899999	-0.0727934	-0.019335499999999985	0.00529887908356	0.00037386156024999935	0.130458	-0.012407000000000027	0.017019289764000002	0.00015393364900000072	0.0005765130000000001	1.8773000000000035e-05	3.323672391690001e-07	3.524255290000012e-10	6.96161e-05	-0.0012735739	1.6219904787612102e-06	4.8464013792099996e-09	0.000255095	-0.00010004899999999999	1.0009802401e-08	6.507345902499999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29105.46484375	-7.4375	847128083.7707673	55.31640625	20665.44921875	30.646484375	427060791.412735	939.2070045471193	21159.96875	15.669921875	447744277.50097656	245.54645156860352	0.882266	17.081395999999998	0.08102719499999997	-0.0558037551	-0.0051376404999999995	-0.0390931574	-0.0046307486	-0.0609483635	-0.0804441729	-0.0700914646	0.0080647186	-0.0118084578	0.0043715145	-0.030006907200000002	0.042236290700000005	0.035704491	-0.0026128775	-0.0020800167000000003	-0.057103789	0.0183795567	0.0358777381	0.0911675531	-0.0369628819	0.0002018514	-0.1383166915	0.0499577484	-0.0691179764	-0.0143537988	-0.0355197115	0.0073208162	0.0404111008	-0.0455821226	-0.0602432336	-0.0816156659	-0.0708522548	0.0032288162	-0.0394382471	0.0093941953	0.0202089107	0.030440586600000007	-0.010150240500000001	0.009862448900000001	0.009955110500000001	0.0820186228	-0.0562622264	0.0505983587	-0.1166213649	0.0187627557	-0.0602434737	0.087513991	-0.0260682315	-0.09034782779999999	-0.0163667381	0.0007684533999999999	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	-0.0219369	0.0034473999999999963	1.1884566759999975e-05	0.0004812275816100001	-0.0689693	0.003824099999999997	0.00475676434249	1.4623740809999975e-05	0.177972	0.047514	0.031674032783999995	0.002257580196	0.0005270359999999999	-4.947700000000014e-05	2.7776694529599986e-07	2.447973529000013e-09	0.000349365	0.0002797489	7.825944705121e-08	1.2205590322500002e-07	0.0004507030000000001	0.00019560800000000008	3.826248966400002e-08	2.0313319420900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29529.34765625	423.8828125	871982373.0036774	179676.63873291016	20641.15625	-24.29296875	426057331.33691406	590.1483306884767	20939.634765625	-220.333984375	438468304.1177712	48547.06467056274	2.960117	57.31031	2.9969789550000003	-0.0232443592	0.1603550363	0.2203259609	0.19565788920000002	0.3645899909000001	0.08643265929999999	0.2030216126	-0.2011111088	0.11751534220000001	-0.1069218482	-0.0418881418	-0.0224771204	-0.0310765527	-0.0409203187	-0.0118154247	-0.0062082264	0.0014840317999999999	0.060433589	0.0440503543	0.0655946386	-0.0519098618	0.0131259226	-0.0639739029	0.33051029789999997	-0.0636509067	-0.15371259	-0.1085443123	0.0576758578	-0.0445491341	0.364855537	0.10128157730000001	0.20477290239999998	-0.2106509858	0.125853532	-0.0362361653	-0.024923336299999998	0.0289893295	0.0324645343	0.049106170899999996	-0.0309591153	0.0251898722	-0.0135658997	0.0656522366	0.012308509399999999	-0.0227060549	-0.0450786376	0.0089692253	-0.011684984099999999	0.055744569400000006	-0.0481126278	0.0048782552	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	-0.0275825	-0.005645599999999997	3.187279935999997e-05	0.0007607943062499999	-0.051666099999999986	0.017303200000000005	0.0026693858892099997	0.00029940073024000016	-2.74965	-2.927622	7.560575122499999	8.570970574883999	-5.97821e-05	-0.0005868180999999999	3.57389948041e-09	3.4435548248760994e-07	0.000433144	8.377899999999997e-05	7.0189208409999964e-09	1.8761372473599998e-07	0.000708269	0.0002575659999999999	6.634024435599996e-08	5.016449763609999e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29410.486328125	-118.861328125	864976706.0568275	14128.015323638916	20630.580078125	-10.576171875	425620834.3599281	111.85541152954102	20890.1171875	-49.517578125	436396996.10748285	2451.9905433654785	1.047313	20.276836	0.09439900499999992	-0.0401598096	0.1685962271	0.19790483350000002	0.0588408355	0.360108173	0.08090812879999999	0.2161524884	-0.2214961633	0.0383764682	-0.0764751459	-0.032539052	-0.0836807115	-0.0404888069	0.0608160464	0.010622886399999998	0.0065484633	0.042681780499999995	0.019193025500000002	0.034682507599999995	0.0004411147	-0.005647103499999999	-0.0349825283	-0.0864969131	0.290498468	-0.0123190275	-0.1626986959	-0.1393253488	-0.0728210679	0.0502473554	0.36382928719999996	0.0963922165	0.2121567525	-0.2188098726	0.10872529140000001	0.0193289652	-0.0317986959	0.0167879282	-0.0353367783	-0.0025923607	-0.0753726688	-0.014389627299999999	-0.0658102108	0.0017623759	-0.0229456391	0.013708708100000001	-0.0509394138	-0.011813383500000002	-0.0287436881	0.020288118100000002	-0.0642839845	0.0013991205	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	-0.0230841	0.004498400000000003	2.023560256000003e-05	0.0005328756728099998	-0.053314	-0.0016479000000000075	0.002842382596	2.715574410000025e-06	-2.70682	0.04282999999999992	7.3268745124	0.0018344088999999934	0.000447099	0.0005068811	1.99897515801e-07	2.5692844953720994e-07	0.000667298	0.000234154	5.482809571599999e-08	4.45286620804e-07	0.000875688	0.00016741900000000006	2.8029121561000007e-08	7.66829473344e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29346.6796875	-63.806640625	861227608.6807251	4071.287387847901	20589.47265625	-41.107421875	423926384.2624664	1689.8201332092285	20827.12890625	-62.98828125	433769298.4775543	3967.5235748291016	1.022906	19.804295	0.15326684999999998	-0.0110268059	0.1176948826	0.1932327197	0.0917410942	0.3672390261	0.1421385564	0.2533757909	-0.1970445278	0.0156031774	-0.036623894500000004	0.0491467737	-0.122778746	-0.0358238821	0.0093940951	-6.57988e-05	-0.0015750266	0.033129398500000004	0.0433058747	0.0658015695	0.0577881939	0.024385819	-0.060715476	0.0099553262	0.32568616780000004	0.0131236184	-0.0994194942	-0.19105742050000002	-0.0826281405	0.0342949401	0.3692289096	0.15976563970000002	0.2469322571	-0.17851017530000002	0.0803527148	0.0122070644	-0.05900939190000001	0.0020364102	-0.0261461018	-0.0353133254	-0.10403765300000001	-0.0101906424	-0.0036385320000000003	-0.030751178100000002	-0.0861910026	-0.0030641076	-0.0486042536	-0.0612593793	-0.0315932524	-0.0391177396	-0.0961989843	-0.0192991669	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	-0.0428519	-0.0197678	0.00039076591684000014	0.00183628533361	-0.0534732	-0.00015919999999999823	0.00285938311824	2.5344639999999438e-08	-2.8127	-0.10587999999999996	7.91128129	0.011210574399999994	0.000315443	-0.000131656	9.9504286249e-08	1.7333302336000005e-08	0.00027064200000000003	-0.000396656	1.5733598233599993e-07	7.324709216400001e-08	0.000896573	2.0885e-05	4.36183225e-10	8.03843144329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
