csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	a_comp_cor_137	a_comp_cor_138	a_comp_cor_139	a_comp_cor_140	a_comp_cor_141	a_comp_cor_142	a_comp_cor_143	a_comp_cor_144	a_comp_cor_145	a_comp_cor_146	a_comp_cor_147	a_comp_cor_148	a_comp_cor_149	a_comp_cor_150	a_comp_cor_151	a_comp_cor_152	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
473285.4375	n/a	n/a	223999105349.5664	318002.96875	n/a	n/a	101125888133.81348	313259.09375	n/a	98131259817.07127	n/a	n/a	n/a	n/a	-0.0089184793	0.08310934519999999	-0.1049739117	0.005433534	-0.0742492392	0.1425569039	-0.0129699092	0.0400671782	-0.0864996698	-0.0067488213	0.0336099881	-0.0290522239	0.07024798269999999	-0.1742320725	0.0527711245	-0.15182464029999998	-0.0137557705	0.1038355841	-0.052932979500000005	0.0323606553	-0.0667832196	0.0493105811	-0.1039014991	0.0158283401	-0.0107186954	0.1316375955	-0.0532699256	0.042727258899999995	-0.16830626210000002	0.1164645834	0.0175870616	-0.1185051878	0.07456003480000001	0.0703580325	-0.10097335449999999	-0.050578491100000005	0.0204866322	-0.014293481200000001	0.0025433379	-0.0153816254	0.015419626899999999	-0.0316091562	0.0594964437	-0.0670459789	0.010204696	-0.0206415611	0.0766681659	-0.1391720676	0.1012536793	-0.0661064373	0.08397561320000001	-0.0658226549	0.014532668799999999	-0.0186176093	0.1306808841	-0.0944375936	0.022720593100000002	-0.00628048	-0.022732425499999997	0.0559226859	-0.1405888025	0.049530990700000006	0.051980700199999993	-0.0915782374	0.0460613896	0.0019989759	0.0253418965	-0.0743022191	0.0559543258	0.024087872799999997	-0.0035279908000000002	-0.0523973973	-0.0009565689	0.1403331499	-0.0763765869	0.0340020414	-0.0163823691	0.0916627874	-0.1175574316	-0.0491877894	0.16556265609999998	-0.001800876	0.0083700402	-0.044488499	0.0794440819	0.0472851538	-0.07957172679999999	0.0706439445	-0.16205095449999998	0.1613740191	-0.08698191109999999	0.0575933958	0.0252257991	-0.006754314399999999	0.0505307383	-0.0528355583	0.0154763866	-0.1483579712	0.037673561	-0.0333008318	0.12199817519999999	-0.0024948897	0.047542026200000004	-0.1254567101	0.1922466718	0.014076336699999999	-0.112399405	0.1283739713	0.051812398499999995	-0.0013181854	0.0149433384	-0.05990965700000001	0.0035789097999999997	-0.0005138596	0.1000990442	-0.0192791238	0.0668393513	-0.1028051684	0.0595333029	-0.0419220806	0.0011001434	-0.0783599019	0.05749934280000001	-0.0533684583	0.0669671139	-0.061732768099999995	0.07513617639999999	-0.0454436576	0.0366358496	-0.0119217272	0.0210148102	-0.12177253449999999	-0.052915679400000006	0.056483339	-0.0099604375	0.050486652800000004	-0.052179782300000005	-0.0624068308	0.045073689400000005	0.0480404375	-0.0023929776	-0.0521713849	0.0647832152	-0.0087587231	-0.0772037402	0.0524529735	0.0128409032	0.019172912	-0.037997052	-0.10766844789999999	0.036793934900000005	0.041647849300000005	-0.012074944399999999	-0.0413611977	0.0523077946	0.0154606654	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	-0.00717877	n/a	5.15347387129e-05	n/a	0.0282879	n/a	n/a	0.0008002052864100001	-0.151116	n/a	0.022836045455999997	n/a	0.00116564	n/a	1.3587166095999998e-06	n/a	8.864839999999996e-23	n/a	n/a	7.858538822559992e-45	0.000408819	n/a	n/a	1.67132974761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
475197.5625	1912.125	3656222.015625	225812723405.9414	318395.28125	392.3125	153909.09765625	101375555122.2666	314605.03125	1345.9375	98976325687.81348	1811547.75390625	1.571959	27.247625	0.20570592	0.022941163799999997	-0.0974440483	-0.0037996045	-0.1306945235	0.0210936977	0.0819314322	-0.0536926312	-0.019920697299999998	0.0342514656	0.06709151099999999	0.010777483400000001	-0.0280648129	0.1452541183	-0.15721291810000002	0.0683385863	-0.0658798262	-0.0057626940000000005	0.025498910099999997	0.1818875077	0.0180181951	0.0815088748	0.0405132168	-0.10573615689999999	-0.0395973757	0.0731292122	0.0811413515	0.0380952009	0.007767223599999999	-0.0099709229	-0.0344283756	0.0312688849	-0.007516265899999998	-0.0390088531	-0.029937615600000002	-0.070171738	0.0611548915	0.009673584300000001	0.1180345008	0.07849710809999999	-0.0966231777	-0.0271998257	0.0580613268	0.006389503100000001	-0.060282676500000014	0.041227608799999996	0.0366833159	0.0459951293	0.07120410070000001	0.0173180763	-0.0016614320999999998	-0.0628728918	0.0387878	-0.0815813829	0.092378327	0.030372816299999997	0.0104852155	0.0086531843	-0.0079420653	-0.012315074799999999	-0.1358976423	0.0368572795	0.014641885	-0.0414124209	-0.0025755125	0.042348801	-0.0252670574	0.0094739813	0.0282379711	0.0041775401	-0.034690831400000004	-0.0161244237	0.1090184498	0.0080886829	0.0429441999	0.054020987199999995	0.025892273599999998	-0.0797850242	0.1144467203	-0.12497507949999999	-0.0679101692	0.043271379699999994	-0.1129218718	0.0061046915	0.0034043891	-0.045734664	0.1830537448	-0.0627687532	0.0877327325	-0.1122965947	0.0083283234	-0.0335906984	-0.009547115200000001	-0.0471881374	-0.0095180605	-0.1460632923	-0.030637516899999998	-0.0201437034	-0.0818538704	0.0010758975	-0.0123879641	0.0609002622	0.0066379049	-0.0114715754	-0.0271233467	0.0857409745	0.058879133499999986	0.0144550471	-0.09882075439999999	0.0136053127	0.046586112	-0.0764693683	-0.0179859547	-0.0409433441	-0.0008104936999999999	-0.0265047983	0.0729844323	0.0114559291	-0.0033969873	-0.056870704	-0.0132174883	-0.0465311178	0.0185312975	-0.0925124044	0.07616918190000001	-0.0553129576	0.011387874099999999	-0.0041704436	0.08702980119999999	-0.0762301233	-0.1102372692	0.1114589638	0.0718920933	0.06326467870000001	0.005863873299999999	0.0245193425	-0.1021604969	0.0243016781	-0.0220742919	-0.0035886919	-0.020631833500000002	-0.1315411436	0.06914325019999999	0.0368461297	-0.0132574232	0.0506151468	0.0079747445	0.0059746359	-0.0474055455	0.0348410849	0.020734571299999997	0.0568248301	0.0310938377	-0.0083765998	0.0059232074	0.09084097990000001	0.10254465539999999	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	0.0256738	0.03285257	0.0006591440064400001	0.0010792913556049	0.0824234	0.05413549999999999	0.002930652360249999	0.006793616867559999	-0.0926645	0.058451499999999997	0.008586709560249999	0.00341657785225	0.00141919	0.00025355000000000017	2.0141002561000003e-06	6.428760250000008e-08	-0.000944247	-0.000944247	8.916023970089998e-07	8.916023970089998e-07	0.000401289	-7.52999999999995e-06	5.6700899999999255e-11	1.6103286152100002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
473941.4375	-1256.125	1577850.015625	224620486179.5664	317741.5625	-653.71875	427348.2041015625	100959700539.9414	313621.71875	-983.3125	98358582471.7041	966903.47265625	1.729707	29.98196	0.192226405	-0.0748064453	0.1125009759	-0.05060898849999999	0.1020993576	-0.09996233060000001	0.0683007617	-0.0930014049	0.009709653	-0.0667101289	0.0748658001	0.0725154618	0.005184552	0.14704386789999999	-0.0059570615	0.0988051785	-0.0529876958	-0.0012465252000000001	-0.0805958121	0.0709948816	0.0766648502	0.022244454	0.0781515908	-0.12115984869999999	0.061858940999999994	0.0019860123	0.1130406933	-0.0552167743	0.0248194025	-0.0224142443	0.0995179751	-0.0973744856	-0.08496209960000001	-0.061066761399999996	0.0503703138	-0.1056081019	0.0782000558	-0.00037174269999999996	-0.0035210171	0.09439096460000004	-0.051003601100000004	0.073503825	-0.0190071505	0.1798836677	0.1305047619	0.0223169973	-0.0077420319	0.0835280474	0.0016639625	0.023125572799999997	0.09447050130000001	-0.0988687364	-0.030584402200000006	0.0346049116	0.08394848880000001	-0.024441807000000003	-0.0734415895	-0.07362690690000001	-0.0932990598	0.0189432549	-0.0019645126	-0.024318945499999998	-0.11127867400000001	0.011872988000000001	-0.0355834635	-0.0530711499	-0.046110384299999994	-0.0530078774	-0.0046601945	-0.06527666	0.0739489029	0.1065506281	-0.1422445597	0.037880810200000004	0.0384943671	-0.0282387383	-0.0315724181	-0.10759558849999999	-0.0050870112	-0.051926586100000005	0.0007729963000000001	0.11482514460000001	0.011328901	0.0391482192	-0.0507541947	0.1267189634	0.0561589989	-0.1306499164	0.0786558164	-0.0009178905	0.0328992414	-0.1199460807	-0.0449076365	-0.0461506804	0.0165709286	-0.06497855429999999	-0.1466766281	-0.013693566499999999	-0.0593115566	0.0864815125	0.0549973315	0.1514509671	-0.011579251899999999	0.0375059002	-0.1204762573	0.0687346275	0.0015960336	-0.0344153195	-0.048833765099999996	0.0772089013	0.0643941373	-0.0252788104	-0.1176523784	-0.0950727793	0.0260881256	0.028261225299999998	-0.0108187641	0.016168644399999998	0.0185147	0.10914129019999999	-0.1076902399	-0.0124166711	0.054213510199999995	-0.0766895917	0.0514410841	0.0415289098	0.10503554699999999	-0.0100148875	0.0645178633	-0.0735481203	0.07366252870000001	-0.0290648652	-0.020414537	0.14574601339999999	-0.059589810800000004	0.0311699385	-0.044981009599999996	-0.061407650599999995	0.0039382687	-0.052394698200000006	0.0242888023	0.0109261451	-0.016783301100000002	-0.0412253801	-0.1015157799	0.0243462014	0.030557267200000002	0.0075691253	0.0761583725	0.0926680137	0.0618469049	-0.068836173	-0.0050594176	-0.013911040900000001	0.0404821146	-0.0432983898	-0.0713297021	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	-0.0160806	-0.041754400000000004	0.00025858569636	0.0017434299193599995	0.0534521	-0.028971299999999995	0.0008393362236899999	0.0028571269944099994	-0.113677	-0.021012500000000003	0.012922460329	0.0004415251562500002	0.000539517	-0.0008796730000000002	2.91078593289e-07	7.738245869290002e-07	-5.37409e-05	0.0008905060999999998	7.930011141372098e-07	2.88808433281e-09	0.000161704	-0.00023958500000000006	5.740097222500001e-08	2.6148183615999998e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
469489.4375	-4452.0	19820304.0	220420331924.0664	317950.34375	208.78125	43589.6103515625	101092421090.74316	312912.78125	-708.9375	97914408669.61037	502592.37890625	1.626168	28.187262	0.094707515	0.1160077182	-0.0028517340000000003	-0.0598151501	-0.0279572542	-0.010180739	0.1204397973	0.036554637	-0.049913682800000005	0.021659837	-0.0422597865	0.1008940809	-0.0492635642	0.1116013968	-0.110559275	0.010201510799999999	-0.0044086561	0.12899794109999999	0.0116498376	-0.042908240800000004	-0.0364716297	0.0588611896	-0.019411891599999998	-0.0334225017	-0.1214591113	0.11482953289999999	0.0390553983	-0.011538625	-0.0077431159	-0.016843064799999998	0.0213708597	-0.010661529599999999	0.0129327333	-0.0275812341	0.062184912599999996	-0.0033401533000000003	0.006393759200000001	0.033807378799999996	0.0357590814	0.0720173376	-0.0388231816	-0.018617241	-0.023957114900000003	0.0988053743	-0.0565477224	-0.021505007000000003	0.1019819713	-0.045757585999999996	-0.014726556799999999	-0.0785121209	0.046164533099999995	-0.0087205587	-0.015328371799999999	0.024450471	0.0346185184	0.0889264543	0.053040605899999996	-0.0464524711	0.006399349300000001	0.006855297099999999	-0.0142046535	-0.1052727935	0.018741483	0.0548388599	0.0836201125	0.017592681000000002	-0.055069562300000006	-0.0345492015	0.0853858856	-0.0227916632	-0.10987071359999999	-0.019551156	0.0464842927	-0.1123590151	0.088980734	-0.0551929653	-0.0194234619	-0.0171100694	0.0565758526	-0.0673691698	-0.040183033300000004	0.1181032347	-0.0159954697	-0.03232379	0.0320242207	-0.0653067821	0.044845830700000006	-0.10431986359999999	0.0646181928	-0.06276394019999999	-0.0159693404	0.0087314579	0.0448193995	0.10329307130000001	0.0743480618	-0.0781571472	0.0320498765	0.011885229399999999	0.0067764776	0.0023361541	-0.004759493	0.08961991400000001	-0.0855050455	-0.0024817613	-0.0627033955	0.0663236642	0.0255597431	-0.0407466135	-0.021036083900000002	0.0275609604	0.0009276225999999999	-0.0230009447	0.0013046691	-0.0072093572	0.0612196047	0.0577964512	0.1228659053	-0.0022572404	-0.0049757559	-0.005834875	0.0203626456	0.0653536378	0.07897281860000001	0.027095439500000002	-0.0712137287	-0.018673489799999998	0.0652432439	0.053596235	0.015862169	-0.013213739399999999	-0.053457892400000005	-0.026900498199999998	-0.0320356504	0.0502614562	-0.0470456881	0.006460269499999999	-0.0452897558	-0.0282479065	0.0303262029	0.0979904226	-0.0440377129	-0.0266822869	0.0931167246	5.1371099999999987e-05	-0.08391016470000001	0.047376389299999995	-0.1159429318	-0.05173419940000002	-0.0193249025	0.0643241801	-0.054503282400000005	-0.0578530087	-0.09144634439999999	0.07823835309999999	0.016346377	-0.0020111179	0.007002270600000001	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	0.00254841	0.01862901	6.4943935281e-06	0.00034704001358010005	0.0310733	-0.022378799999999997	0.0005008106894399997	0.00096554997289	-0.0736275	0.0400495	0.00542100875625	0.00160396245025	0.00066031	0.000120793	4.360092961e-07	1.4590948849e-08	-0.00018443900000000005	-0.00013069810000000004	1.708199334361001e-08	3.4017744721000015e-08	0.000183217	2.1512999999999995e-05	4.6280916899999985e-10	3.3568469088999996e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
474160.90625	4671.46875	21822620.28222656	224828565015.8213	317097.8125	-852.53125	726809.5322265625	100551022692.28516	313555.875	643.09375	98317286747.01562	413569.5712890625	1.47422	25.553471	0.12883071	-0.0604651981	-0.0541352485	-0.051371709800000005	0.0318376434	0.1276710808	0.0506822887	-0.011973989099999999	0.0410416018	-0.0595184484	0.0417816679	-0.0337706184	0.009671651	0.10592657330000001	-0.0285525798	0.0098204169	0.0647407329	0.0311832262	0.0620276367	-0.018775737	-0.036731726299999996	-0.011311644099999999	0.09549302009999999	0.0324205732	-0.0786738202	0.0245244423	0.0024638509	-0.0046329935	-0.0155062984	0.0383936958	-0.0501644577	-0.0417141471	0.036574272000000005	-0.0829303812	0.0722242476	0.0612227613	-0.117997405	0.0028779362	-0.005474853199999999	0.12486464289999999	-0.0379097369	-0.035350235699999996	0.0892443345	0.0012286298	0.10903238679999999	-0.044269272900000003	0.005677068100000001	-0.0934787131	0.0339455487	0.040552341	0.0280535988	-0.023166822400000002	-0.0208288036	-0.0631558457	0.0185363602	-0.1335756368	-0.052715452	-0.0329771371	0.0293549096	-0.0337028764	0.0563946955	0.022587083799999998	0.0791074745	0.0320622708	0.050665213	-0.030829561499999998	0.0450318933	-0.0391887378	0.045701768	-0.0302752577	0.1048344491	-0.054702478	0.0385164769	0.0618090383	0.0624508529	0.010949800800000001	-0.0450039833	-0.0958136881	-0.0522672939	0.0657079637	0.1015762291	0.0344939835	-0.0826873751	-0.0634771405	-0.0876968342	0.005600339100000001	0.0879596926	-0.0160328361	0.0363302857	-0.0322807029	-0.0241179084	0.0187322503	-0.026041100600000002	-0.0006517127	0.0740247188	0.0307160517	0.0257730784	-0.0046265087	0.0040493913	-0.0417095014	-0.0412151227	-0.0571552022	-0.0465935647	-0.075358238	-0.0148143257	-0.0107889123	-0.01080926	0.008082338100000001	-0.1000619831	0.0050291507	0.0384494751	-0.0551106475	0.05419452809999999	0.027723732200000004	0.027894295899999998	-0.042648434000000006	0.007920994399999999	-0.0314443756	0.0319310738	0.0254230077	0.0781526026	0.016791107	0.1195502416	-0.0047022785	-0.1290610816	0.0375504471	0.0941401152	0.0689679549	0.0018377996	0.12048592640000001	-0.0142762594	0.0653369796	-0.054549897	0.0735274726	-0.0561506016	-0.051294302300000004	0.0176873452	-0.0365306915	-0.0373388183	-0.061588598700000004	0.046632843099999995	0.1430634895	0.125080861	-0.0417488998	0.021942613399999998	0.09154063	-0.0030487857000000003	0.0032393298	0.045810471299999996	0.0299901769	-0.0462262922	0.022136737099999998	-0.0386080739	-0.012898307900000001	-0.0811074836	-0.1069504656	-0.09698847699999999	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	-0.0324173	-0.034965710000000004	0.0010508813392900002	0.0012226008758041006	0.0457992	0.014725899999999997	0.0002168521308099999	0.0020975667206400003	-0.031663	0.041964499999999995	0.0010025455689999998	0.0017610192602499999	0.000221766	-0.000438544	4.9180158755999985e-08	1.9232083993599998e-07	-0.00018443900000000005	0.0	0.0	3.4017744721000015e-08	-0.000121731	-0.000304948	9.2993282704e-08	1.4818436361000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
474409.09375	248.1875	61597.03515625	225063988232.6963	317854.78125	756.96875	573001.6884765625	101031661963.48537	313885.25	329.375	98523950167.5625	108487.890625	1.069587	18.539736	0.13457046	-0.034407407200000004	-0.0480833635	-0.0050430018	-0.0253290795	0.0031561271999999995	0.06274747929999999	-0.0261180077	-0.0377611179	-0.1213624951	0.0448952184	-0.0381092506	0.061205309299999996	0.04734287190000002	-0.045642937800000005	0.053275327000000004	0.0824991761	-0.0598082854	-0.0967915522	-0.0696625371	0.0353872887	2.77515e-05	-0.0832092494	0.019182673799999998	-0.0426621451	0.1146014741	-0.009711753100000001	-0.0501579195	-0.0829359351	0.0078995327	0.037986541400000004	0.1025864178	0.052155879599999996	0.0327699153	0.0335904301	0.0024944944	-0.0870446765	-0.0057946581999999995	-0.0469288076	-0.08927765119999999	0.048794049900000004	0.0808943798	0.138652084	-0.0312930588	-0.009309478000000001	-0.017144249099999998	-0.0563445459	-0.0409600269	0.09669547220000001	-0.0392568896	0.06458337480000001	-0.0010148681	-0.028605580800000002	-0.0833041309	-0.0336590794	-0.0542879954	0.0612490739	0.1251661855	0.0543048969	-0.1591153837	0.0419692508	-0.045105537800000005	-0.0584662992	0.0479030503	-0.0412772335	0.0020486242000000003	0.0528893438	0.0405730314	0.077300303	0.0016646277	-0.0328487187	-0.0396808056	0.025043419700000003	0.022636674300000003	0.0445091833	0.0610744941	0.0462101972	-0.1478353883	-0.050398291	-0.057797259800000014	-0.0422531668	0.0564419763	-0.0360662801	-0.1118449235	-0.0273631084	0.0548293458	0.0266514209	0.0215204722	-0.0231439115	-0.043809966799999996	-0.0142978678	-0.0804740457	-0.0104160775	0.0037618951	-0.04845477769999999	8.650489999999999e-05	0.0531259688	-0.0285525152	0.041959492300000005	-0.0161841486	0.07116299	0.0527280424	-0.0365719492	0.0448686464	0.0205439753	-0.1106930077	-0.0597860442	0.013332130800000001	0.032978207200000005	0.032210927400000006	-0.0708211594	0.0573107283	0.1026788127	-0.019555659399999998	0.019753961599999998	0.0252234454	-0.0383483862	0.08757778050000001	0.0377565578	0.0068780322	0.10741916800000001	0.0088090228	0.0010986960000000001	0.1374443968	0.1230117376	0.09693262289999999	0.1162033317	0.0264663043	-0.049568769299999996	0.1262179603	-0.0142200878	-0.0760978444	0.0041083724	0.0667394237	-0.0113112486	0.083565203	-0.0036587206	0.0219928779	-0.0309153177	-0.0674290867	-0.0355356204	-0.0391947334	0.1001539353	0.0010323727	0.0362382974	-0.0251544285	0.005733937	0.041626872	-0.048501395999999995	-0.021375821	0.08612301359999999	0.00541945	0.0076799429	0.0440594544	0.027201264300000003	-0.0090736866	0.0855801085	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	-0.00164238	0.030774920000000008	2.6974120644e-06	0.0009470957010064004	0.00532643	-0.04047277	0.0016380451114728998	2.83708565449e-05	-0.0380717	-0.006408700000000003	0.0014494543408900002	4.107143569000004e-05	0.000730995	0.000509229	5.34353690025e-07	2.5931417444100004e-07	7.56214e-05	0.00026006040000000003	6.763141164816e-08	5.71859613796e-09	0.000247261	0.000368992	1.3615509606399998e-07	6.113800212099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
