Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0190	3307.2	3208.1	6467.1	2516.0	1318.2	6353.2	10088.4	5803.1	4309.5	10046.5	7697.9	4805.4	4137.5	5699.3	1533.8	3702.3	3643.4	1140.9	3165.9	2742.1	8136.4	4781.3	14069.3	10756.5	3085.2	12803.5	18171.5	14695.5	9636.3	10272.0	241.6	799.5	744.6	10498.3	2832.9	2055.9	5300.8	2208.4	1129.9	6389.1	10698.2	6525.7	3785.3	10517.8	7596.3	5042.9	4552.1	6857.9	1359.0	4289.7	2604.7	1512.4	3260.0	2871.8	9032.9	3705.9	12091.9	10705.4	1914.1	16221.4	19928.5	12839.2	7037.4	9949.5	424.7	857.6	790.4	10081.4	35157.6	34492.7	244020.711326	239557.429418	483578.140743	1528622.0	1702915.156055
sub-0191	3725.0	3023.1	7327.8	3646.1	1389.3	7334.8	11162.9	8406.8	3926.8	10716.6	7057.2	6754.4	3653.7	7180.0	1826.6	3728.2	4045.1	1133.3	4548.7	5908.1	8561.6	5257.5	14664.6	10078.6	2582.9	13860.7	18174.0	13822.5	9101.7	10660.5	276.4	742.1	996.6	11412.6	3367.8	2943.5	6427.5	3293.7	1288.5	8033.6	13577.2	7921.7	3884.3	12311.6	8289.4	6460.0	4643.1	7595.9	1618.8	4983.3	3680.5	1353.3	3751.4	4672.4	8292.9	4154.3	14561.8	12231.6	1865.4	13786.0	18779.0	13818.3	7776.1	10023.6	285.9	727.5	538.9	9534.2	34619.5	35682.1	260053.261813	260136.65004	520189.911853	1548991.0	1639048.717568
sub-0192	2549.9	1672.0	5985.8	2825.0	1084.1	6370.0	10062.0	5893.6	2527.9	9803.6	6622.2	5419.1	2936.4	5473.3	1594.5	4411.0	3043.1	1046.7	2590.1	4116.1	6561.8	3514.0	12837.3	9349.5	2785.2	11468.0	16281.6	11099.6	7173.6	6643.5	224.2	682.4	863.0	8880.3	2796.8	2303.2	4811.3	2689.0	780.9	5497.3	10762.7	5297.5	2597.1	9734.9	6503.5	5999.4	3491.6	6215.6	1268.2	5316.5	2496.9	1103.0	2783.6	4079.6	6505.1	3655.6	11867.7	8949.8	1709.0	12927.6	16830.3	11319.1	6155.6	8730.5	277.7	690.5	436.4	8918.9	22321.7	22339.8	205876.828705	205402.191065	411279.019771	1345090.0	1492042.56415
sub-0193	2925.5	3163.0	8687.6	3499.5	1251.2	9116.4	12051.6	9384.7	5239.6	11805.5	9522.2	7529.3	4305.8	9371.4	2059.9	5180.2	4821.0	1504.9	3878.2	5018.3	9893.3	6150.7	17547.0	13945.9	3876.7	19583.1	27792.3	19135.0	13261.0	14068.3	402.9	934.0	1046.6	13658.9	3500.0	3801.7	7189.8	3329.5	1285.1	9544.3	14904.2	10124.1	4855.6	13928.5	8886.9	8327.7	5509.0	8199.4	1770.0	6186.7	4374.5	1832.9	5737.0	5207.9	10272.8	5086.6	16539.6	13275.1	2178.7	22144.4	26238.6	16547.3	10808.8	13499.8	356.3	1115.1	739.0	13742.9	49550.4	49757.2	330045.415618	329165.894455	659211.310073	1960835.0	1909300.036131
sub-0194	2200.3	2599.0	6479.1	2896.7	864.3	5724.6	7389.2	5984.2	3967.7	8960.4	6673.6	6060.5	3511.8	4808.5	1506.3	3946.7	3044.4	1194.1	3340.6	3481.3	7896.3	4238.1	14130.2	8490.7	3359.5	11452.4	18140.4	10186.1	7694.6	7613.8	263.1	596.1	915.0	9534.4	3028.5	2276.1	6303.5	3338.3	900.3	6598.8	8566.0	5823.7	3166.0	10109.6	7885.2	7276.4	3165.0	5385.3	1516.2	4903.6	3474.8	1283.6	3238.8	3949.1	7695.4	4275.2	14795.7	8089.7	1933.0	12367.5	17282.6	10492.9	6040.4	6786.5	270.2	579.6	528.0	8819.0	28125.2	29930.2	214626.883951	219596.895595	434223.779545	1452935.0	1591022.144812
sub-0195	3111.4	2283.8	6302.2	3045.7	797.5	6753.7	9499.9	7164.8	3547.7	9027.7	6874.1	5328.6	3522.3	6578.5	1400.1	4532.8	3579.0	1246.4	3412.5	2549.0	8079.1	4748.7	13064.6	11373.1	2769.7	13644.6	17309.3	13789.5	9248.6	10256.1	297.3	490.4	710.9	10801.5	2673.2	2869.9	5425.0	2857.4	912.7	6583.7	10370.6	6015.5	3264.3	8961.2	6798.4	5896.5	3287.0	7211.8	1859.4	5440.2	3266.4	1634.3	3622.5	3237.0	7971.2	4861.8	12545.6	10518.0	2554.1	14142.3	18154.8	12633.1	8152.6	9789.3	359.4	506.0	464.0	10563.7	32303.2	32087.2	237413.251578	234360.837231	471774.088808	1583006.0	1822892.692549
sub-0196	3251.3	4315.0	7180.7	3892.6	1736.9	9909.6	12935.0	8862.2	4720.1	14153.3	8229.9	7837.9	4592.6	7277.6	1932.1	4939.8	4857.2	1211.0	4527.0	5173.8	9842.6	5690.8	16228.7	12502.2	4109.4	17250.0	23414.4	17550.2	12215.1	12015.8	345.1	924.8	1213.3	13072.6	3041.9	3070.9	8391.1	3430.7	1544.8	10108.7	15012.3	9619.1	4309.0	15892.8	9770.0	6283.6	4749.3	8696.7	2065.6	7061.2	5106.1	1602.6	3977.6	4740.2	9444.0	5576.7	16542.0	13297.9	2659.5	16428.3	25484.3	17996.6	9293.9	9860.5	423.2	1020.6	701.5	11958.8	50702.2	52349.7	318167.65253	319922.558164	638090.210694	1845905.0	1876473.009708
sub-0197	2602.5	2747.1	5917.6	3519.1	1333.7	7229.6	10841.6	7523.2	3704.2	12764.5	7199.3	5640.3	3674.7	5951.4	1440.7	4246.1	4325.6	1238.1	3975.6	3604.8	7697.0	4966.4	14367.6	10118.6	2603.6	15076.1	18609.9	13433.7	8762.2	10875.2	309.5	684.4	708.4	10588.7	3305.4	2604.5	5893.7	3383.5	1018.2	6401.2	11600.2	7809.1	3585.4	14566.1	7991.3	5949.0	4400.3	7232.9	1341.2	5408.4	3429.3	1431.9	3947.9	3425.1	7291.8	4358.2	16178.1	10324.7	1901.5	13248.1	21069.8	12716.0	7328.1	9250.1	402.4	653.6	556.8	9598.5	34595.5	35460.9	252081.668876	253403.91492	505485.583796	1551624.0	1724833.191526
sub-0198	2605.8	2777.6	5552.1	2748.4	680.6	5443.1	7694.4	6668.5	3673.4	10054.3	5269.7	4675.5	2990.4	5974.4	1428.3	4225.8	3094.4	1106.4	2991.9	2563.0	6612.1	4745.0	11869.0	9192.1	2516.8	10557.4	18123.6	11812.3	7996.5	10037.7	265.2	515.8	765.0	8917.1	2920.7	2252.4	5027.7	2387.6	595.1	5836.7	11816.2	6591.7	3191.6	10730.6	5868.2	5101.7	3590.8	5829.1	1485.7	5131.0	3219.7	1474.7	3906.2	2817.2	6310.6	4337.9	11081.6	10556.7	1783.4	12566.7	16221.2	10079.7	6721.8	7771.6	435.0	465.4	673.4	8841.9	21048.6	21688.2	205369.455906	206067.8479	411437.303806	1430739.0	1605412.418953
sub-0199	3984.7	2593.2	8147.8	3920.2	1632.6	8292.4	12708.4	7034.3	3635.2	12668.0	8419.0	7114.0	5409.7	6120.7	1894.9	4641.7	4688.1	1397.5	3794.4	4453.5	9295.5	5640.0	15651.3	11402.4	2688.2	16161.7	21092.5	14664.8	11524.7	12904.6	359.6	687.0	1065.4	10645.3	3170.4	3088.6	7732.5	3908.9	1057.8	8001.4	12883.3	7878.7	3674.6	13554.9	9173.3	7562.8	3917.7	7626.8	1822.8	5501.0	4436.4	1348.4	4129.2	5131.7	10035.6	4597.1	18230.5	12400.4	3014.9	15498.0	19338.1	13959.1	8054.9	11877.8	338.9	779.9	697.8	9398.2	40812.0	42288.0	285485.361557	283568.542255	569053.903811	1605569.0	1749496.256732
sub-0200	2623.8	3489.5	7346.3	3661.6	1133.5	7941.5	11756.7	7651.8	3823.0	13359.5	7442.7	7417.9	4267.6	7615.7	1692.5	4504.1	4054.9	983.4	3546.6	5151.4	7848.8	5529.6	13124.5	10862.8	3403.4	15016.3	21713.8	14880.9	10253.7	10257.4	347.9	970.0	721.2	10470.3	2619.3	1675.5	7653.8	3402.5	1093.1	7786.7	13692.0	7570.7	3347.9	16234.7	8830.2	6497.8	4568.1	7315.1	2069.3	5880.6	3644.8	1442.7	3691.8	4673.9	8423.1	4080.0	14660.9	10743.5	2271.4	15141.1	20887.3	13817.0	7899.3	9517.6	341.3	791.9	703.5	9926.9	26698.2	27224.2	259056.407952	257947.455778	517003.86373	1692071.0	1905287.60573
sub-0201	3487.7	2572.9	6897.5	2736.5	872.6	6793.1	9956.5	6749.8	3846.5	12305.6	7062.3	7054.3	3173.4	4967.4	1403.6	3876.3	3636.2	1266.7	3399.9	3499.2	7503.6	4958.9	14422.4	10393.4	2727.9	15410.7	16298.4	13849.6	8563.7	9491.0	267.9	565.1	787.5	10714.8	3164.1	2820.1	5879.3	3094.2	992.1	6956.7	10401.1	6038.5	2891.1	11631.0	6770.7	6172.2	3878.8	5909.2	1500.7	4164.9	4475.1	1167.6	3354.6	3321.6	8120.0	5059.5	14399.5	8793.7	1662.3	15835.9	17003.0	12154.8	7326.9	8589.4	386.8	635.5	478.1	9973.1	36096.9	34215.6	247244.906416	238213.076068	485457.982484	1473889.0	1665816.10939
sub-0202	3731.6	2725.6	6323.4	3058.4	589.8	7421.4	12588.2	7841.2	4603.8	12434.7	7721.9	5733.5	4427.2	7155.2	1734.0	4299.0	4584.3	1226.1	3627.1	3603.3	8750.5	3846.6	14440.0	11425.4	2755.4	14533.2	21054.9	14724.8	9383.2	9690.4	289.2	736.8	715.5	9864.6	2681.9	3109.0	6281.6	3421.7	659.9	7621.4	12574.5	7091.0	3501.3	12763.1	7372.2	5556.5	4185.8	8095.4	1770.2	5331.0	3566.6	1230.7	3809.7	4753.0	7960.3	5540.4	13614.8	10389.2	1974.1	15318.7	20494.7	14748.0	6989.1	9252.4	367.4	777.5	483.5	9980.0	36613.0	35851.2	263540.404315	257600.03829	521140.442605	1601361.0	1790921.932372
sub-0203	2651.4	2729.1	7772.0	3292.3	1146.5	7198.4	10671.9	7255.4	4552.8	13712.7	7640.8	5502.5	4145.1	6854.8	1581.1	3933.2	2926.1	949.9	3038.7	3332.1	8205.2	4862.1	14959.5	12956.4	2799.4	12675.1	19358.5	13939.5	8860.4	8863.4	332.2	684.3	682.4	11367.7	2666.7	2251.4	6627.7	3118.4	1046.5	7185.2	11658.5	6684.5	3597.9	11818.0	9338.0	6498.3	4247.7	6271.2	1426.5	5451.1	3560.1	1663.4	3421.2	3599.8	9478.5	4062.6	14816.5	15172.1	2274.8	13852.3	17768.7	12446.7	6272.8	10954.7	365.4	871.5	586.2	9345.9	30325.3	30619.0	249163.510307	248193.141176	497356.651483	1607658.0	1823924.609503
sub-0204	2297.9	2702.3	5904.3	2073.6	806.5	6081.2	8841.0	6638.0	2995.4	7839.8	6095.8	4978.5	3247.2	6117.7	1474.9	3433.7	3246.9	918.7	2952.8	2378.8	6819.6	4234.2	13343.2	7944.5	2577.2	11468.9	16513.6	11658.5	7421.8	7503.8	242.1	797.7	796.4	8552.0	2924.8	2597.0	5497.5	1972.4	685.7	6232.3	11304.9	6035.3	2466.9	8263.7	6357.9	4538.4	3239.8	6265.9	1510.6	4921.2	3016.6	1089.6	3235.0	2261.5	6269.4	4004.8	12086.7	8950.6	1722.3	10776.3	16958.9	11158.4	5728.8	6731.3	296.4	619.9	586.7	8686.4	20634.1	20754.5	201261.453614	198190.802383	399452.255997	1289948.0	1421623.865862
sub-0205	2292.0	2421.7	6358.7	2504.1	941.6	6079.3	9469.3	5137.3	3372.4	8922.7	6004.9	4808.3	4084.7	5606.0	1511.1	4521.8	2910.1	872.0	2871.7	2837.1	6825.1	3524.2	13015.1	7758.8	2129.5	13520.3	15847.2	12066.4	8343.9	6464.0	259.4	600.1	801.7	9284.1	2160.0	2197.0	5491.8	2836.8	795.5	5817.5	10086.9	5498.6	3116.5	9960.0	6223.4	6462.6	3753.3	6048.2	1311.3	4948.3	3689.9	1101.9	3704.9	3287.3	6162.6	3495.9	12422.5	8568.9	2176.9	13006.7	16256.2	10395.9	6661.5	7341.0	335.0	603.6	426.0	9840.0	24633.3	25387.7	207293.34251	209719.587803	417012.930313	1372054.0	1522653.131763
sub-0206	2279.6	2364.5	7570.9	2438.0	1343.8	6800.9	8988.7	7314.0	4208.8	11685.3	7213.1	6134.4	3101.9	6851.1	1668.5	4398.7	3022.2	1032.2	2812.5	3848.1	7228.1	4715.7	14249.4	9325.1	3261.5	11266.4	19896.9	12464.4	9124.5	8695.4	265.6	655.5	727.2	10599.4	3158.8	2973.6	6049.6	2893.3	1060.8	6863.2	8392.2	6565.6	3665.7	11858.2	7722.2	5353.7	4522.6	7223.0	1572.1	4228.3	2898.5	1212.2	3010.1	3015.7	6959.6	4720.9	14675.5	11346.0	1699.2	13990.2	18461.0	11853.8	7478.1	10605.8	320.8	625.9	524.6	9523.9	32360.7	31211.3	237976.673176	235251.902178	473228.575353	1608225.0	1811269.618676
sub-0207	2577.5	1961.5	5911.0	3064.3	1059.8	5499.3	8678.8	4501.4	3984.7	10724.9	6165.6	6536.8	2938.8	4631.5	1704.3	4269.0	3373.7	986.5	2751.6	3774.6	7246.4	4471.3	13355.1	7799.6	2013.7	10903.7	18319.7	11375.8	8276.8	8532.8	241.3	599.4	807.5	10661.5	2862.0	2393.5	5223.2	3100.7	933.3	5036.4	10325.9	4857.0	3397.3	10236.0	7027.9	5575.5	4412.6	5590.6	1647.3	5075.4	3386.2	1273.2	3034.9	3568.4	7049.1	4058.3	13240.5	9339.2	1690.7	11661.1	18804.5	11023.6	6848.1	7364.0	418.0	608.0	488.1	9406.2	26979.3	28535.6	216136.680106	217044.176153	433180.856259	1387235.0	1549809.599116
sub-0208	4441.7	2752.0	8112.9	3022.8	1673.2	8426.1	12882.7	8427.3	4821.9	12591.4	7725.1	7086.3	4419.6	7315.3	2278.6	5233.3	4607.0	1481.5	3254.2	4141.6	9391.7	5808.0	15045.4	10395.1	3642.1	14527.9	21817.8	13494.8	9366.7	11781.3	300.1	759.2	778.4	10408.2	3218.8	2933.8	7607.0	3252.6	1293.4	8509.0	12884.9	8781.3	4184.9	14431.2	7300.7	7459.6	4925.3	9017.5	2298.1	5194.9	3945.4	1469.4	3289.7	3639.4	9986.9	5001.1	16218.7	10661.8	1911.2	14675.5	21915.0	13082.4	6374.2	11774.5	351.9	770.1	596.1	10696.9	39872.4	40941.8	280853.965051	278990.692991	559844.658042	1688566.0	1928449.562202
sub-0209	3327.5	2265.9	6225.2	3828.8	1148.7	6425.9	10037.2	6618.3	2989.5	10392.6	7597.9	6241.1	4999.3	4653.0	1582.6	3862.1	4176.3	1188.4	4047.5	4446.7	8366.4	3925.8	13879.5	8900.4	2362.4	14536.3	19583.1	14573.4	9400.4	9162.0	392.1	587.3	796.2	10444.3	2593.5	2526.0	5027.5	3559.6	974.4	6992.7	11558.0	6568.2	3151.2	12178.4	8052.9	7292.0	3822.4	6020.0	1679.3	4978.0	3463.9	1497.3	4136.8	3885.8	7636.6	3922.1	15306.7	9511.4	2266.2	12937.4	19126.6	13346.9	7519.4	9047.3	454.1	655.5	515.8	9630.4	33674.9	33985.9	246526.684273	245103.473254	491630.157527	1432170.0	1592236.553589
sub-0210	2748.4	3667.3	8022.7	3069.5	1056.9	8667.4	10953.1	9003.5	4089.5	13522.3	8525.3	7862.6	5985.3	6732.9	2053.2	4842.8	4408.0	1302.9	4377.4	4490.3	9685.0	5139.5	18002.2	12715.2	2800.5	16785.9	23907.8	16074.8	8966.0	9807.7	400.2	727.3	740.8	11315.7	2580.2	2985.3	9074.6	3434.3	806.6	8476.6	12468.9	7750.8	3340.2	11473.0	8428.4	7754.5	4434.2	7763.4	1987.5	5776.3	3588.7	1543.4	3804.6	4519.6	10409.8	5105.3	18344.4	12969.2	3626.6	15399.4	25428.5	13213.4	7891.7	10354.0	547.7	785.5	617.9	11198.3	37463.5	37572.6	289262.267774	283488.554519	572750.822293	1789137.0	2053342.583164
sub-0211	3372.5	2654.3	5344.4	2930.4	1068.1	6185.5	7630.1	6939.7	4136.0	9735.5	6661.3	4841.8	2858.0	6088.1	1740.8	4360.5	2995.2	964.1	3030.2	1769.2	6754.7	5083.6	11514.2	9801.1	2551.3	12095.0	17817.7	13127.9	7455.5	8497.0	310.0	531.1	809.7	10262.9	2532.8	2194.6	5561.1	2779.8	984.2	6017.4	9237.3	5146.0	3682.2	10718.9	6513.9	4732.6	3710.5	7250.7	1533.3	5065.6	3093.6	896.8	3103.1	1788.8	7317.8	4327.2	12161.4	11294.9	2368.4	11243.9	17491.7	11784.8	6252.8	9099.0	334.5	584.1	675.3	9191.1	26432.0	28269.3	216679.958181	216570.380997	433250.339178	1429470.0	1596471.053591
sub-0212	1924.7	3154.8	6508.3	3679.1	1422.1	6948.6	11996.1	6887.3	3681.0	11676.9	7137.8	4973.1	3884.2	7957.3	1500.8	4241.9	3865.5	964.8	3340.5	4195.9	8770.4	4233.8	14339.3	9131.5	3302.7	12358.2	17560.1	12127.0	8529.0	8204.6	313.3	636.1	773.6	10508.4	3158.3	2358.8	6096.1	3096.4	1109.9	6831.4	13320.6	6595.1	3649.2	12259.0	7790.7	5845.7	4279.0	7881.9	1665.5	5535.1	3162.3	1474.1	2914.7	4227.2	7429.9	4300.8	14318.9	9874.0	2153.6	11305.6	18684.0	11622.6	7045.7	9846.2	379.7	653.1	588.4	9729.5	30235.6	30160.4	239900.780424	238175.668067	478076.448492	1612891.0	1838155.540344
sub-0213	3170.3	2541.1	6662.1	2462.8	431.6	5707.1	9545.6	5988.2	3374.5	9004.3	5841.7	4867.2	3231.9	4924.2	1380.7	3349.1	3421.4	851.9	2853.3	2730.7	6164.5	3826.4	11935.2	6901.5	3106.0	11478.5	15885.6	9973.4	7518.4	8286.5	301.6	551.2	603.2	9427.0	2183.1	2352.2	6429.5	2466.6	467.4	5110.1	10839.1	4880.2	3554.9	7643.3	6123.8	5285.1	3802.1	5738.9	1335.8	3517.1	3281.6	1113.6	2835.3	2598.0	6474.2	4014.3	11282.3	8177.0	1729.9	12262.2	16049.3	10631.0	7238.3	8237.5	268.7	571.8	409.2	10022.3	24674.1	24199.6	202119.221328	202271.254576	404390.475903	1303062.0	1237357.838789
sub-0214	4114.4	3085.1	5634.1	2387.1	895.2	6352.0	11667.8	7589.9	3790.4	9788.1	7377.4	5818.5	4652.9	7436.9	1522.3	5581.1	4732.2	1265.0	3574.5	3247.3	9374.4	5220.0	13440.2	11376.3	2833.0	15139.2	18146.3	14222.8	8248.7	9320.3	326.1	640.7	828.8	10504.7	3241.7	2375.0	6487.2	2862.6	665.5	6501.0	15155.6	7039.2	3514.4	12445.4	7875.8	6396.7	3819.5	7810.6	1539.1	5441.9	4025.8	1307.4	4110.4	4053.4	7779.2	4193.4	12481.2	12814.2	1567.2	14667.2	19460.2	12778.3	6974.9	9118.9	468.3	779.6	717.7	9794.0	27986.7	28328.1	247333.737664	247818.400426	495152.13809	1552753.0	1751370.639532
sub-0215	3960.0	2448.8	4894.9	1691.4	509.6	6264.3	10196.5	6738.7	3387.6	8448.1	6211.3	5745.0	3586.1	5928.4	1667.1	3834.3	2626.8	935.3	2231.5	2644.1	6875.6	4153.2	11811.2	9651.0	2050.4	10849.8	17323.6	13947.9	7084.7	10939.5	189.2	575.4	783.9	8586.1	2874.6	2324.8	4516.2	2464.8	768.5	6757.3	11700.6	6495.4	3202.4	8962.3	5429.9	5901.6	3248.3	7018.2	1832.7	4361.7	2862.9	1057.5	3285.9	3210.9	7302.2	3904.7	12015.6	8858.9	1461.1	10987.5	14188.0	12736.4	6458.3	8883.3	305.2	542.5	648.0	9694.6	24262.2	26193.3	212608.140056	210648.947359	423257.087414	1412861.0	1599687.223698
sub-0216	2705.8	2364.2	5535.2	1871.3	863.5	6032.6	8065.2	5628.1	2742.4	10437.7	5229.4	4143.4	2926.2	5103.4	1467.2	3987.8	2783.4	701.9	2236.2	2433.6	6049.2	3973.0	10168.7	7271.1	2076.7	10450.3	15349.1	11674.3	6166.8	6636.5	257.6	606.9	548.3	8450.7	2532.3	2132.8	4717.6	2498.6	752.6	5159.1	9507.5	5548.7	2750.3	9593.4	6083.4	4596.1	3072.5	5971.0	1422.6	4676.8	2333.3	1001.0	2529.1	2672.8	6055.1	3631.6	10724.9	6799.1	1831.7	11159.7	15093.9	9845.7	5644.1	7125.3	337.4	601.6	589.0	8090.4	21494.5	22272.8	187941.751332	186980.352783	374922.104116	1246848.0	1336491.053252
sub-0217	2835.3	2677.2	5887.4	2937.1	919.5	6445.6	10552.3	6319.5	3426.9	9860.1	6143.7	6084.3	3129.8	6013.3	1340.4	4013.0	3269.5	920.9	3309.1	3552.9	7117.0	4456.6	12542.6	8717.9	1966.0	11893.1	20568.5	12373.5	7813.1	8761.4	266.6	676.5	721.2	10327.9	2579.2	2540.3	5936.7	3407.3	511.6	5949.8	10291.6	6281.0	3261.4	10564.3	7516.4	6680.4	3744.0	7071.7	1527.4	5774.9	2584.4	1583.3	3001.2	4054.2	7163.5	4064.1	12333.2	8258.7	1709.3	11937.0	19858.7	10702.1	6353.0	7830.7	486.2	624.7	536.6	8664.9	34398.6	34318.1	232252.673049	229131.257644	461383.930694	1416085.0	1551531.748586
sub-0218	3468.9	2748.0	5371.8	3232.4	1050.4	5919.0	9219.5	5908.8	3186.4	10749.6	6438.5	7400.9	3976.7	5060.0	1400.8	3720.3	3993.5	1053.2	3450.3	5459.1	6978.3	3818.2	11870.6	6994.1	2647.6	12769.4	17027.9	10511.3	6552.1	7525.9	340.2	560.7	585.7	8616.3	2951.5	2484.1	5663.5	3054.9	767.5	5751.3	9670.9	5234.3	3814.2	12083.1	7031.2	7450.0	3816.8	5482.5	1359.3	3625.4	4029.3	1404.3	3581.7	5387.0	7147.9	3690.8	10542.4	7587.0	2220.0	13608.4	15381.8	8505.4	5862.1	9024.6	426.1	681.1	666.8	8010.8	21875.7	21689.6	210762.568356	208419.570107	419182.138462	1431137.0	1565357.992533
sub-0219	3047.7	2804.0	6065.8	2956.3	1228.8	6832.2	9523.9	6289.6	4106.9	11340.2	7931.2	5512.8	3530.6	6120.9	1812.3	4470.6	3872.7	1181.8	3836.3	3771.6	6948.2	4496.4	12521.4	11556.4	2676.7	14166.7	19954.6	15345.8	9738.1	9677.0	239.5	561.9	1006.4	10473.8	2768.9	2734.2	7434.1	3036.6	1038.5	7147.3	10705.0	6211.7	3326.3	11373.7	8420.3	5993.3	3837.0	6835.9	1670.4	3746.1	3572.1	1505.4	3988.7	3620.3	7864.9	4906.2	12938.3	12325.2	1856.1	13373.7	17614.1	13716.6	6931.7	9806.9	264.8	794.0	608.6	9947.7	31507.1	31852.3	246995.459699	243493.90413	490489.36383	1484481.0	1259916.844076
sub-0220	2130.8	2349.3	6605.1	2985.1	780.3	6345.1	10140.8	6387.3	4280.8	11397.5	6877.6	5247.9	4102.2	5290.7	1329.8	3265.9	4383.4	880.8	3258.2	2684.0	6964.1	4457.5	12741.4	9645.0	2438.7	11647.9	17693.5	12587.7	7093.0	8920.8	260.6	650.7	730.1	10702.8	2181.8	2144.2	4793.3	2755.3	724.9	6085.9	11713.8	5981.2	3530.3	10353.5	7236.0	5583.7	3929.8	6054.2	1590.8	4328.7	3168.1	1361.3	3603.3	3062.1	6925.5	4314.5	13600.5	9956.7	1887.1	14220.8	16275.4	11900.6	5405.3	8454.0	333.0	650.8	466.6	10573.6	27883.8	28948.1	224369.445095	223420.50768	447789.952775	1454381.0	1206517.35913
sub-0221	3128.5	1956.6	6086.9	2209.8	502.1	5459.5	10555.6	5938.1	3719.2	8653.6	5904.1	5634.8	3833.0	5615.0	1175.4	3381.4	3835.2	812.7	3400.7	2298.7	7319.3	4385.9	10871.7	9351.3	2781.5	10630.1	16410.6	11110.6	7669.0	8270.0	283.3	597.1	724.6	9018.5	2833.2	2221.2	5527.6	2661.9	364.3	4699.9	10612.7	5935.7	3407.0	9780.3	6851.6	6309.2	3554.2	6108.3	1356.8	5159.3	3239.9	1334.1	3073.0	2560.8	6271.0	4287.1	11764.4	9663.2	1729.0	10881.9	16025.0	11742.5	6891.8	8085.2	297.3	411.7	444.5	8793.7	22803.0	23234.6	204956.123867	206929.132253	411885.25612	1432755.0	1605671.111892
sub-0222	4147.0	3808.0	8027.0	2828.5	983.3	6474.4	11579.8	7579.9	3832.8	11805.4	6828.1	5229.2	4390.2	5812.1	1568.0	4997.5	3433.6	1121.5	2533.3	2741.1	9033.7	3462.7	14396.7	10806.1	3148.4	14934.9	20149.7	12677.2	9127.8	10739.0	328.6	663.3	1091.4	10940.4	2737.4	2688.8	6316.2	3322.6	848.8	7086.2	11487.5	7143.1	2672.3	10683.1	6729.4	5364.8	3979.6	6850.7	1921.0	6076.2	3582.1	1294.3	3521.2	3439.4	9368.4	3950.0	16060.4	11374.3	2206.4	15125.8	22727.3	11103.5	8032.2	11000.9	364.0	801.6	696.1	11054.3	26545.4	25943.1	245389.752039	245063.229578	490452.981616	1687432.0	1884993.626076
sub-0223	1954.8	2605.7	6701.4	2049.6	1042.5	5603.2	9019.1	5115.1	3933.0	11096.5	5871.0	4594.3	2722.0	4816.6	1420.6	4201.1	3040.3	949.3	3428.0	2597.9	6982.2	4094.8	11498.5	9301.6	2104.0	11359.2	16533.8	12039.3	7569.4	6786.5	222.9	525.1	778.6	9397.2	2641.7	2925.7	5569.9	2954.3	523.5	4910.7	9426.1	4737.3	2936.2	9144.3	6255.0	5495.4	3844.7	5817.9	1401.2	5105.8	2992.1	1162.8	2919.8	3038.3	7195.7	4121.1	13344.9	9631.5	1586.7	12200.9	14599.7	11494.0	5844.6	7461.6	341.9	571.0	481.2	9503.4	22623.5	23150.7	202180.04663	203570.046526	405750.093156	1388270.0	1267296.615451
