lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-0212	2731.0	2141.0	7022.0	3892.0	2659.0	12195.0	16499.0	16216.0	2755.0	15282.0	9222.0	5559.0	6771.0	15357.0	2595.0	3878.0	5989.0	2870.0	4842.0	2728.0	11895.0	3700.0	16328.0	10762.0	3028.0	18823.0	26774.0	14857.0	15678.0	12366.0	1503.0	3155.0	1514.0	7991.0	1292132.0	1838155.540344
sub-0213	3040.0	1569.0	7096.0	2485.0	1354.0	8658.0	12738.0	10418.0	2344.0	9978.0	6948.0	5188.0	4872.0	11154.0	1802.0	2925.0	4737.0	2187.0	3789.0	1467.0	8478.0	3062.0	13697.0	8369.0	2538.0	15892.0	23768.0	12690.0	12093.0	10639.0	701.0	1999.0	1238.0	6894.0	1040497.0	1237357.838789
sub-0214	3568.0	2168.0	5819.0	2993.0	1875.0	8629.0	15105.0	13531.0	2372.0	10989.0	8434.0	6407.0	5987.0	14074.0	2037.0	5584.0	6596.0	2617.0	4596.0	2019.0	11826.0	4038.0	13654.0	11326.0	3426.0	18297.0	25615.0	15389.0	13657.0	12553.0	991.0	2514.0	1175.0	8049.0	1235280.0	1751370.639532
sub-0215	3673.0	1289.0	4364.0	2033.0	1200.0	10189.0	14026.0	12914.0	2582.0	9979.0	7889.0	6085.0	4864.0	12487.0	2028.0	3343.0	4735.0	3084.0	2978.0	1449.0	9620.0	3160.0	13473.0	11443.0	2357.0	16299.0	23917.0	14838.0	13557.0	15293.0	825.0	2497.0	1156.0	6806.0	1106682.0	1599687.223698
sub-0216	2117.0	1820.0	5355.0	2219.0	2615.0	8523.0	11262.0	11406.0	1797.0	11537.0	6180.0	4907.0	4302.0	9666.0	2324.0	3451.0	4148.0	2106.0	2812.0	1367.0	8069.0	3150.0	11038.0	8350.0	2560.0	13568.0	20814.0	12608.0	10590.0	8979.0	726.0	2599.0	936.0	6454.0	986997.0	1336491.053252
sub-0217	2246.0	1896.0	5186.0	2529.0	1720.0	8410.0	12316.0	11176.0	2326.0	10379.0	6730.0	5328.0	3891.0	11008.0	1569.0	3431.0	4205.0	2263.0	3837.0	1680.0	8067.0	3099.0	12436.0	8914.0	2649.0	15378.0	25190.0	11591.0	11932.0	11096.0	957.0	2740.0	1060.0	7551.0	1136414.0	1551531.748586
sub-0218	3710.0	2145.0	5345.0	3546.0	2044.0	10560.0	15272.0	11568.0	2471.0	14217.0	9000.0	8165.0	5784.0	12865.0	2214.0	3844.0	7064.0	3201.0	5219.0	2761.0	10503.0	3062.0	13091.0	10116.0	2984.0	19978.0	27442.0	12360.0	13101.0	11418.0	1366.0	2664.0	945.0	7159.0	1150755.0	1565357.992533
sub-0219	2558.0	1740.0	5267.0	2763.0	2642.0	10454.0	12979.0	11195.0	3179.0	13214.0	8995.0	5623.0	5628.0	12662.0	2529.0	3724.0	5385.0	2902.0	5264.0	1855.0	7782.0	3390.0	13251.0	11828.0	2771.0	18053.0	25669.0	15133.0	15275.0	13509.0	919.0	2485.0	1650.0	8425.0	1200766.0	1259916.844076
sub-0220	2245.0	1398.0	7329.0	3198.0	1646.0	10624.0	14347.0	10906.0	3097.0	14069.0	8197.0	6972.0	5394.0	11798.0	1992.0	3252.0	5613.0	2686.0	4670.0	1968.0	9972.0	3199.0	13746.0	10772.0	3260.0	15508.0	25546.0	15347.0	11226.0	11092.0	1126.0	2445.0	1404.0	8271.0	1166336.0	1206517.35913
sub-0221	3572.0	1424.0	6565.0	2269.0	1546.0	9265.0	15559.0	12764.0	3422.0	11421.0	8753.0	6768.0	6817.0	12570.0	2004.0	3572.0	6555.0	2949.0	4640.0	1748.0	10952.0	3348.0	13850.0	11786.0	2330.0	16564.0	25969.0	14368.0	15796.0	13364.0	1052.0	2710.0	1699.0	8520.0	1143304.0	1605671.111892
sub-0222	3559.0	2718.0	10331.0	2877.0	2247.0	12014.0	16812.0	13451.0	2225.0	13459.0	9573.0	6842.0	6857.0	13073.0	2085.0	4534.0	5572.0	2606.0	3948.0	1490.0	12290.0	2911.0	15527.0	13248.0	4628.0	21717.0	29660.0	15752.0	17480.0	15130.0	1235.0	2534.0	1503.0	9124.0	1338385.0	1884993.626076
sub-0223	1895.0	1037.0	7184.0	1955.0	1864.0	9487.0	11983.0	11222.0	2884.0	11764.0	7699.0	4085.0	4085.0	9024.0	1965.0	3588.0	4508.0	2375.0	4228.0	1297.0	9019.0	3465.0	12995.0	9806.0	2468.0	15038.0	23706.0	13290.0	12561.0	10235.0	995.0	2872.0	1328.0	7627.0	1072689.0	1267296.615451
sub-0224	3080.0	2331.0	7336.0	3168.0	2744.0	11223.0	11503.0	13891.0	3056.0	15325.0	9522.0	7023.0	5675.0	14195.0	2414.0	4144.0	4445.0	2558.0	3562.0	2197.0	11114.0	3386.0	16023.0	10770.0	3137.0	16902.0	27135.0	14743.0	14394.0	12858.0	862.0	3050.0	1072.0	8336.0	1317993.0	1914302.345515
sub-0225	3473.0	2854.0	8873.0	3056.0	1430.0	10784.0	17004.0	15213.0	3294.0	15657.0	9458.0	6031.0	6034.0	16440.0	1887.0	3841.0	6721.0	3160.0	4472.0	1649.0	11235.0	3790.0	15873.0	12540.0	3771.0	22281.0	30022.0	14447.0	18117.0	15429.0	1008.0	2252.0	1742.0	9004.0	1377204.0	1907990.83015
sub-0226	2111.0	2222.0	8823.0	2541.0	2301.0	13132.0	14015.0	10698.0	3055.0	12889.0	8418.0	6669.0	5613.0	12436.0	2472.0	3930.0	4798.0	2846.0	4050.0	1613.0	11866.0	4216.0	16067.0	10963.0	3450.0	18945.0	26766.0	13562.0	12136.0	11285.0	942.0	2934.0	1440.0	7719.0	1302245.0	1701974.11034
sub-0227	3464.0	1984.0	7728.0	3478.0	2922.0	10858.0	16484.0	13142.0	3644.0	14031.0	8770.0	7461.0	5394.0	12712.0	2259.0	3549.0	5922.0	3069.0	3083.0	2131.0	9156.0	3556.0	13816.0	11911.0	3615.0	18172.0	24265.0	15297.0	14988.0	14095.0	1018.0	2773.0	1484.0	8917.0	1282767.0	1758098.046634
sub-0228	3261.0	3400.0	8014.0	3703.0	2466.0	10638.0	12222.0	16223.0	2827.0	12986.0	8648.0	6732.0	5714.0	12392.0	2405.0	3641.0	5689.0	2617.0	4530.0	1990.0	10604.0	4121.0	14235.0	10888.0	3390.0	19889.0	25910.0	16335.0	15477.0	12495.0	1402.0	2991.0	1300.0	8275.0	1292248.0	1847362.453208
sub-0229	2433.0	1521.0	5929.0	3241.0	2093.0	10498.0	13428.0	12742.0	2874.0	13987.0	9083.0	7550.0	5711.0	12380.0	1868.0	3620.0	5911.0	3000.0	4911.0	1592.0	9081.0	3799.0	15445.0	10184.0	3015.0	16539.0	27319.0	15138.0	13191.0	12409.0	1110.0	2448.0	1103.0	7123.0	1264893.0	1627972.854906
sub-0230	2469.0	1912.0	5765.0	2433.0	2579.0	11562.0	12340.0	12042.0	2633.0	12463.0	8026.0	6319.0	5011.0	9834.0	2202.0	3159.0	4633.0	2864.0	3044.0	1720.0	8759.0	3182.0	13292.0	10356.0	3144.0	17010.0	25735.0	13809.0	14185.0	13541.0	794.0	2742.0	1019.0	7210.0	1243760.0	1674445.778381
sub-0231	3807.0	2109.0	8574.0	3327.0	1699.0	10869.0	14202.0	14020.0	2471.0	15401.0	10049.0	6947.0	5438.0	14760.0	2214.0	4403.0	7119.0	3817.0	4704.0	2222.0	11934.0	4577.0	15731.0	12070.0	3496.0	21872.0	26228.0	15013.0	14758.0	12426.0	1432.0	2845.0	1303.0	8571.0	1310196.0	1891744.752054
sub-0232	2285.0	1520.0	5551.0	2947.0	2374.0	9680.0	11912.0	14242.0	2386.0	10772.0	8627.0	5534.0	5556.0	10698.0	1986.0	3557.0	5151.0	2502.0	3734.0	1843.0	8089.0	2962.0	14504.0	10856.0	2178.0	15211.0	23438.0	13477.0	12039.0	9891.0	1056.0	2546.0	1218.0	7323.0	1172023.0	1656794.061747
sub-0233	2360.0	1486.0	6669.0	2502.0	2544.0	9569.0	10409.0	10935.0	2713.0	11183.0	8880.0	5343.0	5229.0	11684.0	2209.0	3358.0	4102.0	2821.0	4458.0	1511.0	8753.0	3185.0	12755.0	8952.0	2131.0	15558.0	23761.0	12052.0	13825.0	11092.0	1102.0	2031.0	1249.0	6548.0	1161702.0	1652031.867012
sub-0234	3334.0	4295.0	7348.0	5140.0	2700.0	12138.0	15351.0	12711.0	3845.0	17855.0	10451.0	9122.0	7304.0	11985.0	2791.0	4188.0	5199.0	3374.0	4576.0	3545.0	11706.0	5958.0	16544.0	14281.0	4107.0	22551.0	29289.0	17515.0	15266.0	12642.0	1258.0	2981.0	1643.0	8821.0	1491310.0	2065205.992882
sub-0235	3442.0	2293.0	6383.0	5359.0	2304.0	10470.0	12196.0	13007.0	3478.0	12930.0	8881.0	7810.0	6717.0	14007.0	2524.0	4734.0	6639.0	2277.0	4161.0	2981.0	10244.0	4067.0	15946.0	10795.0	3538.0	18907.0	29744.0	14750.0	17542.0	17732.0	1250.0	2830.0	1599.0	8692.0	1337042.0	1899521.138721
sub-0236	2163.0	1326.0	6337.0	3060.0	2673.0	8596.0	12062.0	13123.0	2932.0	12939.0	7784.0	5168.0	5173.0	11881.0	2733.0	3381.0	5731.0	2204.0	4596.0	1616.0	8711.0	2618.0	12852.0	9597.0	2559.0	17504.0	27101.0	13851.0	14880.0	11690.0	965.0	2511.0	1538.0	7340.0	1187817.0	1626288.111597
sub-0237	2878.0	2620.0	6597.0	2769.0	2398.0	10080.0	13284.0	10635.0	2464.0	12614.0	8304.0	5727.0	5910.0	13229.0	2232.0	4115.0	6424.0	3106.0	4848.0	1563.0	9437.0	3428.0	15446.0	10797.0	3213.0	16671.0	22890.0	15312.0	13612.0	13771.0	1181.0	2574.0	1197.0	7706.0	1230538.0	1636431.996767
sub-0238	2564.0	1402.0	7864.0	2957.0	1980.0	8729.0	11586.0	11572.0	2939.0	9938.0	9487.0	6394.0	4861.0	10206.0	1866.0	4358.0	4965.0	2781.0	3702.0	1605.0	10506.0	3530.0	16560.0	10170.0	2816.0	15239.0	25683.0	14055.0	14637.0	12864.0	594.0	2917.0	1195.0	8471.0	1124904.0	1667972.199382
sub-0239	2069.0	2178.0	8501.0	3883.0	2471.0	11260.0	11403.0	11811.0	2961.0	16361.0	10204.0	7486.0	6073.0	10549.0	2632.0	4465.0	5734.0	2808.0	4693.0	2190.0	11171.0	3956.0	16217.0	10403.0	3094.0	21535.0	27565.0	13958.0	15611.0	11933.0	1115.0	3010.0	1532.0	8775.0	1300939.0	1904759.513157
sub-0240	2330.0	1415.0	6039.0	1869.0	2750.0	9689.0	11886.0	11301.0	1968.0	9413.0	7759.0	4213.0	4767.0	10676.0	2150.0	3064.0	4475.0	2406.0	3376.0	1161.0	9121.0	2576.0	12548.0	8568.0	2492.0	13213.0	21768.0	12670.0	11720.0	11764.0	880.0	3006.0	1044.0	7054.0	1074300.0	1476692.392208
sub-0241	2362.0	1786.0	6487.0	2222.0	1676.0	8698.0	14335.0	10376.0	2231.0	9777.0	7504.0	5239.0	4566.0	10825.0	2007.0	3518.0	4904.0	2456.0	3411.0	1558.0	8938.0	3205.0	12299.0	8975.0	2497.0	15016.0	22657.0	11990.0	11916.0	8471.0	938.0	2406.0	1102.0	6675.0	1028693.0	1257518.752394
sub-0242	3382.0	2541.0	6408.0	2788.0	2204.0	13193.0	14892.0	13747.0	2904.0	12069.0	8670.0	5323.0	6880.0	12678.0	2518.0	4398.0	6689.0	3237.0	5102.0	1529.0	10335.0	3933.0	14274.0	10944.0	3045.0	18826.0	26974.0	12290.0	15589.0	14455.0	1160.0	2745.0	1379.0	8505.0	1267826.0	1728003.408281
sub-0243	2187.0	1425.0	4714.0	1908.0	1738.0	7751.0	11118.0	9970.0	1626.0	10300.0	6254.0	5005.0	4101.0	10179.0	1833.0	2562.0	3402.0	2358.0	3030.0	1187.0	7333.0	2584.0	10967.0	7924.0	2473.0	13778.0	21321.0	11569.0	11614.0	8186.0	1001.0	2578.0	982.0	6128.0	960084.0	1248769.243653
sub-0244	2261.0	1284.0	8376.0	3294.0	2364.0	10674.0	14680.0	13111.0	2929.0	11431.0	10114.0	7046.0	7295.0	13685.0	2385.0	3649.0	7604.0	2572.0	4970.0	2077.0	9769.0	2978.0	14448.0	11070.0	3078.0	22301.0	26341.0	14694.0	15231.0	12748.0	978.0	3070.0	1404.0	8379.0	1280140.0	1864258.452552
sub-0245	2920.0	1756.0	9538.0	3452.0	1419.0	11514.0	15879.0	12713.0	2939.0	15086.0	10118.0	6773.0	6464.0	12553.0	1935.0	3953.0	4932.0	2920.0	4422.0	2345.0	9659.0	3850.0	16491.0	10921.0	2615.0	20007.0	29598.0	14191.0	13922.0	10446.0	1017.0	2320.0	1384.0	8091.0	1324045.0	1830558.120579
sub-0246	2597.0	2891.0	7925.0	2391.0	2396.0	11288.0	15572.0	12443.0	3242.0	12190.0	10310.0	4828.0	7181.0	13963.0	1975.0	4011.0	4861.0	3487.0	4510.0	1324.0	9340.0	4104.0	13444.0	12839.0	3805.0	23748.0	31704.0	16227.0	15343.0	15766.0	1295.0	2810.0	1402.0	9170.0	1373043.0	1940447.248043
sub-0247	2881.0	2529.0	7247.0	3141.0	2020.0	10786.0	13636.0	12902.0	3168.0	11054.0	8345.0	6706.0	6138.0	11560.0	2344.0	3689.0	4421.0	2316.0	3903.0	1539.0	9399.0	4430.0	14521.0	10641.0	2706.0	15608.0	24609.0	16384.0	12119.0	14314.0	780.0	2850.0	1104.0	7230.0	1280172.0	1843151.949042
sub-0248	2716.0	2284.0	6713.0	2975.0	2136.0	10557.0	15989.0	12029.0	3648.0	12650.0	8780.0	6908.0	7038.0	13573.0	2236.0	4106.0	5972.0	3166.0	4807.0	1835.0	10526.0	3766.0	14387.0	11734.0	3968.0	18038.0	25151.0	15185.0	12449.0	13007.0	1224.0	2745.0	1063.0	8302.0	1296822.0	1811983.378751
sub-0249	2616.0	1706.0	5958.0	3445.0	2198.0	10599.0	10384.0	10892.0	2857.0	11433.0	7766.0	6641.0	4709.0	11157.0	2073.0	2574.0	4874.0	2293.0	3706.0	2333.0	9533.0	2769.0	12518.0	9836.0	2145.0	14900.0	22266.0	13831.0	12065.0	11052.0	1027.0	2703.0	1166.0	6611.0	1130137.0	1629689.695489
sub-0250	3124.0	2369.0	7178.0	3501.0	2806.0	10596.0	13000.0	12914.0	3629.0	13199.0	9344.0	6637.0	5766.0	13693.0	2621.0	5276.0	6771.0	3068.0	5714.0	1741.0	13829.0	4732.0	14500.0	11106.0	3937.0	21371.0	27402.0	17161.0	17646.0	16975.0	1168.0	2746.0	1530.0	9309.0	1328502.0	1805961.830605
sub-0251	2653.0	1752.0	7506.0	3056.0	4249.0	10815.0	14949.0	13557.0	2478.0	14358.0	7975.0	7265.0	4943.0	10812.0	2471.0	4267.0	5636.0	3000.0	3978.0	1944.0	9241.0	3283.0	14971.0	9636.0	3675.0	17993.0	24461.0	12980.0	13742.0	12453.0	1072.0	2980.0	1061.0	8732.0	1208655.0	1665997.311516
sub-0252	2587.0	1633.0	6610.0	3373.0	2572.0	8957.0	10225.0	9903.0	2565.0	13278.0	6431.0	5896.0	4987.0	10666.0	1993.0	3565.0	4525.0	1866.0	3452.0	1836.0	9228.0	3420.0	15259.0	10058.0	2678.0	13641.0	25151.0	13773.0	11636.0	11037.0	860.0	2518.0	1306.0	7705.0	1116694.0	1578597.093115
sub-0253	2312.0	2106.0	7828.0	2471.0	2526.0	12765.0	16766.0	14966.0	2543.0	11531.0	8652.0	7121.0	6240.0	13277.0	3071.0	4120.0	5174.0	3395.0	4141.0	1534.0	12807.0	3524.0	14639.0	12732.0	2417.0	16738.0	27824.0	14222.0	14101.0	12400.0	1045.0	3098.0	1425.0	8056.0	1307595.0	1848012.992086
sub-0254	2779.0	1891.0	6619.0	3008.0	1939.0	8817.0	12630.0	12260.0	2178.0	10859.0	7486.0	6742.0	5220.0	12379.0	1823.0	3283.0	4253.0	2196.0	3182.0	1677.0	10520.0	3266.0	13689.0	9421.0	2604.0	16248.0	24323.0	13686.0	14012.0	12256.0	1006.0	2673.0	1398.0	6575.0	1126794.0	1608389.263787
sub-0255	2064.0	1789.0	6075.0	2741.0	2245.0	10473.0	10023.0	10681.0	2973.0	11836.0	7983.0	5825.0	5732.0	11189.0	1681.0	3195.0	5412.0	2364.0	3986.0	2045.0	7667.0	2905.0	13066.0	10358.0	2809.0	18536.0	31375.0	15289.0	14625.0	10368.0	1191.0	2113.0	1550.0	6967.0	1187667.0	1780619.345659
sub-0256	2909.0	1535.0	5186.0	2258.0	1803.0	10735.0	14125.0	12186.0	2532.0	10718.0	7889.0	6458.0	4705.0	11983.0	2178.0	2937.0	4147.0	2526.0	4068.0	1767.0	8359.0	3152.0	10574.0	8653.0	2366.0	17625.0	25990.0	10244.0	13578.0	12162.0	975.0	2317.0	1071.0	8418.0	1268723.0	1839699.456434
sub-0257	2042.0	1423.0	5163.0	2259.0	2018.0	8504.0	11557.0	10962.0	2081.0	11400.0	7877.0	5727.0	5268.0	11741.0	1993.0	3302.0	4481.0	2618.0	3776.0	1470.0	10676.0	3508.0	13254.0	9032.0	1978.0	13806.0	22036.0	9568.0	12495.0	8799.0	937.0	2446.0	1032.0	7384.0	1027350.0	1353437.993935
sub-0258	2432.0	2013.0	5331.0	2322.0	2537.0	10123.0	15336.0	12515.0	2541.0	11396.0	8421.0	4874.0	5562.0	12584.0	2349.0	3950.0	4294.0	3194.0	3806.0	1448.0	9801.0	3912.0	13999.0	11488.0	2593.0	17206.0	25482.0	15230.0	12041.0	12046.0	1090.0	3273.0	1023.0	7832.0	1186336.0	1701162.483214
sub-0259	2738.0	1957.0	6278.0	2276.0	1883.0	9917.0	13606.0	9606.0	2215.0	11303.0	7764.0	5744.0	5324.0	10158.0	1948.0	3478.0	4322.0	2257.0	3171.0	1262.0	11163.0	2576.0	14093.0	8756.0	2584.0	13941.0	23530.0	12426.0	10802.0	8922.0	991.0	2713.0	952.0	6641.0	1079535.0	1423621.47778
sub-0260	2629.0	2081.0	6873.0	2798.0	2030.0	10052.0	11772.0	10925.0	2249.0	13186.0	8151.0	5031.0	4958.0	11128.0	2075.0	3360.0	5060.0	2340.0	3433.0	1644.0	8119.0	3795.0	13398.0	10061.0	3241.0	18106.0	23995.0	12777.0	13041.0	12684.0	1144.0	2790.0	1073.0	6823.0	1135008.0	1549070.355407
sub-0261	2601.0	2933.0	8493.0	2862.0	2145.0	9910.0	12825.0	12947.0	2660.0	12446.0	7912.0	5975.0	5640.0	12668.0	2456.0	4384.0	5521.0	2374.0	3734.0	1443.0	12661.0	4701.0	17238.0	8682.0	4033.0	18146.0	27027.0	12240.0	15726.0	12791.0	791.0	2915.0	1517.0	7729.0	1290704.0	1778024.276075
sub-0262	2418.0	1806.0	6685.0	2773.0	1528.0	10433.0	12718.0	10619.0	2494.0	11723.0	7518.0	5793.0	4489.0	10161.0	2010.0	3053.0	4924.0	2334.0	3436.0	1711.0	9847.0	3205.0	12373.0	9928.0	2594.0	15866.0	24773.0	12009.0	11259.0	10770.0	1106.0	2667.0	954.0	8392.0	1125966.0	1553003.841713
sub-0263	2822.0	2511.0	7194.0	2870.0	1668.0	9759.0	13030.0	8664.0	2526.0	9936.0	7087.0	5186.0	4847.0	10677.0	1898.0	3549.0	4929.0	2532.0	3500.0	1533.0	9814.0	3349.0	13549.0	10408.0	3166.0	15946.0	22886.0	13207.0	12874.0	9908.0	1314.0	2381.0	1268.0	7385.0	1080499.0	1472205.755552
sub-0264	2211.0	1357.0	6404.0	3548.0	2315.0	8840.0	10552.0	10149.0	2096.0	11675.0	6576.0	5886.0	4749.0	9692.0	2197.0	3285.0	4473.0	2255.0	4037.0	2094.0	7591.0	2922.0	10872.0	8265.0	2469.0	15618.0	21690.0	12264.0	10628.0	9483.0	1121.0	2422.0	983.0	5955.0	1015435.0	1303656.409511
sub-0265	3962.0	1851.0	8702.0	3385.0	2186.0	10910.0	12930.0	11824.0	2837.0	12917.0	8770.0	8217.0	5686.0	12223.0	2356.0	4411.0	5798.0	2607.0	4451.0	2309.0	10362.0	3283.0	15252.0	11237.0	3155.0	18693.0	28508.0	13649.0	15215.0	13068.0	1208.0	2688.0	1878.0	8755.0	1256611.0	1811106.621281
sub-0266	2068.0	764.0	5379.0	2366.0	2004.0	7932.0	11209.0	10943.0	2331.0	11024.0	6541.0	5622.0	4181.0	9809.0	1914.0	3213.0	4365.0	1957.0	3582.0	1456.0	7864.0	2204.0	11487.0	9027.0	2367.0	13087.0	20791.0	11729.0	10403.0	7746.0	893.0	2202.0	930.0	6529.0	1029660.0	1365548.535097
sub-0267	2316.0	1255.0	6319.0	2536.0	2430.0	9222.0	11708.0	10277.0	2201.0	11056.0	6790.0	5936.0	4453.0	10656.0	2227.0	3401.0	4293.0	2007.0	3231.0	1976.0	8921.0	2622.0	13481.0	9929.0	2232.0	13529.0	22755.0	13844.0	12851.0	8324.0	830.0	2948.0	1011.0	6403.0	1104830.0	1538283.909051
sub-0268	2760.0	2157.0	5321.0	2364.0	2510.0	9852.0	14021.0	16482.0	3392.0	9096.0	8560.0	5423.0	5356.0	14031.0	2146.0	3652.0	4822.0	2552.0	4903.0	1603.0	10046.0	3449.0	15667.0	12891.0	3017.0	19971.0	23122.0	15632.0	11871.0	17202.0	1278.0	3302.0	1065.0	9894.0	1297075.0	1886460.890432
sub-0269	2484.0	2515.0	6612.0	2926.0	1556.0	11522.0	13142.0	11355.0	2936.0	13521.0	9122.0	8209.0	5554.0	13622.0	2016.0	3816.0	6319.0	2611.0	4401.0	2091.0	11445.0	3343.0	13899.0	10408.0	2990.0	15272.0	22679.0	15118.0	13541.0	11672.0	817.0	2791.0	1235.0	7242.0	1234664.0	1692848.130355
sub-0270	2234.0	2550.0	7686.0	3599.0	4036.0	10738.0	11051.0	14219.0	3387.0	13261.0	10022.0	5910.0	6372.0	10833.0	2407.0	4096.0	6048.0	2614.0	4145.0	2033.0	11925.0	3132.0	16870.0	11366.0	3835.0	20092.0	29379.0	13675.0	12136.0	15497.0	1066.0	2872.0	1651.0	8624.0	1303633.0	1840623.610212
sub-0271	3358.0	2107.0	9663.0	3328.0	2280.0	11888.0	12138.0	10845.0	2499.0	14652.0	10305.0	6549.0	6240.0	13318.0	2119.0	3430.0	6901.0	2945.0	5260.0	1896.0	9666.0	3933.0	15455.0	9070.0	3354.0	19994.0	33018.0	12679.0	15608.0	17191.0	991.0	2963.0	1691.0	8487.0	1292012.0	1829698.740089
sub-0272	2179.0	2372.0	9442.0	3622.0	1431.0	9793.0	13152.0	10492.0	3025.0	11091.0	8670.0	6468.0	5929.0	12904.0	1712.0	3941.0	5842.0	2360.0	4588.0	2085.0	9978.0	3784.0	14660.0	10342.0	3437.0	17155.0	27877.0	14315.0	12920.0	12537.0	909.0	2343.0	1145.0	8213.0	1277783.0	1715586.982962
sub-0273	2216.0	1536.0	5767.0	3370.0	1962.0	8423.0	10374.0	8674.0	2618.0	10772.0	7515.0	5925.0	4466.0	9789.0	2135.0	3344.0	3851.0	2345.0	4281.0	2392.0	9800.0	3615.0	13805.0	8745.0	2465.0	18472.0	25215.0	12876.0	11978.0	10897.0	982.0	2123.0	1402.0	6991.0	1156981.0	1606922.057936
sub-0274	2835.0	1841.0	7460.0	2822.0	3112.0	11338.0	15935.0	14158.0	2880.0	13360.0	8569.0	7173.0	6120.0	13855.0	2751.0	3617.0	4571.0	2616.0	4075.0	1522.0	9761.0	4017.0	13005.0	11545.0	1934.0	15668.0	27077.0	16873.0	14389.0	13120.0	1108.0	2722.0	1303.0	9174.0	1267420.0	1778008.413165
sub-0275	2593.0	2223.0	5872.0	2646.0	1662.0	10448.0	13359.0	11912.0	2395.0	13080.0	8206.0	6031.0	5919.0	12122.0	1972.0	3402.0	4168.0	3066.0	3439.0	1762.0	9686.0	3657.0	14527.0	10363.0	3373.0	18901.0	25198.0	14756.0	12117.0	10681.0	1203.0	2582.0	1207.0	7947.0	1244418.0	1825083.652215
sub-0276	3502.0	1880.0	6305.0	2338.0	2073.0	12208.0	15548.0	9876.0	2780.0	12852.0	8760.0	6128.0	5564.0	12977.0	2383.0	3570.0	4341.0	2460.0	3301.0	1995.0	12290.0	3406.0	14167.0	10349.0	2797.0	16865.0	24817.0	13910.0	12722.0	11904.0	1157.0	2252.0	980.0	6853.0	1229351.0	1719712.251721
sub-0277	3804.0	2008.0	7454.0	3077.0	2638.0	12347.0	14003.0	14611.0	4353.0	14363.0	10384.0	8561.0	6923.0	13036.0	2150.0	4388.0	7323.0	3188.0	6120.0	2276.0	11809.0	4373.0	17062.0	13785.0	3693.0	20508.0	31545.0	14847.0	15869.0	19651.0	953.0	2800.0	1861.0	9847.0	1551041.0	2268056.882819
sub-0278	2686.0	780.0	6503.0	2146.0	2551.0	9765.0	11914.0	10292.0	2294.0	9952.0	7929.0	6199.0	5470.0	9193.0	2182.0	3734.0	4191.0	2782.0	3508.0	1263.0	10042.0	2222.0	13534.0	9610.0	2152.0	15157.0	24475.0	13000.0	11174.0	11499.0	956.0	3061.0	1205.0	6721.0	1047619.0	1488544.59982
sub-0279	1829.0	1324.0	5470.0	2759.0	2369.0	9445.0	9875.0	11111.0	2400.0	10582.0	7008.0	5012.0	5022.0	9515.0	1941.0	3651.0	4608.0	2230.0	3640.0	1961.0	8532.0	3070.0	11844.0	10271.0	2161.0	14249.0	21898.0	14946.0	12708.0	9962.0	940.0	2271.0	1800.0	7042.0	1023839.0	1373484.306314
sub-0280	2532.0	986.0	9832.0	3008.0	2051.0	10829.0	14978.0	13175.0	2613.0	13403.0	9605.0	5795.0	5800.0	11806.0	2026.0	4173.0	4389.0	3327.0	3901.0	1666.0	10942.0	2874.0	18037.0	12749.0	3700.0	17997.0	26819.0	17097.0	14057.0	14051.0	849.0	3003.0	1471.0	7594.0	1330372.0	1893358.983374
sub-0281	3309.0	1941.0	6632.0	3325.0	2530.0	12206.0	16468.0	13690.0	4078.0	12486.0	10532.0	6581.0	7147.0	15809.0	2770.0	3474.0	6632.0	3583.0	5646.0	1948.0	10348.0	3833.0	14987.0	11838.0	3815.0	16514.0	28205.0	12873.0	16896.0	14731.0	1127.0	2643.0	1492.0	9806.0	1424985.0	2065409.324297
sub-0282	2790.0	2335.0	6502.0	3239.0	2567.0	10927.0	10656.0	12578.0	2449.0	12645.0	9137.0	7228.0	6982.0	11412.0	2579.0	3881.0	6133.0	2552.0	4044.0	2076.0	9883.0	3779.0	14596.0	8620.0	3012.0	19230.0	28922.0	11172.0	13929.0	13280.0	1320.0	3621.0	1364.0	8293.0	1214162.0	1722291.513256
