Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0545	101.9433	99.6256	99.6753	96.9621	89.5469	94.4817	102.6647	96.3636	99.115	96.7088	97.2537	94.6525	97.8079	98.3317	91.9724	99.0818	100.5339	99.3056	101.1634	95.6078	98.6357	100.1711	99.9001	99.1874	99.0536	98.5385	99.0083	100.8036	99.8623	102.0938	99.2884	89.9405	97.2891	95.8818	98.6572	97.512	99.3486	97.6203	87.9663	93.2743	100.854	93.6265	99.2025	95.7783	97.3772	93.5628	97.5847	95.1127	91.6969	100.3119	100.2475	98.6359	102.4	95.2907	98.4806	100.0053	99.8287	99.1081	97.0648	99.4074	98.1284	99.9047	97.2741	100.6362	95.0249	89.266	95.7649	94.2912	98.9988	98.2556
sub-0546	101.8606	98.9283	100.3225	98.5051	88.2421	94.9967	101.7614	97.0751	100.1198	98.9187	96.1929	93.5591	95.2982	100.565	91.2872	99.6742	100.8	97.0435	100.8108	94.9861	98.8792	100.4618	100.6434	99.6314	99.2306	99.0702	99.7546	99.7142	100.2958	102.9077	97.1964	91.7022	98.4046	95.0387	98.7534	98.3664	100.5855	98.0826	87.4544	92.8504	99.8334	94.0306	99.8945	98.0555	95.87	93.1368	96.5272	96.9604	90.2098	99.4346	100.343	98.4161	100.6657	94.8194	97.9447	100.5573	99.2791	99.197	99.4379	99.3333	99.1377	98.9892	96.7753	101.2084	93.5409	87.9746	95.302	93.5699	98.2826	98.0006
sub-0547	98.9086	101.6283	99.099	99.2449	86.013	93.0486	101.0806	93.2602	100.1515	97.652	98.1028	94.1752	101.3902	95.043	90.4926	98.7792	100.6354	97.3167	100.7852	97.198	98.2642	102.0071	98.4108	99.9631	102.0292	98.0185	99.7538	99.8617	97.9374	101.0889	95.5782	89.0789	95.2757	94.376	98.5246	99.6457	97.0601	99.9519	88.1727	92.5926	99.5015	93.927	101.4967	97.4868	97.8009	95.0268	99.2592	95.1555	91.1634	99.5484	99.6646	96.8767	100.2733	95.8425	97.1851	101.639	97.0505	100.4286	101.1022	98.1405	98.2951	99.0741	96.3014	100.5877	94.2211	91.0296	90.4119	93.6596	99.7062	99.233
sub-0548	102.3361	99.3719	100.3162	97.5135	90.3682	94.0547	102.09	97.9332	98.5707	97.2445	97.2743	91.8219	96.6323	101.0011	90.496	99.0797	101.857	96.7433	100.9321	95.2657	100.5415	99.8116	100.3511	98.912	98.8025	100.8716	99.7754	100.4295	100.9481	104.6534	98.1156	91.3485	99.1942	94.7251	99.3465	96.7228	99.3373	98.715	90.0616	92.9227	100.0983	95.5766	98.1324	96.4739	96.2877	92.7357	95.3476	97.8577	90.4426	99.1269	99.4342	99.3077	100.9231	95.6075	98.7206	99.1229	99.0118	98.5365	97.8642	99.9005	98.2861	100.0359	98.6618	101.2958	96.6681	92.9361	96.4097	93.4513	97.7219	96.6047
sub-0549	102.9903	101.4161	99.3914	98.2339	86.6181	94.1335	102.4424	93.1683	100.6005	96.7088	97.6538	93.006	98.6408	97.6362	90.1685	99.5085	101.2038	96.9991	101.7452	96.6791	100.7413	100.8824	100.5212	100.0103	97.9501	100.0274	98.8109	100.9353	99.4112	104.3576	99.2052	84.2041	95.0938	94.041	100.8152	100.1025	98.1527	98.4542	88.2891	92.9242	99.4711	94.6527	100.7901	95.5408	97.4547	92.9723	98.5149	97.7677	90.8374	99.3312	98.9822	98.7208	101.427	95.6753	97.7396	100.2552	98.7059	99.3572	99.0883	99.1743	98.1066	99.5066	97.7115	101.32	98.4883	88.8416	93.3895	93.5712	98.5648	98.4024
sub-0550	100.7365	98.3178	100.3237	95.7129	88.7014	93.7854	100.765	95.9876	98.4215	97.8086	96.6139	91.6068	96.9639	99.0977	90.1867	98.827	102.2377	101.0145	103.3034	91.8364	99.1052	99.5176	100.8697	97.6216	97.7564	99.6028	99.6068	99.3466	98.8284	101.7633	99.6562	90.3072	96.8285	93.2675	97.9167	96.0396	99.1032	96.2069	88.2553	91.7222	100.3158	93.7691	98.1779	97.6432	95.5741	92.0858	97.9549	96.5125	89.7239	98.524	98.703	96.2192	101.5575	93.783	98.3208	98.1824	99.4299	97.8641	97.3278	99.1288	98.5807	99.2326	96.424	101.506	96.7043	88.4588	93.3834	90.6782	96.7509	96.4083
sub-0551	103.8197	95.8822	99.6298	96.8442	93.0418	94.8534	102.5007	98.1319	96.1416	102.0214	97.1733	90.1594	97.6466	101.2969	90.246	96.8564	98.809	101.1265	102.44	94.1596	98.1494	97.1779	98.4893	96.5693	95.3338	99.4815	97.1321	98.8659	99.4049	101.6566	99.185	91.3604	90.489	91.5803	97.8695	94.6747	99.3813	98.04	89.2711	91.8983	101.5528	97.9941	97.2642	99.1204	96.6368	90.7164	99.0988	99.8881	88.863	97.2657	99.0338	103.3961	102.2597	93.6884	98.4367	97.309	98.7655	96.4411	97.258	100.2729	97.4548	98.469	97.664	101.2901	96.2632	94.7395	92.394	91.3765	95.4275	95.8316
sub-0552	100.1029	99.6757	98.257	97.6843	89.9525	94.524	98.8073	96.4349	99.4898	96.0598	96.6816	92.4823	97.5588	99.0177	90.5818	98.4314	100.9684	99.2616	101.218	96.1634	97.8907	100.8735	98.5164	99.2773	98.3463	99.8551	98.1724	98.8872	98.862	101.0607	97.5756	91.5763	98.2293	94.325	97.9218	99.6133	97.8573	96.9507	89.0728	93.0834	99.2953	95.2065	99.5469	96.7205	95.6465	92.3259	98.2896	96.7448	88.3627	97.2307	98.7971	97.8203	99.8005	95.3839	96.7012	100.2279	97.264	98.8772	98.094	98.7312	97.5378	98.1337	95.8953	99.7134	98.6341	90.3767	95.2969	93.1992	98.2172	97.8437
sub-0553	101.5781	99.3294	99.072	97.4471	86.4852	94.5889	103.2052	97.0135	99.5268	99.9196	97.468	92.0427	99.1373	100.196	90.3922	99.8101	101.5427	103.5808	104.2353	93.9848	99.5048	99.0714	99.7881	98.7281	97.8486	101.8417	100.8275	101.4977	97.7395	100.7532	101.4403	87.9296	91.4194	91.6169	100.7936	96.9701	98.5786	96.3921	86.8168	93.7359	101.1775	98.3589	100.769	98.6455	97.6522	91.0835	97.4481	100.4224	90.7614	99.9291	99.6941	103.1408	104.4003	93.0743	99.8349	98.9065	99.5505	98.6609	97.7823	100.7552	99.0976	100.6048	98.5176	100.5381	98.0627	89.0	94.2569	91.5399	96.4149	95.8092
sub-0554	102.7179	97.2252	100.5102	95.8116	87.1447	95.2377	102.8995	96.8745	96.9895	99.7704	96.8024	92.0068	96.7727	100.4567	89.7075	97.4891	101.9641	100.6066	104.3012	92.5814	100.5563	97.8376	100.7377	95.9437	97.6391	101.3066	99.2871	99.4566	97.8201	102.7853	101.4588	88.6019	93.7639	92.7322	99.3125	96.6681	98.6778	96.1007	91.5332	95.17	101.0832	98.6479	97.489	99.9679	97.4139	90.1321	98.0415	100.7	92.1866	96.9936	98.4029	101.037	103.7417	90.2366	98.2124	98.1682	97.8003	95.8008	96.1637	100.6137	97.6237	98.2594	96.4349	100.1814	97.5519	92.2948	92.407	91.8905	96.5778	96.2214
sub-0555	102.2519	98.2718	101.1356	94.1338	88.0344	94.743	100.1359	98.2582	96.8823	99.8554	95.9121	89.379	95.9806	99.8907	88.4029	99.7664	100.0527	99.2794	102.1485	91.5385	100.5914	97.9654	100.4781	96.8968	94.8041	100.6537	100.1251	99.8976	98.9119	101.7106	100.5721	90.8803	93.8242	91.3804	99.6169	96.4093	99.0281	93.4553	84.4478	93.1796	102.2358	97.5719	97.3691	98.0104	95.8562	89.5603	93.3333	100.13	88.9444	100.2207	100.0287	102.3577	104.0662	89.4103	100.4167	97.9054	99.8051	97.238	96.4571	101.2246	99.4655	101.0153	98.2855	101.0452	99.7379	90.8795	94.0801	90.2986	95.4659	95.3151
sub-0556	99.2624	96.2722	99.8025	94.5391	87.762	94.2811	101.1842	98.1561	96.4825	100.5763	97.0574	89.543	96.0296	99.8867	88.4305	98.3123	100.9891	103.5552	104.3981	90.9227	101.0902	98.3923	99.6563	97.213	94.0867	101.5248	97.7543	98.8283	99.2369	102.7808	95.8727	90.3543	95.1199	94.5179	97.9677	95.3376	99.0398	95.6447	87.7241	91.4482	102.2537	96.9369	98.1668	98.6693	97.7408	90.9428	98.0754	99.0659	88.6247	99.2371	98.7372	101.9781	103.1623	91.8294	100.5919	98.6843	99.5865	97.248	96.8379	100.3825	98.1088	100.3077	97.9712	102.626	96.2037	90.6758	95.416	93.2456	96.1895	96.8485
sub-0557	102.3101	96.4596	100.378	95.7489	90.5402	97.7662	102.5426	100.1248	96.0496	102.4406	95.3869	93.2633	95.383	102.3118	91.8359	97.3849	100.4937	102.5453	104.1284	95.0466	100.3761	96.57	100.1433	95.0959	93.2331	100.6094	98.7681	98.294	99.9252	101.8466	99.6679	91.3869	94.0329	91.2901	101.4676	95.2047	99.944	96.0831	87.2932	94.7465	100.8208	98.8276	96.4984	100.5315	92.8134	93.0093	94.439	102.7299	90.588	97.5163	100.2184	104.3509	103.5384	94.8201	101.8345	96.257	101.1134	95.1305	93.7071	100.7012	98.0775	98.1245	100.1355	103.2267	98.572	88.2572	94.822	91.6203	95.0039	94.8002
sub-0558	102.0861	100.372	100.2826	98.0655	90.8373	94.5809	103.4279	96.0655	99.7595	98.3883	98.0445	91.7796	96.4993	99.3281	91.5383	98.3483	101.1654	99.5239	101.144	94.2911	99.0087	100.8452	99.7561	100.411	98.9022	100.0925	99.7754	100.7477	100.0641	103.098	98.5592	88.9227	98.2356	96.0909	97.6571	99.7178	98.6698	97.8894	89.197	91.6045	98.9318	93.1104	99.7034	94.1923	97.1901	91.8125	99.8695	95.1818	90.8534	98.5175	100.2776	98.7237	101.9546	94.3414	97.3426	100.4663	98.2146	99.41	99.923	100.3705	98.4045	99.3154	96.3146	100.4308	96.4868	90.7864	95.5331	95.5025	98.8697	98.1713
sub-0559	102.3714	95.6066	100.1566	98.2758	91.5751	92.5474	103.7429	97.1066	96.5466	99.1995	96.5916	90.2128	97.4677	101.0297	89.1069	99.8672	100.8033	105.2234	104.2913	93.8311	102.194	99.0941	101.5156	97.3746	94.4401	99.7544	97.2539	100.9764	99.6054	104.5078	96.9773	91.6425	93.9144	91.6385	97.0696	93.4212	99.6042	98.8495	89.278	89.7493	104.7643	94.6182	97.1235	98.7422	95.2446	90.2631	96.0682	97.8431	88.305	99.4746	100.8584	101.8182	103.9138	91.531	102.1535	99.1182	100.9019	98.5503	94.7281	98.5023	97.1231	103.1307	97.649	104.5965	96.8724	91.8092	91.5651	91.8712	96.3497	96.1514
sub-0560	100.0973	100.614	101.0851	97.6396	88.3565	93.1139	103.6285	94.7212	99.2844	99.3367	97.0185	91.7811	98.0621	96.8759	89.9123	99.9502	100.6478	100.2516	101.8923	91.1855	101.2665	102.2297	101.3256	100.0129	96.5532	99.4067	99.2846	102.3967	97.7467	104.0929	97.9274	90.8801	92.3158	94.0748	98.5015	98.5962	99.7636	97.9842	88.9368	91.487	99.8799	96.297	99.3835	96.0278	97.2777	92.2589	97.8521	97.7069	90.6796	100.3737	100.1064	100.3525	101.9025	93.4304	99.1808	101.461	99.3472	97.9717	98.6303	99.1656	98.45	100.111	96.9666	101.3616	96.3642	91.4774	92.2382	93.9722	97.8642	96.8614
sub-0561	99.6419	99.4674	99.3541	97.0962	86.8441	92.1114	101.283	95.2336	100.5124	95.2568	97.2199	91.2739	97.761	97.3679	91.7395	98.1925	99.5471	98.9602	101.4845	94.0869	98.0271	100.7843	98.9547	100.0861	99.1243	99.8388	99.0362	99.7146	97.6034	101.7665	101.0307	86.8574	94.338	94.2465	98.549	98.9778	97.8473	97.9458	89.7469	92.9684	99.1674	95.8349	100.5768	94.9131	97.128	92.2708	97.2383	96.6204	91.8997	97.5081	99.0037	98.9686	101.5283	94.1128	96.604	100.103	97.6387	99.6533	98.7098	99.471	98.0879	98.6518	96.2346	99.6388	97.1159	90.9217	93.0609	94.3319	98.6149	98.3824
sub-0562	102.45	96.0271	100.9786	95.6701	90.3206	92.8759	102.5047	96.9187	95.4426	97.2369	96.7987	89.3934	96.4735	100.7624	89.8381	100.5306	101.5843	104.5388	104.55	92.3971	101.3438	98.2662	101.5144	97.7021	96.6457	102.3047	100.3163	102.1894	99.2019	104.0245	114.0076	89.4727	94.8385	91.7838	98.044	95.1657	98.8098	96.1083	87.5391	90.696	101.3346	96.3618	95.7258	96.6211	96.2064	90.0514	97.7395	98.4027	89.4885	99.7601	100.8734	104.0497	103.9415	92.5766	99.7279	97.6044	99.8651	96.6983	97.2026	101.8491	99.0945	100.6337	97.4052	101.7448	103.9281	89.482	89.4257	92.4107	96.5963	95.9293
sub-0563	100.0989	96.8462	99.268	100.9848	91.2455	94.3974	101.8336	95.2364	96.0205	99.2542	97.707	94.127	98.0731	97.5444	88.4874	98.0153	99.3694	98.5546	101.4512	97.17	98.4028	96.7268	99.03	97.9137	96.4391	99.4517	99.1378	100.5549	97.4708	100.0324	99.8996	94.2484	93.2606	91.8283	100.1375	95.0171	100.3331	99.275	88.9438	93.1057	102.2057	96.7179	96.8767	98.4983	95.5006	92.4046	98.429	99.0977	89.1534	97.772	99.7836	98.6251	101.5409	95.3515	100.0364	96.7843	100.7134	97.6252	98.2245	99.7069	98.5869	99.3392	98.4329	102.3234	98.5848	92.035	94.9684	93.0096	95.6103	95.5825
sub-0564	102.2459	99.548	100.3506	96.6921	88.7419	94.206	101.2861	96.0957	98.8162	97.7661	97.6214	91.0782	97.5438	99.1739	92.2785	98.394	102.065	100.4736	102.9293	93.2541	100.0135	100.092	100.4479	98.3895	99.0672	99.6685	98.1673	98.9753	99.5184	103.0801	99.2241	90.2485	95.5835	95.183	99.6521	97.9971	99.216	96.5438	86.4063	93.0191	101.1909	94.2687	98.1293	96.5723	97.8889	92.049	95.6193	96.3677	90.7577	98.8045	101.6708	100.4815	103.4881	93.9369	98.6618	99.3649	99.1357	98.387	97.6397	99.3299	97.5492	98.8922	97.7333	101.8996	97.3275	88.3814	95.8697	94.7253	97.0328	96.6405
sub-0565	103.3279	100.3742	100.9167	97.3813	89.9958	94.6132	100.7428	96.4156	99.0607	97.6967	97.8657	92.3478	98.8061	100.1367	90.8571	96.0176	102.385	99.4669	104.3245	94.124	98.7141	99.7897	98.8421	97.5709	98.3609	101.57	98.7269	99.045	100.7032	102.4732	99.5838	93.248	99.1818	95.9166	97.7354	99.5104	100.2341	96.1769	88.754	91.7153	99.137	93.5966	99.8866	95.8269	97.8363	91.8917	98.6287	95.8221	89.2623	98.2224	100.8588	100.2335	102.4779	93.4075	98.2705	100.9097	98.6126	97.3598	98.5183	100.7398	98.9246	99.2158	96.5676	101.2594	98.0728	91.7985	93.6931	94.8385	99.282	99.0837
sub-0566	100.581	99.8689	99.6543	97.027	91.8201	93.6006	98.9963	96.3355	101.0439	94.4416	97.8602	92.4576	98.1417	97.4242	91.7928	98.0165	100.3375	99.1887	101.4922	94.5742	97.3059	100.5986	97.9872	98.8212	98.7046	98.9238	98.7754	98.9266	98.4298	100.1884	100.2924	93.2993	94.7494	94.0161	98.2506	98.6826	99.6846	97.2122	90.4376	92.1086	98.9421	94.7546	101.5607	95.2658	97.9727	92.6763	100.4892	96.1234	90.5621	98.4241	100.8873	100.4189	101.9265	94.0998	97.6553	99.9689	98.2046	99.3602	99.3367	98.5846	98.7498	99.0326	96.4447	99.9984	96.7985	94.4682	93.6705	94.9295	97.6518	98.9374
sub-0567	101.2208	100.3272	98.7521	98.6799	90.9753	94.3744	100.5599	96.9614	101.4043	94.3492	96.1744	90.9357	96.6486	100.0976	92.4225	97.6881	101.5561	99.3705	103.897	92.2842	99.1023	100.0564	99.7965	99.947	97.4273	99.2936	98.7836	98.8684	100.149	102.4539	98.2764	89.7424	94.8344	93.0902	98.3273	99.5755	98.0011	99.3101	88.1506	91.9986	99.9627	92.7824	101.98	95.3305	94.4711	93.2223	98.5223	95.4469	91.8632	97.6887	99.5655	97.9629	100.7218	93.9248	98.007	99.28	98.71	99.4075	98.3248	98.816	98.2717	98.862	96.6971	100.6651	95.9357	85.0327	92.0322	92.2792	97.0344	97.3907
sub-0568	100.5826	101.1335	99.9119	97.953	87.7026	91.8416	101.257	94.0878	101.846	94.556	97.3607	90.7521	100.6845	96.1956	91.3308	97.5772	101.2237	99.9157	102.3114	93.8382	98.1478	102.2167	98.8254	99.6993	99.5048	99.2815	98.5907	99.914	97.9224	102.725	99.1153	89.1536	93.1014	93.8188	98.2714	99.7153	98.5313	97.3908	86.9401	90.7647	98.9732	92.8253	102.6297	93.6898	98.2255	91.1759	99.6051	95.5483	91.4121	98.1006	99.9551	100.978	102.3137	91.9613	96.72	101.7821	97.1843	99.275	100.2774	99.0227	97.895	98.0596	96.2531	100.0807	97.0487	89.572	90.0712	93.4909	98.8816	98.6961
sub-0569	101.1527	99.0185	99.2731	96.8571	89.0814	93.7663	101.5554	96.3865	99.0619	95.7926	97.4422	91.5479	98.4195	98.7963	90.4508	98.3464	101.8808	98.3538	101.1611	93.7137	98.3703	100.6777	98.4534	99.3557	98.0762	99.6636	98.1881	99.7522	99.8453	103.3421	100.0299	88.5855	97.6771	95.7603	98.2509	98.7641	99.1265	97.3065	84.6482	90.7532	99.6731	92.5998	97.523	94.5921	97.6198	91.315	99.3867	95.9651	87.4219	97.7991	100.137	97.5934	101.1146	93.6052	97.1756	100.3115	97.9805	98.9601	97.3111	99.8314	97.428	98.9766	96.8039	101.2505	97.522	90.1345	94.3762	94.4424	98.8657	98.7339
sub-0570	102.0185	101.2177	99.129	97.0715	89.6337	94.1646	100.7217	96.2973	100.5608	96.885	98.3976	91.6139	101.352	99.5858	91.5015	99.336	100.5979	100.3018	101.2775	90.7901	99.2267	101.588	98.9979	99.9477	96.3853	99.1217	98.128	100.1108	100.1495	103.0878	100.0742	93.331	94.18	95.2677	99.2674	99.2628	99.5113	96.2797	85.7723	90.4709	99.5612	93.8607	100.3498	94.6617	95.9582	91.6941	99.85	96.4251	89.916	99.7604	99.5001	99.3395	99.5151	92.0063	98.7149	100.8266	98.4382	98.55	96.5595	98.4196	97.695	99.593	96.9858	101.6259	96.3969	89.2261	93.3345	93.8794	99.0103	98.3901
sub-0571	103.7215	97.217	98.3067	99.5028	88.3034	97.1536	102.8309	99.2286	96.6196	99.4657	96.9482	93.1394	98.0212	103.0688	90.6019	97.1877	100.1101	103.1594	102.0096	96.902	99.645	96.6822	99.2669	98.0554	98.9116	98.9923	97.6888	99.8154	101.9964	103.4683	96.6697	94.3084	95.4693	91.7207	98.834	96.3887	98.9803	96.7977	86.3706	91.9573	100.198	94.9966	97.1642	96.8267	95.5427	91.3541	97.3997	98.7409	89.0319	97.6699	100.4242	103.8202	103.292	94.6553	99.5268	96.8719	99.4083	97.8293	96.5648	100.0918	98.1761	98.2984	98.5036	100.7378	99.0	92.4673	93.5933	91.1578	95.9704	95.2515
sub-0572	99.1705	99.9054	99.6612	97.7648	90.5263	93.6983	99.661	95.8372	100.2068	94.2854	97.639	93.3848	98.8088	95.829	92.1734	99.7282	101.7148	96.7271	102.1632	93.7948	98.8574	100.8323	99.6714	100.0101	99.5808	99.6454	100.1739	99.3614	98.9269	101.825	95.4195	88.5646	96.8633	95.6747	101.122	99.835	98.3532	98.8588	85.4842	92.5507	100.4739	93.1409	99.6046	94.6318	97.4279	94.1745	99.0118	95.3055	91.6068	99.8686	100.1306	96.1679	101.0225	93.0699	98.1214	101.1096	98.6292	99.496	100.9423	99.0713	99.2577	99.7462	96.0135	102.9875	94.9058	85.3799	97.8131	93.7268	97.9321	97.9
sub-0573	100.343	98.6373	97.3705	93.6758	88.5468	92.8007	102.1246	96.8998	99.4097	97.2662	97.0952	89.4287	98.5486	100.4532	89.4539	98.8995	101.3149	101.6352	102.7981	90.8157	100.6032	99.7123	99.6998	97.3521	94.6496	99.6031	97.7015	99.8623	99.0752	103.5991	99.4902	91.7833	94.501	92.343	97.5093	97.5395	96.5015	94.7594	90.0385	90.9628	101.0724	95.007	100.573	97.1792	97.2753	90.2197	100.3657	97.8236	90.4684	98.489	100.2346	101.3819	101.8561	91.6883	100.0777	100.1121	98.5474	97.8401	96.7925	97.8761	97.0238	99.774	97.3135	102.3258	97.7079	91.0477	95.3063	92.9997	96.5444	96.8288
sub-0574	103.3595	96.682	101.5554	95.1581	92.0286	96.0766	102.0299	100.4908	95.2533	102.5386	98.2419	90.8836	99.2824	103.5921	90.4299	99.8025	100.677	104.6332	103.313	92.3376	101.4614	97.2008	100.2214	96.0407	96.8328	101.2852	100.5619	100.2778	100.2504	103.7716	100.0429	95.627	94.2236	90.1884	99.614	95.751	101.4143	94.539	88.3107	92.313	101.4225	98.2311	96.7078	98.8851	96.8171	89.3729	97.9654	101.9816	88.8157	99.891	101.2726	106.0399	104.0069	91.5323	101.9988	97.6511	100.5423	94.6341	94.7936	101.6519	99.8246	100.1382	99.4698	102.9414	98.0328	93.6125	93.0247	90.3262	94.6382	94.4431
sub-0575	98.6456	97.9242	99.0217	94.5233	85.5383	91.6721	100.4622	98.4416	97.7454	97.6319	95.558	88.3152	97.1261	101.2813	89.579	96.0134	100.4649	102.068	103.2383	92.3805	100.943	97.131	99.7237	95.9888	96.8106	100.3472	99.363	98.2853	99.9505	102.2084	102.1145	87.2637	93.337	90.0003	95.7714	96.2648	97.709	97.8704	90.6857	91.6973	98.6538	98.9395	99.7441	98.7766	98.0408	90.5587	99.4815	100.8166	90.396	96.6992	99.775	102.7506	102.9621	94.3812	98.5312	97.2172	97.819	97.5124	96.7115	100.0636	97.8094	97.568	98.243	99.6628	100.8185	92.9706	89.9149	91.8434	94.2783	94.2376
sub-0576	99.6083	101.463	100.7849	96.6502	87.8844	95.3531	103.304	100.8221	102.3618	99.2448	96.9701	93.1814	99.0017	103.5988	90.0669	99.9295	100.7587	103.5426	102.4563	92.8744	102.363	101.0651	101.3791	98.3939	97.6375	99.3999	100.7929	99.9775	99.7401	103.3729	103.893	89.4977	93.5577	91.829	97.887	98.7621	99.0117	95.6421	88.4706	92.5222	101.298	97.5097	102.2612	96.9683	94.563	92.8738	99.3626	99.4085	88.2501	99.1315	100.6245	101.8547	102.7229	93.0835	100.6377	101.1486	99.7192	98.3157	94.9345	98.4686	99.9709	98.6596	98.6896	101.232	99.1215	91.6686	93.1669	91.9028	96.1666	95.6288
sub-0577	98.1091	96.8142	100.0092	98.6921	89.9265	92.9159	100.5558	97.439	96.596	100.0177	96.6738	91.4655	98.4912	99.7618	89.856	99.2391	102.2846	102.037	103.241	96.0135	100.4946	97.4966	100.2416	96.8422	96.9057	100.2409	98.9515	99.1368	98.3073	102.7754	99.3649	90.0235	92.8182	90.5693	97.0671	96.3	98.8637	97.8753	89.5648	90.8458	101.6404	96.6854	96.7756	99.0633	95.8296	90.6529	96.6135	98.779	87.421	99.5425	100.3613	100.2567	102.5619	93.4424	98.9148	96.9971	99.8152	97.8563	95.1395	98.9689	98.0451	100.4577	97.6118	101.6333	97.6492	91.4818	91.5379	90.6207	95.2559	94.34
sub-0578	100.768	98.8456	98.2842	99.8839	88.4398	93.7478	100.747	93.8772	100.5847	98.3251	95.0729	94.8301	96.4852	95.9101	91.0267	98.2888	100.1766	97.07	100.4454	95.8938	96.5447	99.5582	98.6042	98.7877	96.093	98.0765	97.8394	98.6422	97.5495	101.844	98.2171	88.0281	95.9066	93.4998	98.9424	97.605	96.842	100.5218	87.349	92.7733	98.5049	94.4193	100.6781	96.5478	95.0334	93.9595	95.4469	95.7519	90.5228	98.2846	97.6838	96.4944	100.0071	95.8591	95.6158	99.623	98.1243	98.8434	96.9269	97.2697	96.6231	98.1597	96.0876	99.7669	94.4971	88.0771	95.5195	93.7674	96.9541	96.5298
sub-0579	100.259	100.3135	99.0822	98.2781	86.7244	90.8942	99.0454	92.0767	100.8713	91.9425	95.9024	89.3454	99.1032	95.3606	88.9526	99.5578	101.3238	96.8953	102.383	95.5205	97.4874	102.4376	99.1758	99.4798	100.8111	99.2885	98.8418	98.9847	97.23	101.5377	94.2338	86.3033	93.451	92.5042	99.3404	99.7186	97.4819	97.8469	86.7079	90.3554	99.001	92.8636	100.8466	92.6801	95.6227	93.4638	97.6943	94.3455	88.3303	99.5328	99.1547	96.8167	100.7659	93.0119	96.6676	101.8174	97.4868	99.6517	99.7355	98.4191	97.683	99.0891	96.3071	100.6184	95.0359	86.0014	94.5931	92.3771	98.689	98.0227
sub-0580	99.6397	100.6234	99.3202	97.3143	89.1077	92.8309	101.6455	96.6328	100.4264	96.5939	96.5091	93.6835	97.173	98.4974	90.3757	99.5947	101.052	99.0114	101.8452	93.7759	99.0826	100.7167	99.9397	99.7537	98.1373	99.8462	98.8739	100.5789	98.2407	102.3339	103.5082	90.0123	94.6939	93.277	97.8837	98.3582	98.7265	99.0886	87.4288	91.8232	101.5818	95.4056	100.6933	95.0244	95.097	92.5722	96.6113	97.158	91.3367	100.2655	99.5239	98.0551	101.5619	92.3691	97.643	101.1816	98.7969	100.1513	96.2035	98.4949	98.1455	101.2805	96.7549	101.8779	95.4402	89.863	94.5658	92.244	98.2183	97.6247
sub-0581	101.7554	99.1175	98.9397	93.4152	91.0671	92.0677	100.9534	97.7059	99.0652	96.6156	97.1693	89.8085	96.406	100.5067	90.5778	96.1902	101.4062	103.2358	103.3328	89.3124	99.3375	98.917	98.3011	96.6156	94.9441	99.3026	96.9359	99.5173	99.1416	102.3316	105.5846	90.9761	94.2791	92.8136	99.9463	98.2654	100.0011	93.6282	88.5383	91.8696	103.3265	96.6582	98.9397	97.0552	95.7734	90.3705	95.9746	99.2376	90.1195	96.8709	100.2452	104.3106	104.2346	90.0546	100.5799	99.032	100.2694	97.0504	95.8313	99.9747	97.3636	101.1482	99.161	104.3009	104.711	89.5313	94.4015	93.4641	95.8525	96.7237
