Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-0181	7585.0	399.9	13040.4	49163.5	7750.7	3369.4	3978.2	2036.7	626.0	1436.4	18930.1	3404.5	1361.4	949.9	437.0	4083.1	28.0	260.4	5089.1	293.1	13504.3	48620.8	6833.8	3703.3	4261.3	1941.5	3628.2	1664.3	544.8	3953.6	19.0	248.9	0.0	611.5	0.0	0.0	0.0	0.0	0.0	60.6	974.4	724.5	649.9	589.4	1145.5	1094042.0	1077981.0	1076833.428879	228671.060734	229396.980295	458068.041029	221693.49407	218782.89378	440476.38785	54259.0	611115.041029	968721.428879	955482.428879	953918.0	1379421.0	0.792256	0.998915	23.0	15.0	38.0	1380919.928657
sub-0182	11487.2	201.4	16456.5	54547.5	8091.7	3408.8	5141.6	2114.2	769.7	1927.0	20307.8	3899.0	1490.1	1066.2	414.5	4648.2	11.1	566.6	7668.9	172.4	17245.1	54989.7	7519.5	3490.6	5113.3	1917.5	4199.8	1666.1	474.6	4228.2	21.0	454.8	0.0	484.6	0.0	0.0	0.0	0.0	0.0	45.3	1313.9	781.0	802.5	673.5	1232.4	1171203.0	1147726.0	1146956.471872	223293.758635	225934.056065	449227.8147	248081.417931	247152.239241	495233.657171	59321.0	619485.8147	1027130.471872	1007134.471872	1004522.0	1444379.0	0.732069	0.90282	17.0	19.0	36.0	1599853.071092
sub-0183	4635.0	100.5	19077.8	56012.4	9274.2	3719.6	4791.8	2149.0	740.1	1424.9	21050.7	4625.3	1617.4	1022.3	574.1	4422.8	23.3	250.6	5731.5	159.2	16903.9	56276.8	7779.8	3733.2	5501.4	2228.9	4614.6	1792.4	570.0	4205.3	9.3	234.8	0.0	962.3	0.0	0.0	0.0	0.0	0.0	38.2	980.3	593.6	747.4	552.6	1003.0	1227727.0	1214284.0	1213786.716882	253133.899437	256163.351421	509297.250858	246272.16205	246952.303975	493224.466025	63046.0	685676.250858	1078554.716882	1068090.716882	1066039.0	1503313.0	0.756842	0.926729	28.0	28.0	56.0	1622170.608952
sub-0184	8157.4	136.9	14592.5	59979.6	8016.9	3567.8	4987.1	1865.0	953.4	1498.2	18710.0	5058.0	1769.5	1110.1	538.8	4281.8	0.0	363.2	6151.2	163.9	14237.6	61397.2	7524.4	3806.6	5172.8	1742.2	5046.6	2227.0	578.3	4054.8	14.1	287.1	0.0	521.0	0.0	0.0	0.0	0.0	0.0	101.6	999.0	554.6	646.5	660.9	1054.2	1248656.0	1230615.0	1230001.744651	275401.023289	274421.599765	549822.623055	235043.118126	232925.00347	467968.121596	62068.0	734209.623055	1097691.744651	1083077.744651	1080402.0	1550154.0	0.75924	0.942565	37.0	27.0	64.0	1644612.489296
sub-0185	6769.3	108.5	15403.9	55990.6	7859.7	3821.1	5781.7	2100.2	979.5	2794.8	20196.5	4128.0	1556.9	937.2	376.5	4195.3	4.4	289.4	4214.0	272.2	14558.0	54717.2	7318.8	3711.1	5777.9	1980.5	4382.2	1829.6	574.0	4156.1	13.9	259.1	0.0	1250.1	0.0	0.0	0.0	0.0	0.0	118.1	1076.1	584.4	705.4	545.3	1035.3	1207428.0	1191597.0	1190824.174014	263101.727459	256546.378123	519648.105582	238700.567754	231283.500678	469984.068432	60848.0	692252.105582	1064388.174014	1053093.174014	1051185.0	1503709.0	0.715127	0.890607	28.0	27.0	55.0	1688410.005844
sub-0186	11093.4	473.3	16792.0	58395.4	9586.9	4502.0	5831.7	2578.2	1212.9	2347.1	24346.0	4539.2	1841.2	1621.3	505.2	5052.4	13.5	489.9	9479.9	697.6	17026.7	62144.6	8969.4	4745.8	6017.5	2577.9	4677.7	1917.3	699.1	4859.3	0.0	500.4	3.6	480.3	0.0	0.0	0.0	0.0	0.0	77.0	1119.6	721.4	767.1	612.2	1150.7	1275336.0	1248393.0	1248012.321105	249246.891544	251131.530096	500378.421639	261313.243432	261926.656034	523239.899465	69939.0	692702.421639	1118232.321105	1096266.321105	1093877.0	1611064.0	0.696275	0.879567	21.0	18.0	39.0	1831656.013298
sub-0187	11046.1	343.0	15809.2	54226.1	7285.7	3680.2	5260.8	2093.4	672.2	2177.8	20583.0	3716.8	1740.7	923.8	363.9	3952.6	25.8	901.6	7970.0	469.7	14257.4	54947.9	6915.6	3677.3	5199.7	2178.5	3855.9	1813.6	501.2	3841.2	35.5	697.2	0.0	992.0	0.0	0.0	0.0	0.0	0.0	116.2	1158.1	635.7	539.1	522.4	1160.2	1166168.0	1141755.0	1141650.34217	247833.496971	244200.843856	492034.340826	229145.084772	224621.916572	453767.001344	57587.0	659240.340826	1026410.34217	1005498.34217	1003425.0	1425189.0	0.995968	1.217185	19.0	27.0	46.0	1170889.421293
sub-0188	4356.3	55.9	22692.8	61741.2	8989.3	3897.1	5372.2	2625.9	690.5	1664.2	25136.9	4754.5	1924.6	926.8	447.3	4972.1	158.2	377.1	5571.8	96.3	20130.7	62182.4	8385.3	3971.6	5462.4	2498.5	4739.2	2062.9	618.2	4944.6	39.8	376.3	0.0	1463.0	0.0	0.0	0.0	0.0	0.0	132.2	1034.8	700.9	665.8	855.9	1103.2	1363562.0	1350361.0	1349098.464095	294504.080897	292083.246935	586587.327832	265059.077826	262583.058437	527642.136263	66935.0	778778.327832	1196305.464095	1186085.464095	1182484.0	1691603.0	0.702829	0.871913	45.0	37.0	82.0	1940104.228301
sub-0189	10454.5	107.5	19952.8	71274.7	8792.8	4408.3	5441.5	2276.6	990.2	3280.6	25073.2	4354.8	1571.5	1633.4	624.1	4947.2	45.1	645.8	10535.0	147.8	18627.4	73583.3	7756.3	4623.7	5313.2	2324.0	4781.5	1885.3	766.5	5154.5	0.0	718.4	0.0	1255.2	0.0	0.0	0.0	0.0	0.0	66.4	1230.7	767.6	852.0	630.2	1168.9	1326431.0	1298851.0	1297542.583141	274404.91601	272697.818189	547102.734198	250346.904409	250453.944533	500800.848942	66616.0	759567.734198	1139333.583141	1117434.583141	1115795.0	1682914.0	0.705838	0.895534	26.0	30.0	56.0	1879228.572692
sub-0190	7244.3	214.2	16301.5	56478.6	8002.9	3668.8	5857.2	2198.5	1090.8	3378.7	22669.1	4176.4	1702.4	1066.2	393.8	4559.6	44.0	319.1	8245.5	272.5	15215.2	58544.9	7156.8	3738.5	5716.7	2249.4	4496.1	2079.9	584.2	4539.2	62.8	536.3	0.0	614.5	0.0	0.0	0.0	0.0	0.0	105.8	1296.7	838.9	783.2	673.4	1465.6	1201767.0	1180177.0	1179525.690444	244187.166384	243231.383317	487418.549701	244020.711326	239557.429418	483578.140743	62691.0	666113.549701	1051994.690444	1035830.690444	1034315.0	1528622.0	0.705712	0.89765	21.0	15.0	36.0	1702915.156055
sub-0191	6672.0	177.7	15846.9	57527.3	8312.3	3721.8	4979.9	2195.1	790.8	1910.9	22865.9	4855.8	1834.8	893.2	429.3	4583.6	33.2	517.5	8526.4	132.9	14604.4	57720.6	8001.2	3972.9	5155.7	2347.9	4702.0	2082.9	574.4	4384.0	32.4	479.9	0.0	491.9	0.0	0.0	0.0	0.0	0.0	52.8	987.5	612.9	617.1	709.3	994.1	1253740.0	1234259.0	1233861.817561	251761.28972	252380.615988	504141.905708	260053.261813	260136.65004	520189.911853	63680.0	684421.905708	1107360.817561	1091293.817561	1088399.0	1548991.0	0.764919	0.945055	15.0	20.0	35.0	1639048.717568
sub-0192	8847.1	331.2	16580.8	48457.8	6766.0	3406.0	4249.1	1961.2	751.8	1628.8	16773.0	3806.0	1451.7	1206.5	424.6	3944.9	0.0	642.6	13624.1	216.3	15852.8	50952.8	6137.8	3547.8	4244.2	1931.6	3645.0	1623.1	475.1	3705.5	3.8	681.3	0.0	647.9	0.0	0.0	0.0	0.0	0.0	43.9	1089.8	549.2	466.8	484.3	975.4	1079055.0	1051816.0	1051248.872463	228294.792401	227194.060292	455488.852693	205876.828705	205402.191065	411279.019771	52371.0	608578.852693	946139.872463	922276.872463	919672.0	1345090.0	0.723207	0.901509	31.0	23.0	54.0	1492042.56415
sub-0193	5967.0	306.9	21235.2	73562.8	10932.2	4612.8	6208.0	2760.5	1334.8	1754.6	28066.3	5889.1	2285.8	1519.7	463.0	6243.1	6.1	304.6	6816.3	209.8	20104.5	76277.9	10165.0	4748.2	6163.1	2681.2	6069.8	2412.4	684.6	5875.6	18.1	327.4	0.0	901.2	0.0	0.0	0.0	0.0	0.0	81.9	985.2	687.1	747.7	533.0	1180.1	1550426.0	1532917.0	1532399.170438	300275.275863	301820.584502	602095.860365	330045.415618	329165.894455	659211.310073	79412.0	833049.860365	1357211.170438	1344103.170438	1341172.0	1960835.0	0.812039	1.026992	19.0	27.0	46.0	1909300.036131
sub-0194	6363.2	204.7	12249.8	55390.9	7502.0	4184.5	4886.1	1963.0	958.1	2558.9	18743.0	4299.3	1558.4	867.9	473.5	4031.7	26.4	514.1	5625.9	255.4	12809.7	57018.1	6765.4	4029.0	5044.5	2083.8	4269.2	1916.2	608.0	3936.9	26.8	480.8	0.0	336.1	0.0	0.0	0.0	0.0	0.0	99.7	1225.2	691.7	745.4	718.3	893.1	1121516.0	1104428.0	1103828.172102	233845.283816	239376.108741	473221.392557	214626.883951	219596.895595	434223.779545	58712.0	645901.392557	982347.172102	969544.172102	966696.0	1452935.0	0.704903	0.913209	21.0	21.0	42.0	1591022.144812
sub-0195	3271.7	217.1	17941.9	76206.2	9097.2	4805.1	5084.7	2690.7	686.7	2321.7	26282.2	4859.8	1730.9	812.1	423.6	5095.2	0.0	178.6	3111.9	105.2	18103.4	77473.7	8937.7	5005.3	5113.9	2613.0	4693.0	2015.7	525.7	4830.6	0.0	236.8	0.0	804.5	0.0	0.0	0.0	0.0	0.0	101.6	797.6	436.8	805.0	755.5	847.6	1270033.0	1259777.0	1259222.70012	263365.920524	266520.690788	529886.611312	237413.251578	234360.837231	471774.088808	68389.0	752236.611312	1078588.70012	1071993.70012	1070512.0	1583006.0	0.696713	0.868403	38.0	32.0	70.0	1822892.692549
sub-0196	5427.5	311.8	21029.0	63273.4	8664.5	4492.7	5824.0	2516.4	1175.5	2023.3	25626.3	4698.9	1911.2	1077.8	570.2	5105.6	53.0	363.7	5562.9	218.4	19399.9	63579.2	7859.3	4516.4	5820.0	2487.7	4909.7	1962.2	710.0	4929.8	24.8	558.2	0.0	1622.9	0.0	0.0	0.0	0.0	0.0	126.9	910.8	587.4	703.9	742.5	1156.4	1499929.0	1484199.0	1484087.910015	303948.319877	306012.379444	609960.699321	318167.65253	319922.558164	638090.210694	68587.0	806599.699321	1331103.910015	1319445.910015	1316680.0	1845905.0	0.799334	0.98371	19.0	15.0	34.0	1876473.009708
sub-0197	5321.5	148.7	13778.1	56359.9	8450.7	3876.0	5406.1	2215.0	864.0	2351.1	21334.3	4843.4	1846.6	988.6	462.9	4367.4	17.4	450.9	4956.6	149.0	14088.0	57695.7	7981.9	3929.3	5423.6	2252.5	5076.2	2078.8	610.6	4395.8	13.4	459.2	0.0	1156.7	0.0	0.0	0.0	0.0	0.0	35.8	877.7	631.7	749.5	1083.5	882.7	1246725.0	1231928.0	1230482.046432	257812.263384	261042.199251	518854.462635	252081.668876	253403.91492	505485.583796	64688.0	698688.462635	1103127.046432	1092303.046432	1090455.0	1551624.0	0.722809	0.899579	26.0	25.0	51.0	1724833.191526
sub-0198	10028.3	255.1	15899.1	61256.3	6525.1	3595.9	4731.4	2042.6	882.4	2016.5	20037.2	3869.4	1574.1	1054.0	376.0	3876.5	13.4	666.7	5988.7	620.5	13964.4	65030.0	6636.3	3646.0	4783.8	2011.2	4001.6	1946.8	441.2	3818.3	16.1	352.3	0.0	872.5	0.0	0.0	0.0	0.0	0.0	65.4	971.2	547.0	506.3	426.0	784.9	1135196.0	1113996.0	1113304.377455	244107.596709	245894.476941	490002.07365	205369.455906	206067.8479	411437.303806	55844.0	672459.07365	976843.377455	959434.377455	957925.0	1430739.0	0.707106	0.891197	20.0	22.0	42.0	1605412.418953
sub-0199	4186.2	225.0	18811.2	59869.9	8566.1	3426.3	5656.4	2460.8	837.0	1545.3	25453.8	4219.3	1744.3	938.6	547.4	4712.4	24.5	205.6	5634.5	268.6	16786.5	60872.8	7253.1	3560.1	5779.8	2483.3	3922.1	1920.9	689.4	4473.8	27.9	303.1	0.0	924.9	0.0	0.0	0.0	0.0	0.0	107.6	1194.0	645.3	921.0	864.8	1123.7	1321388.0	1308223.0	1307895.450759	257787.358407	261796.188541	519583.546948	285485.361557	283568.542255	569053.903811	62795.0	703768.546948	1163934.450759	1153847.450759	1151690.0	1605569.0	0.755296	0.917732	25.0	25.0	50.0	1749496.256732
sub-0200	5724.8	435.7	16032.8	65323.5	10166.7	3460.0	5626.8	2197.4	1203.3	2450.0	22046.1	4421.2	2070.7	1306.6	538.7	4776.7	0.0	278.7	9093.8	183.3	16503.4	63422.2	8408.5	3427.0	6696.8	2142.1	4355.4	2087.9	635.0	4687.6	13.1	405.7	0.0	843.0	0.0	0.0	0.0	0.0	0.0	76.6	779.8	445.0	671.5	808.3	1244.0	1360043.0	1339770.0	1338798.812083	299127.575661	294396.372692	593523.948353	259056.407952	257947.455778	517003.86373	66759.0	789810.948353	1196002.812083	1180496.812083	1178197.0	1692071.0	0.713826	0.888092	21.0	22.0	43.0	1905287.60573
sub-0201	6457.0	177.6	14491.7	54480.6	8699.6	3378.6	4572.6	1981.9	734.9	1563.0	20635.5	3972.7	1445.1	968.8	474.1	4211.2	25.5	603.6	4679.5	328.9	14117.3	53800.5	7913.2	3441.7	5045.2	2059.1	4287.6	1866.7	617.9	4074.2	25.6	421.4	0.0	566.1	0.0	0.0	0.0	0.0	0.0	121.1	1223.4	818.0	1111.8	794.5	973.3	1184547.0	1169531.0	1168793.616548	244395.626397	241992.007666	486387.634063	247244.906416	238213.076068	485457.982484	59437.0	655541.634063	1046179.616548	1034208.616548	1031944.0	1473889.0	0.711091	0.884785	27.0	27.0	54.0	1665816.10939
sub-0202	11171.3	304.2	18359.3	67116.0	8409.6	3787.8	5434.5	2535.0	934.0	1659.6	23146.8	4106.5	1547.9	1279.4	386.6	4925.2	4.8	620.7	6374.9	144.3	17136.1	66514.6	8131.3	3812.7	5235.7	2447.0	4577.5	1730.8	606.0	4829.8	4.3	470.8	0.0	579.3	0.0	0.0	0.0	0.0	0.0	47.0	1007.2	608.8	772.7	792.3	1205.9	1277542.0	1255299.0	1254909.160731	251305.43733	249516.280796	500821.718126	263540.404315	257600.03829	521140.442605	63675.0	699228.718126	1107156.160731	1088623.160731	1085983.0	1601361.0	0.713343	0.894155	21.0	25.0	46.0	1790921.932372
sub-0203	7517.3	201.8	17297.1	58530.3	8766.6	3784.2	5477.1	2088.7	884.3	2354.5	20316.4	4434.3	1808.1	964.7	494.8	4421.3	13.7	370.7	6529.7	307.0	15896.0	62327.2	7340.8	4005.3	5757.6	2167.5	4861.2	2064.6	750.7	4446.2	12.2	435.9	0.0	539.9	0.0	0.0	0.0	0.0	0.0	30.8	1042.6	578.2	683.8	595.9	918.8	1276814.0	1258192.0	1257771.321384	269493.119176	272862.550725	542355.669901	249163.510307	248193.141176	497356.651483	63880.0	728807.669901	1121505.321384	1106856.321384	1103990.0	1607658.0	0.700037	0.881428	35.0	33.0	68.0	1823924.609503
sub-0204	1890.9	196.0	13047.8	53429.4	7270.1	2953.6	4732.9	1849.2	548.0	1724.8	18364.3	4556.5	1620.6	695.4	396.7	3902.3	24.2	116.5	2419.3	139.5	13595.0	52419.8	7003.4	3158.8	4902.1	1911.4	4257.0	1754.6	629.0	3764.3	26.7	274.0	0.0	651.5	0.0	0.0	0.0	0.0	0.0	53.8	802.9	436.1	680.4	858.3	779.3	1047716.0	1040540.0	1040404.959033	226685.720831	225854.982206	452540.703036	201261.453614	198190.802383	399452.255997	56171.0	615601.703036	914652.959033	910171.959033	908279.0	1289948.0	0.736985	0.907376	32.0	20.0	52.0	1421623.865862
sub-0205	7285.3	166.0	13900.4	50690.8	7639.3	3338.0	4664.5	1759.2	1211.0	1793.9	17360.5	3873.4	1557.2	997.0	383.0	3941.3	0.0	565.8	9167.6	178.9	12392.4	51522.6	6596.4	3478.3	4832.6	1911.9	3776.4	1575.5	458.6	3686.6	0.0	615.7	0.0	479.1	0.0	0.0	0.0	0.0	0.0	86.2	998.7	538.8	712.8	670.9	893.5	1094056.0	1072851.0	1072106.292682	234627.740018	236432.622351	471060.362369	207293.34251	209719.587803	417012.930313	54828.0	629755.362369	963343.292682	945968.292682	943589.0	1372054.0	0.71852	0.901094	23.0	28.0	51.0	1522653.131763
sub-0206	7147.8	252.4	18312.0	63865.9	9169.5	3883.3	5414.1	2335.2	812.3	1969.9	24713.9	4625.3	1763.3	979.3	508.2	4694.7	29.6	458.6	5968.7	232.4	18296.5	65820.3	8213.7	4044.2	5763.8	2275.5	4613.3	1921.3	609.0	4513.3	14.4	412.8	0.0	974.4	0.0	0.0	0.0	0.0	0.0	146.6	1047.9	740.8	972.6	853.9	1010.1	1273440.0	1256323.0	1255024.743372	274707.617183	274421.550836	549129.168019	237976.673176	235251.902178	473228.575353	65387.0	745431.168019	1105478.743372	1091938.743372	1088968.0	1608225.0	0.703065	0.887899	17.0	29.0	46.0	1811269.618676
sub-0207	4232.7	139.0	14825.0	55596.4	8602.2	4559.8	5510.6	2047.3	867.1	1635.7	19664.0	4443.1	1484.8	834.2	367.6	4437.7	17.3	200.0	4254.6	199.1	13995.7	55647.6	7807.4	4954.5	5834.7	1957.7	4357.2	1735.7	636.8	4195.7	36.8	289.3	0.0	591.2	0.0	0.0	0.0	0.0	0.0	72.5	982.4	517.0	501.9	585.1	852.4	1102144.0	1090420.0	1089887.675509	224170.508377	229039.310873	453209.81925	216136.680106	217044.176153	433180.856259	63500.0	628997.81925	960923.675509	952466.675509	950375.0	1387235.0	0.711148	0.8951	22.0	20.0	42.0	1549809.599116
sub-0208	15952.0	284.7	19539.0	65785.1	8794.6	3107.1	5287.5	2310.7	1243.8	2339.9	25007.2	4127.3	1835.1	1294.5	454.7	4899.1	19.8	1113.6	9641.8	190.7	17692.7	67945.4	8163.4	3168.5	5327.3	2119.7	4226.2	1924.1	580.5	4752.4	9.6	834.0	0.0	1014.5	0.0	0.0	0.0	0.0	0.0	157.8	1441.8	843.0	788.6	591.0	1422.6	1362550.0	1330433.0	1329790.45556	268507.69359	268058.103928	536565.797518	280853.965051	278990.692991	559844.658042	62332.0	733874.797518	1189495.45556	1162097.45556	1159269.0	1688566.0	0.706552	0.875608	14.0	16.0	30.0	1928449.562202
sub-0209	5049.8	186.6	16084.1	54039.8	8564.3	3490.7	4900.5	1897.9	706.4	1224.3	20813.3	4305.5	1312.4	1125.8	331.8	4322.0	16.4	324.7	4685.7	176.8	15339.8	56351.2	7374.7	3537.3	5120.3	1806.0	4235.7	1635.0	493.4	4193.8	22.0	338.2	0.0	613.6	0.0	0.0	0.0	0.0	0.0	68.3	1071.4	645.0	858.5	932.5	1002.5	1159063.0	1146209.0	1145645.744826	227223.977735	226547.609564	453771.587299	246526.684273	245103.473254	491630.157527	58471.0	624037.587299	1016578.744826	1006547.744826	1004398.0	1432170.0	0.727946	0.899471	16.0	10.0	26.0	1592236.553589
sub-0210	14193.8	243.7	20256.5	65908.3	9102.0	4199.3	5905.1	2759.6	985.8	1416.9	25538.7	4203.1	1781.6	1289.0	496.3	5181.7	0.0	871.0	16702.0	352.0	18686.2	68701.3	8625.0	4170.5	5974.2	2456.7	4478.6	2094.9	667.0	4973.8	11.1	768.7	0.0	850.1	0.0	0.0	0.0	0.0	0.0	107.3	1138.7	619.4	574.9	595.0	1184.5	1426288.0	1390072.0	1389230.351146	287248.641409	286683.887444	573932.528853	289262.267774	283488.554519	572750.822293	68750.0	778763.528853	1251267.351146	1218540.351146	1216187.0	1789137.0	0.694618	0.871329	36.0	41.0	77.0	2053342.583164
sub-0211	11791.6	589.8	15286.7	54106.9	7334.3	3303.2	4682.1	2013.6	1279.9	2807.7	20025.8	4456.2	1486.5	1207.7	312.8	3921.0	22.6	598.1	9737.3	263.0	16264.6	56373.1	6894.4	3576.4	4703.8	1990.9	5080.5	1634.5	440.5	3770.7	26.0	617.3	0.0	895.8	0.0	0.0	0.0	0.0	0.0	64.4	928.2	668.8	641.1	519.3	959.6	1135889.0	1107703.0	1106416.29254	234868.0402	238205.913161	473073.953361	216679.958181	216570.380997	433250.339178	57478.0	642858.953361	990531.29254	967449.29254	965055.0	1429470.0	0.7115	0.895394	22.0	27.0	49.0	1596471.053591
sub-0212	10875.9	497.4	16833.2	64375.0	8675.7	4557.1	5950.1	2358.0	726.2	1876.5	25632.9	4912.2	1704.8	1020.3	488.5	5395.8	0.0	802.5	12543.8	341.1	16461.8	64630.4	8858.4	5090.8	6001.1	2319.2	5260.9	1991.6	571.0	5260.8	0.0	746.0	1.0	574.3	0.0	0.0	0.0	0.0	0.0	78.9	1006.6	370.5	445.6	479.3	889.6	1321028.0	1292132.0	1291704.495485	288119.95771	291803.089283	579923.046993	239900.780424	238175.668067	478076.448492	70915.0	781459.046993	1157605.495485	1132201.495485	1129277.0	1612891.0	0.71867	0.877451	35.0	17.0	52.0	1838155.540344
sub-0213	7837.3	231.9	12760.8	52079.0	7451.8	3114.8	4261.8	1984.2	621.1	1782.8	18386.7	3504.3	1440.1	1006.0	485.9	3896.0	31.2	738.2	9244.6	592.4	13164.3	52246.1	6537.6	3254.5	4638.0	1959.2	3537.8	1599.3	509.1	3752.1	46.1	857.8	0.0	1101.0	0.0	0.0	0.0	0.0	0.0	98.4	1073.6	558.0	521.5	476.5	1122.5	1062518.0	1040497.0	1040013.301117	226671.87642	226223.948794	452895.825214	202119.221328	202271.254576	404390.475903	53587.0	611047.825214	931230.301117	912298.301117	911329.0	1303062.0	0.858699	1.0531	16.0	11.0	27.0	1237357.838789
sub-0214	4860.7	166.7	14598.8	56106.0	7947.8	4156.6	5888.0	2318.4	733.4	1917.9	19707.3	4466.1	1950.3	935.0	547.7	4309.0	0.0	521.4	4852.7	129.0	13511.6	56074.3	7896.1	4004.1	5818.9	2216.8	4547.3	2008.6	618.7	4105.8	21.8	491.1	0.0	781.2	0.0	0.0	0.0	0.0	0.0	75.0	930.4	601.5	819.1	678.6	940.5	1249250.0	1235280.0	1234767.14479	266940.050527	268212.956173	535153.0067	247333.737664	247818.400426	495152.13809	64123.0	713263.0067	1108021.14479	1097458.14479	1094887.0	1552753.0	0.713298	0.886593	23.0	30.0	53.0	1751370.639532
sub-0215	7750.9	18.0	15346.9	50951.1	7561.7	3524.9	4642.0	2081.0	800.4	1585.1	19706.6	4032.0	1523.2	1060.6	326.7	3944.8	17.2	350.9	9198.3	200.9	14962.7	53057.4	6843.6	3634.6	4607.0	2014.7	4260.2	1699.0	391.1	3881.4	9.9	477.5	0.0	810.7	0.0	0.0	0.0	0.0	0.0	85.3	1067.2	670.1	483.5	526.7	1024.6	1127528.0	1106682.0	1105555.367843	245804.007294	245948.273135	491752.280429	212608.140056	210648.947359	423257.087414	56260.0	652943.280429	991777.367843	974235.367843	972335.0	1412861.0	0.704843	0.883211	14.0	10.0	24.0	1599687.223698
sub-0216	7821.3	228.9	15146.1	56963.0	6922.3	2944.9	4261.2	1789.4	682.0	1474.5	17925.6	3766.4	1430.6	734.0	328.8	3690.1	15.5	417.0	5711.2	235.4	14176.1	56520.5	6379.5	3066.9	4252.4	1889.7	3929.8	1406.6	517.6	3405.4	0.0	480.1	0.0	487.5	0.0	0.0	0.0	0.0	0.0	75.7	1064.6	541.7	473.1	500.8	711.5	1003950.0	986997.0	986833.01122	209341.235039	208557.672065	417898.907104	187941.751332	186980.352783	374922.104116	51254.0	583525.907104	860923.01122	846681.01122	844189.0	1246848.0	0.751183	0.932927	24.0	23.0	47.0	1336491.053252
sub-0217	5257.2	193.4	20121.1	63749.2	8310.9	3451.4	4834.9	2124.2	1008.4	1902.4	22010.2	4061.5	1488.5	906.4	394.2	4445.8	0.0	266.9	4517.3	249.2	20055.1	64359.7	7332.2	3468.3	4696.2	2091.1	3982.6	1609.7	557.8	4203.2	10.3	279.6	1.0	669.0	0.0	0.0	0.0	0.0	0.0	83.9	1046.7	700.0	635.7	550.0	1036.0	1150042.0	1136414.0	1135570.658278	224154.487636	223612.239948	447766.727584	232252.673049	229131.257644	461383.930694	58358.0	634887.727584	980742.658278	970739.658278	968286.0	1416085.0	0.74123	0.912701	23.0	15.0	38.0	1551531.748586
sub-0218	4860.5	425.9	13964.9	52692.9	8789.3	3425.9	5041.8	2055.2	661.4	1555.4	17919.5	4571.5	1602.4	972.6	383.3	4204.6	0.0	316.1	4304.2	362.3	14104.4	53791.2	7769.9	3728.6	5139.8	1973.7	4686.3	1999.2	475.8	4147.1	3.9	329.4	0.0	963.7	0.0	0.0	0.0	0.0	0.0	69.5	1020.6	578.2	619.9	488.3	931.5	1163780.0	1150755.0	1149820.667686	265210.908522	268557.620702	533768.529224	210762.568356	208419.570107	419182.138462	61978.0	703732.529224	1028585.667686	1018584.667686	1015796.0	1431137.0	0.743459	0.914255	48.0	36.0	84.0	1565357.992533
sub-0219	4106.2	218.1	15513.5	51646.9	7843.5	3994.7	5394.2	2094.0	569.5	1625.1	18826.8	4109.2	1666.9	871.9	539.8	4140.1	23.0	394.2	4831.7	86.0	14726.9	52096.1	7219.5	4128.5	5579.4	2033.2	4291.1	2004.8	652.5	3963.5	69.9	389.3	0.0	941.5	0.0	0.0	0.0	0.0	0.0	123.9	975.4	667.7	770.3	702.6	819.9	1213037.0	1200766.0	1200333.013696	260234.287477	254997.362389	515231.649866	246995.459699	243493.90413	490489.36383	60840.0	680472.649866	1078219.013696	1068696.013696	1066977.0	1484481.0	0.962791	1.178237	11.0	23.0	34.0	1259916.844076
sub-0220	13521.1	278.5	16107.1	59767.7	8170.6	3943.5	5266.8	2021.1	614.2	1879.0	20801.6	3740.8	1520.4	825.0	558.6	4171.6	20.4	566.1	9982.3	159.8	15988.7	61384.6	7885.2	3964.0	5200.8	2162.0	4024.7	1760.1	683.8	4009.2	19.6	658.3	0.0	556.2	0.0	0.0	0.0	0.0	0.0	65.7	1181.3	828.5	826.3	502.3	943.3	1194478.0	1166336.0	1166176.22316	253344.657819	251901.612566	505246.270385	224369.445095	223420.50768	447789.952775	60231.0	687003.270385	1041007.22316	1016005.22316	1013394.0	1454381.0	0.990021	1.205437	20.0	28.0	48.0	1206517.35913
