rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0452	974.0	663.0	2128.0	1434.0	406.0	2913.0	6419.0	2946.0	750.0	4940.0	2622.0	2721.0	2208.0	3822.0	597.0	1352.0	1552.0	832.0	1529.0	1378.0	3708.0	1179.0	4055.0	4348.0	515.0	6379.0	7697.0	5057.0	3413.0	3550.0	336.0	457.0	282.0	2131.0	85288.0	1090130.0	1178188.593002
sub-0453	1152.0	767.0	2246.0	1913.0	400.0	3206.0	5848.0	3632.0	900.0	5986.0	2842.0	3024.0	2057.0	3885.0	763.0	1602.0	1456.0	957.0	1926.0	1731.0	4381.0	1303.0	5593.0	3791.0	694.0	5650.0	7661.0	5506.0	4104.0	4066.0	351.0	354.0	376.0	2439.0	92559.4	1245833.0	1750073.874361
sub-0454	943.0	1050.0	2533.0	1935.0	352.0	3665.0	4907.0	3601.0	1086.0	6067.0	2872.0	4067.0	2202.0	3737.0	812.0	1720.0	1819.0	815.0	1653.0	1898.0	4573.0	1470.0	4989.0	4411.0	665.0	8681.0	8619.0	5509.0	3406.0	4189.0	332.0	498.0	317.0	2498.0	97890.0	1273810.0	1733978.853479
sub-0455	1137.0	626.0	2360.0	1884.0	334.0	2989.0	5827.0	3272.0	1084.0	5207.0	3314.0	4005.0	2311.0	4172.0	590.0	1525.0	1748.0	946.0	1774.0	2008.0	4083.0	1203.0	5236.0	4293.0	639.0	5367.0	7366.0	5754.0	3901.0	4578.0	390.0	547.0	333.0	2352.0	93154.5	1206774.0	1710644.982357
sub-0456	768.0	791.0	1966.0	1862.0	467.0	3570.0	6300.0	3534.0	1011.0	6559.0	2879.0	2919.0	2116.0	4040.0	666.0	1376.0	1348.0	1051.0	1536.0	1551.0	4440.0	1507.0	4891.0	4238.0	847.0	7484.0	7582.0	6218.0	3884.0	4227.0	272.0	407.0	414.0	2238.0	94957.4	1271381.0	1447504.135975
sub-0457	978.0	637.0	2492.0	2022.0	283.0	2869.0	5402.0	2802.0	1068.0	5629.0	3341.0	3973.0	2022.0	3925.0	681.0	1579.0	1614.0	842.0	1925.0	1780.0	4196.0	1420.0	5375.0	4011.0	676.0	6423.0	8584.0	5143.0	4796.0	5224.0	363.0	439.0	457.0	2719.0	95688.7	1328627.0	1875501.538151
sub-0458	878.0	1056.0	1777.0	1773.0	338.0	3374.0	4799.0	3880.0	1042.0	5712.0	3078.0	3555.0	1932.0	3598.0	703.0	1484.0	1318.0	999.0	1947.0	1882.0	4403.0	1479.0	4339.0	4041.0	768.0	6764.0	6471.0	5294.0	3769.0	4453.0	310.0	460.0	371.0	2261.0	90307.5	1180522.0	1566312.358538
sub-0459	658.0	800.0	2382.0	1464.0	530.0	2926.0	4931.0	3206.0	1011.0	5101.0	2278.0	3001.0	1977.0	3216.0	699.0	1526.0	1630.0	829.0	1712.0	1529.0	4584.0	1311.0	4946.0	4289.0	600.0	5782.0	6951.0	5617.0	3558.0	3567.0	299.0	478.0	363.0	2603.0	86346.4	1174975.0	1566922.255301
sub-0460	934.0	546.0	2544.0	1777.0	369.0	2542.0	4800.0	3212.0	1007.0	4850.0	2511.0	3262.0	1824.0	3411.0	546.0	1364.0	1405.0	1025.0	1532.0	1613.0	3683.0	1324.0	4874.0	3610.0	479.0	5611.0	7292.0	5395.0	3814.0	3505.0	321.0	384.0	344.0	2251.0	83959.5	1127676.0	1519820.385944
sub-0461	1107.0	634.0	2098.0	1786.0	374.0	3328.0	6266.0	3587.0	968.0	5034.0	3000.0	3681.0	1916.0	3821.0	683.0	1556.0	1483.0	765.0	2127.0	1649.0	4170.0	1196.0	5003.0	4476.0	585.0	7378.0	6536.0	6452.0	4096.0	4513.0	284.0	439.0	333.0	2103.0	93423.9	1312921.0	1818460.952412
sub-0462	927.0	976.0	2018.0	1829.0	439.0	2878.0	5897.0	2592.0	954.0	6299.0	2951.0	3780.0	1998.0	3401.0	699.0	1315.0	1166.0	840.0	1378.0	1729.0	3337.0	1402.0	4507.0	3403.0	622.0	6989.0	6543.0	4967.0	3669.0	3192.0	335.0	428.0	318.0	2079.0	85844.1	1176205.0	1677392.339256
sub-0463	860.0	664.0	1295.0	1746.0	365.0	2519.0	4785.0	2611.0	869.0	5031.0	2494.0	3392.0	1666.0	2787.0	486.0	1418.0	1034.0	865.0	1421.0	1654.0	3405.0	1204.0	4410.0	3939.0	512.0	4538.0	5516.0	4938.0	3384.0	2966.0	288.0	349.0	240.0	2050.0	75699.7	1050601.0	1503120.228982
sub-0464	876.0	692.0	2698.0	1640.0	544.0	3296.0	6848.0	3423.0	879.0	5024.0	3038.0	3467.0	2130.0	3875.0	808.0	1731.0	1411.0	911.0	1505.0	1643.0	4260.0	1247.0	6189.0	4485.0	593.0	6313.0	8900.0	6339.0	4125.0	3952.0	316.0	495.0	338.0	2667.0	96659.3	1353148.0	1935825.430197
sub-0465	882.0	822.0	2305.0	1622.0	443.0	3803.0	5286.0	3396.0	790.0	6074.0	2852.0	3096.0	2012.0	3769.0	714.0	1588.0	1334.0	946.0	1555.0	1474.0	3914.0	1263.0	4731.0	3587.0	727.0	5930.0	7313.0	5295.0	3976.0	4166.0	357.0	446.0	317.0	2219.0	88898.5	1226930.0	1754936.401837
sub-0466	1000.0	667.0	1910.0	1899.0	377.0	3329.0	5509.0	3466.0	1031.0	5434.0	2835.0	3674.0	1955.0	3516.0	705.0	1366.0	1332.0	831.0	1696.0	2149.0	3900.0	1050.0	3895.0	4172.0	594.0	5914.0	6973.0	5665.0	3651.0	3133.0	316.0	440.0	315.0	2114.0	86771.2	1163922.0	1661713.887971
sub-0467	809.0	559.0	1537.0	1624.0	322.0	2667.0	4220.0	2563.0	605.0	4398.0	2414.0	2607.0	1726.0	2983.0	495.0	1283.0	1047.0	733.0	1255.0	1484.0	3326.0	790.0	4115.0	3161.0	502.0	4676.0	5015.0	4666.0	3163.0	3522.0	285.0	395.0	295.0	1852.0	71093.4	999853.0	1381496.268783
sub-0468	884.0	569.0	2268.0	1543.0	432.0	3498.0	4671.0	2820.0	846.0	5769.0	2604.0	3698.0	1867.0	3464.0	677.0	1303.0	1220.0	908.0	1302.0	1542.0	4337.0	1080.0	5006.0	3595.0	475.0	5495.0	6346.0	5412.0	4468.0	3732.0	317.0	426.0	412.0	2585.0	85567.2	1182572.0	1666087.842432
sub-0469	1322.0	1258.0	3291.0	2383.0	556.0	3486.0	5709.0	4316.0	1147.0	7060.0	4135.0	3410.0	2900.0	5144.0	715.0	2375.0	2126.0	1232.0	2711.0	1727.0	5539.0	1492.0	5553.0	6950.0	1071.0	9082.0	11405.0	7332.0	5313.0	4886.0	415.0	567.0	418.0	2873.0	119885.0	1579493.0	2233705.473173
sub-0470	1056.0	688.0	2691.0	1485.0	528.0	3480.0	6320.0	3402.0	835.0	4981.0	2638.0	2845.0	2215.0	3892.0	662.0	1551.0	1430.0	748.0	1398.0	1120.0	4143.0	1309.0	5173.0	3951.0	599.0	6302.0	8375.0	5354.0	3835.0	3927.0	355.0	423.0	320.0	2592.0	90612.8	1239792.0	1725225.417331
sub-0471	780.0	733.0	1711.0	1407.0	427.0	2305.0	4784.0	3018.0	723.0	4063.0	2652.0	2652.0	1853.0	3029.0	454.0	1333.0	1206.0	764.0	1179.0	1264.0	3156.0	964.0	4365.0	3197.0	623.0	4926.0	6113.0	4713.0	3316.0	3528.0	269.0	424.0	302.0	1995.0	74228.1	1028636.0	1410121.214618
sub-0472	951.0	643.0	1793.0	1379.0	296.0	2714.0	4888.0	3028.0	721.0	3877.0	2605.0	2891.0	1937.0	3595.0	548.0	1256.0	1238.0	744.0	1400.0	1420.0	3560.0	1122.0	4075.0	3790.0	538.0	6148.0	6269.0	4908.0	3815.0	3623.0	266.0	350.0	368.0	2389.0	79140.1	1033641.0	1471119.407758
sub-0473	905.0	752.0	2018.0	1293.0	471.0	2347.0	4112.0	3048.0	851.0	4009.0	2348.0	2648.0	1829.0	3127.0	513.0	1258.0	1224.0	637.0	1465.0	1239.0	3914.0	1134.0	4348.0	3530.0	539.0	5273.0	6661.0	4091.0	3601.0	3402.0	338.0	439.0	331.0	1998.0	75690.5	1061019.0	1539491.770134
sub-0474	1126.0	911.0	2604.0	1959.0	601.0	3749.0	7405.0	4947.0	1089.0	6780.0	3358.0	3966.0	2380.0	5590.0	656.0	1956.0	2116.0	1160.0	2343.0	1786.0	4615.0	1442.0	6158.0	4950.0	764.0	7726.0	8913.0	7116.0	4606.0	4929.0	412.0	519.0	411.0	3014.0	112048.0	1499749.0	2088379.781368
sub-0475	1020.0	617.0	3031.0	1799.0	708.0	3134.0	5765.0	3713.0	911.0	5862.0	2456.0	2799.0	1426.0	3628.0	545.0	1659.0	1726.0	741.0	1574.0	1464.0	4353.0	1212.0	5658.0	3956.0	563.0	7112.0	8159.0	5584.0	3818.0	4365.0	308.0	587.0	426.0	2435.0	93111.1	1341909.0	1944162.565517
sub-0476	970.0	902.0	2522.0	1328.0	514.0	3108.0	5147.0	3922.0	1015.0	4612.0	3223.0	3112.0	2239.0	3757.0	580.0	1501.0	1710.0	1017.0	1780.0	1328.0	5168.0	1122.0	4986.0	4270.0	713.0	7631.0	7352.0	5857.0	4112.0	4590.0	324.0	646.0	345.0	2427.0	93829.5	1324347.0	1955720.00243
sub-0477	901.0	712.0	2588.0	1073.0	355.0	3089.0	5145.0	2908.0	761.0	4414.0	2866.0	2645.0	2053.0	3589.0	728.0	1472.0	1312.0	819.0	1441.0	1037.0	3479.0	1182.0	4674.0	3565.0	700.0	5138.0	7027.0	5010.0	3867.0	3552.0	230.0	439.0	291.0	2328.0	81386.3	1155488.0	1659497.08824
sub-0478	899.0	803.0	2619.0	1737.0	480.0	3535.0	6854.0	3762.0	1137.0	5787.0	3244.0	3017.0	2514.0	4200.0	716.0	2080.0	1554.0	1174.0	2210.0	1518.0	4736.0	1698.0	5527.0	4552.0	696.0	7879.0	10048.0	6175.0	4519.0	3997.0	334.0	514.0	422.0	3064.0	103992.0	1383447.0	1942031.918169
sub-0479	754.0	506.0	2062.0	1406.0	386.0	2781.0	3978.0	3010.0	721.0	4741.0	2359.0	3112.0	1639.0	3042.0	623.0	1304.0	1325.0	696.0	1253.0	1308.0	3008.0	889.0	3728.0	3158.0	449.0	5310.0	5757.0	4539.0	3072.0	2604.0	244.0	391.0	262.0	1819.0	72199.4	992801.0	1366508.163139
sub-0480	865.0	906.0	2395.0	1783.0	251.0	3721.0	4700.0	3620.0	858.0	4677.0	2751.0	2897.0	2083.0	3769.0	646.0	1575.0	1525.0	1002.0	1676.0	1567.0	3816.0	1624.0	4609.0	3787.0	795.0	5615.0	6959.0	5667.0	3741.0	3974.0	293.0	358.0	422.0	2574.0	87488.7	1140387.0	1296093.934203
sub-0481	1139.0	853.0	2023.0	2055.0	389.0	3985.0	6468.0	3699.0	883.0	6107.0	3100.0	3634.0	2386.0	4106.0	689.0	2029.0	1371.0	904.0	1728.0	1775.0	4695.0	1487.0	5604.0	4236.0	653.0	7841.0	10530.0	6277.0	4881.0	4617.0	346.0	469.0	432.0	3096.0	104484.0	1380653.0	1881693.190944
sub-0482	950.0	526.0	2483.0	1816.0	346.0	3048.0	4973.0	3670.0	963.0	5256.0	2723.0	3450.0	1853.0	3623.0	675.0	1553.0	1328.0	743.0	1579.0	1722.0	3816.0	1133.0	4892.0	4018.0	464.0	6424.0	6815.0	5146.0	3340.0	3843.0	305.0	389.0	335.0	2212.0	86405.3	1224131.0	1550984.112938
sub-0483	796.0	672.0	2288.0	1649.0	435.0	3375.0	4704.0	3329.0	837.0	5131.0	2896.0	3024.0	1999.0	3379.0	659.0	1554.0	1433.0	850.0	1609.0	1645.0	3792.0	1090.0	4457.0	3689.0	682.0	5518.0	7332.0	4354.0	3862.0	3958.0	316.0	470.0	373.0	2229.0	84384.1	1141242.0	1621822.549791
sub-0484	1084.0	1044.0	2981.0	2263.0	545.0	4010.0	6569.0	4374.0	1171.0	7261.0	3236.0	4202.0	2238.0	3856.0	786.0	1865.0	1344.0	1002.0	1907.0	2275.0	4798.0	1498.0	6656.0	4399.0	731.0	7606.0	9380.0	5996.0	4467.0	4783.0	361.0	535.0	403.0	2360.0	107981.0	1493205.0	2099654.365129
sub-0485	1024.0	568.0	2592.0	1497.0	384.0	2996.0	5572.0	3144.0	962.0	4891.0	3205.0	3089.0	1968.0	3976.0	622.0	1435.0	1384.0	885.0	1470.0	1532.0	3946.0	1015.0	4383.0	4035.0	574.0	5539.0	6866.0	5862.0	3505.0	3987.0	367.0	386.0	284.0	2016.0	85957.7	1185624.0	1170689.369036
sub-0486	681.0	823.0	2255.0	1605.0	535.0	3304.0	5217.0	3504.0	701.0	5716.0	3169.0	3301.0	2209.0	3580.0	572.0	1764.0	1696.0	1103.0	2419.0	1580.0	3739.0	1117.0	5002.0	4132.0	722.0	6861.0	8741.0	4617.0	4227.0	3634.0	313.0	488.0	329.0	2861.0	92496.9	1293583.0	1778409.522163
sub-0487	820.0	680.0	1548.0	1473.0	306.0	3044.0	4397.0	2857.0	817.0	4263.0	2432.0	3009.0	1976.0	3357.0	637.0	1359.0	1247.0	870.0	1403.0	1360.0	3331.0	1206.0	3900.0	3751.0	544.0	5480.0	6504.0	4886.0	3260.0	2949.0	271.0	438.0	276.0	2033.0	76670.5	1046437.0	1305898.602151
sub-0488	908.0	818.0	2449.0	1572.0	414.0	3544.0	5976.0	3233.0	829.0	6988.0	3281.0	2348.0	2275.0	3453.0	712.0	1507.0	1639.0	996.0	1768.0	1243.0	4093.0	1337.0	4830.0	3690.0	749.0	7512.0	7283.0	5153.0	3800.0	3229.0	351.0	434.0	305.0	2459.0	91172.3	1255622.0	1824700.129216
sub-0489	904.0	603.0	2072.0	1658.0	382.0	2650.0	5407.0	3030.0	949.0	5252.0	3042.0	2919.0	1829.0	3703.0	506.0	1487.0	1425.0	823.0	1575.0	1588.0	3645.0	1135.0	3926.0	3641.0	531.0	6512.0	6874.0	4539.0	3801.0	3604.0	243.0	481.0	325.0	2235.0	83189.3	1114126.0	1576054.922941
sub-0490	917.0	782.0	2310.0	1582.0	454.0	3499.0	5293.0	3547.0	903.0	4715.0	2436.0	2790.0	1982.0	3467.0	566.0	1557.0	1384.0	795.0	1387.0	1526.0	3471.0	1092.0	4415.0	4046.0	723.0	5737.0	7038.0	4881.0	3584.0	3465.0	342.0	504.0	336.0	2329.0	83841.6	1177755.0	1706137.401241
sub-0491	976.0	628.0	2367.0	1629.0	366.0	3009.0	6203.0	3080.0	875.0	5760.0	2871.0	3048.0	1933.0	3751.0	744.0	1592.0	1504.0	834.0	1427.0	1410.0	4335.0	1201.0	5025.0	4068.0	570.0	5840.0	7077.0	6035.0	3944.0	5022.0	324.0	533.0	339.0	2076.0	90371.7	1229360.0	1727124.240476
sub-0492	1059.0	973.0	1819.0	1490.0	383.0	3257.0	5653.0	3275.0	922.0	4917.0	2434.0	3213.0	1957.0	3656.0	619.0	1643.0	1379.0	953.0	1688.0	1492.0	4394.0	1451.0	4599.0	4068.0	804.0	5063.0	6320.0	5431.0	3562.0	4082.0	303.0	403.0	296.0	2355.0	85882.1	1165308.0	1609007.027753
sub-0493	997.0	620.0	2612.0	1806.0	596.0	3391.0	5732.0	3955.0	1008.0	7217.0	3512.0	3282.0	2245.0	4213.0	612.0	1653.0	1619.0	1041.0	1936.0	1507.0	4611.0	1147.0	5768.0	4415.0	487.0	7580.0	10048.0	6207.0	4649.0	4523.0	368.0	489.0	363.0	2575.0	102776.0	1353449.0	1994527.960358
sub-0494	797.0	863.0	2048.0	1763.0	387.0	2752.0	4999.0	3061.0	727.0	4697.0	2703.0	3035.0	1950.0	3195.0	525.0	1522.0	1335.0	826.0	1543.0	1390.0	3665.0	1286.0	4479.0	3792.0	654.0	5439.0	6125.0	5835.0	3812.0	4065.0	262.0	415.0	365.0	2420.0	82722.6	1122470.0	1570171.208196
sub-0495	885.0	760.0	2332.0	1516.0	497.0	2849.0	5642.0	3670.0	870.0	5322.0	2911.0	2803.0	2179.0	3589.0	559.0	1420.0	1486.0	881.0	1330.0	1234.0	4054.0	1382.0	4369.0	3889.0	661.0	6087.0	7526.0	5398.0	3880.0	4254.0	341.0	412.0	381.0	2536.0	87898.2	1221668.0	1668322.126871
sub-0496	1048.0	887.0	3077.0	2125.0	491.0	3764.0	5500.0	4936.0	915.0	7494.0	3486.0	4163.0	2275.0	4485.0	839.0	1459.0	1542.0	1023.0	1919.0	2074.0	4152.0	1343.0	5780.0	4089.0	841.0	7118.0	7180.0	6166.0	3528.0	3786.0	366.0	554.0	271.0	2362.0	101028.0	1416048.0	1964762.52626
sub-0497	777.0	773.0	2125.0	1863.0	323.0	3200.0	5144.0	3635.0	906.0	5664.0	2967.0	3533.0	2073.0	3745.0	594.0	1493.0	1279.0	798.0	1582.0	2066.0	3676.0	1114.0	4366.0	4348.0	736.0	6066.0	6786.0	5644.0	3410.0	3671.0	285.0	463.0	311.0	2097.0	87495.6	1184496.0	1705565.632694
sub-0498	860.0	670.0	1704.0	1402.0	579.0	3130.0	4883.0	3195.0	711.0	4754.0	2136.0	2756.0	1850.0	3113.0	608.0	1513.0	1286.0	742.0	1535.0	1239.0	3369.0	1054.0	4096.0	3110.0	656.0	4888.0	6104.0	4991.0	3163.0	3335.0	257.0	491.0	309.0	2527.0	76974.8	1093229.0	1464880.088877
sub-0499	883.0	601.0	1870.0	1569.0	413.0	2832.0	4315.0	2920.0	875.0	4886.0	2807.0	2738.0	2270.0	3233.0	595.0	1457.0	1295.0	895.0	1607.0	1201.0	3645.0	1150.0	4959.0	3941.0	505.0	5189.0	7646.0	5240.0	3614.0	3600.0	349.0	389.0	370.0	2392.0	82244.8	1125308.0	1483456.889834
sub-0500	1183.0	893.0	2469.0	1947.0	406.0	2873.0	5984.0	3833.0	1255.0	6224.0	3664.0	3649.0	2427.0	4468.0	676.0	1380.0	1340.0	931.0	1837.0	1696.0	4463.0	1249.0	5537.0	4937.0	833.0	6811.0	7863.0	5521.0	4534.0	4232.0	407.0	519.0	342.0	2448.0	98824.9	1405143.0	2016119.380929
sub-0501	956.0	570.0	2094.0	1190.0	644.0	3373.0	6368.0	3605.0	771.0	4473.0	2817.0	2684.0	1708.0	3293.0	614.0	1483.0	1141.0	734.0	1054.0	969.0	4187.0	1054.0	4935.0	3864.0	528.0	4847.0	6368.0	5348.0	3359.0	3857.0	354.0	459.0	317.0	2205.0	82212.7	1167389.0	1546803.408445
sub-0502	1174.0	576.0	1815.0	1643.0	380.0	3202.0	5920.0	3062.0	916.0	4747.0	2613.0	3585.0	1945.0	3842.0	650.0	1456.0	1635.0	952.0	1865.0	1695.0	3980.0	1327.0	4860.0	3873.0	581.0	5870.0	8033.0	5696.0	3851.0	4206.0	279.0	467.0	367.0	2688.0	89614.7	1225107.0	1604585.003865
sub-0503	822.0	766.0	2071.0	1505.0	386.0	2268.0	4517.0	2660.0	946.0	5273.0	2302.0	3496.0	1613.0	2837.0	527.0	1189.0	1124.0	825.0	1298.0	1659.0	3683.0	1069.0	4914.0	3199.0	649.0	5739.0	6954.0	4592.0	3021.0	3100.0	328.0	439.0	251.0	1938.0	77957.2	1092782.0	1456320.19715
sub-0504	812.0	843.0	2187.0	1610.0	360.0	2564.0	5439.0	2775.0	590.0	5389.0	2574.0	2890.0	1946.0	3108.0	587.0	1391.0	1378.0	837.0	1596.0	1450.0	3509.0	1104.0	4190.0	3663.0	664.0	6189.0	6668.0	5069.0	3153.0	2910.0	315.0	382.0	283.0	1986.0	80408.3	1107742.0	1422891.383255
sub-0505	919.0	925.0	1600.0	1828.0	286.0	3057.0	5093.0	3242.0	755.0	4176.0	2854.0	3204.0	1943.0	3595.0	649.0	1566.0	1243.0	727.0	1644.0	1742.0	4070.0	1282.0	4781.0	4030.0	714.0	5840.0	7249.0	5478.0	3376.0	3975.0	387.0	438.0	296.0	2269.0	85231.8	1170525.0	1626878.241452
sub-0506	916.0	827.0	2035.0	1572.0	356.0	2760.0	5148.0	3557.0	844.0	5612.0	3191.0	3012.0	2131.0	3905.0	572.0	1600.0	1446.0	945.0	1966.0	1304.0	3663.0	1148.0	4305.0	3778.0	722.0	5907.0	6385.0	4966.0	3763.0	2981.0	320.0	441.0	292.0	2276.0	84579.7	1207097.0	1723755.762303
sub-0507	945.0	633.0	2631.0	1674.0	485.0	2973.0	5979.0	3784.0	961.0	5670.0	3343.0	3626.0	2183.0	4706.0	618.0	1780.0	1434.0	855.0	1780.0	1572.0	4009.0	1221.0	5258.0	4847.0	700.0	7787.0	8291.0	6057.0	4211.0	4541.0	288.0	526.0	338.0	2675.0	98359.4	1324111.0	1861921.571212
sub-0508	848.0	529.0	2558.0	1794.0	472.0	2991.0	4840.0	3512.0	961.0	5955.0	2578.0	3526.0	2114.0	3530.0	648.0	1447.0	1494.0	844.0	1689.0	1990.0	4179.0	1171.0	4807.0	3499.0	510.0	6135.0	7397.0	5158.0	3544.0	3644.0	289.0	540.0	328.0	2615.0	88129.8	1199805.0	1650142.843614
sub-0509	734.0	693.0	1882.0	1451.0	372.0	3321.0	5279.0	3163.0	761.0	5521.0	2576.0	3667.0	1883.0	3402.0	549.0	1355.0	1276.0	908.0	1724.0	1789.0	3607.0	1063.0	4791.0	3318.0	580.0	5734.0	6814.0	4769.0	3565.0	3412.0	294.0	438.0	287.0	2195.0	83166.0	1128572.0	1521235.156898
sub-0510	725.0	849.0	2413.0	1328.0	379.0	2531.0	4985.0	2967.0	891.0	4636.0	3154.0	2510.0	1916.0	3300.0	631.0	1564.0	1201.0	897.0	1352.0	1111.0	4314.0	1206.0	4961.0	3898.0	549.0	7172.0	7315.0	6104.0	3402.0	3851.0	383.0	428.0	326.0	2155.0	85403.8	1132710.0	1610228.590087
sub-0511	957.0	610.0	2611.0	1525.0	497.0	3357.0	5224.0	3473.0	892.0	4456.0	3273.0	2906.0	2238.0	3623.0	742.0	1815.0	1398.0	915.0	1342.0	1418.0	4449.0	1340.0	5195.0	4432.0	801.0	6952.0	7932.0	5394.0	3793.0	3741.0	345.0	481.0	373.0	2244.0	90741.3	1239424.0	1821435.920258
sub-0512	794.0	604.0	2110.0	1579.0	333.0	2958.0	4105.0	2705.0	849.0	5396.0	2548.0	2670.0	1865.0	3191.0	590.0	1434.0	1455.0	901.0	1494.0	1607.0	3890.0	1241.0	4462.0	3559.0	540.0	5753.0	5927.0	4621.0	3552.0	3807.0	299.0	372.0	337.0	2152.0	79700.4	1093599.0	1481519.606637
sub-0513	999.0	968.0	2563.0	1815.0	437.0	3560.0	7078.0	3901.0	1058.0	6022.0	3297.0	3716.0	2293.0	3675.0	754.0	1294.0	1600.0	1139.0	1763.0	1526.0	4929.0	1402.0	5486.0	4874.0	699.0	7105.0	7405.0	6750.0	4087.0	4781.0	328.0	577.0	378.0	2728.0	100974.0	1393808.0	1914922.577848
sub-0514	1028.0	548.0	2593.0	1363.0	426.0	3306.0	5963.0	3357.0	893.0	6001.0	3201.0	2872.0	1963.0	4020.0	555.0	1389.0	1428.0	787.0	1405.0	1151.0	4232.0	1054.0	4964.0	4415.0	750.0	7134.0	7682.0	6573.0	3881.0	4098.0	359.0	483.0	351.0	1955.0	92179.1	1201917.0	1716906.357042
sub-0515	817.0	536.0	2293.0	2150.0	338.0	2664.0	4299.0	3024.0	912.0	4944.0	2887.0	2619.0	2177.0	3239.0	618.0	1135.0	1246.0	791.0	1534.0	1680.0	3618.0	1012.0	5117.0	3979.0	460.0	5387.0	6749.0	5476.0	3996.0	3530.0	269.0	396.0	379.0	2355.0	82619.9	1088457.0	1565723.037787
sub-0516	1025.0	755.0	2251.0	1656.0	405.0	2835.0	7056.0	3358.0	837.0	5510.0	2386.0	3143.0	2071.0	3755.0	597.0	1378.0	1607.0	768.0	1645.0	1613.0	3531.0	1166.0	3879.0	3534.0	637.0	7010.0	7668.0	5060.0	3708.0	3914.0	350.0	368.0	306.0	2599.0	88368.4	1171453.0	1661714.732822
sub-0517	891.0	664.0	1981.0	1997.0	430.0	3548.0	4290.0	3895.0	797.0	6198.0	2864.0	3376.0	2128.0	3470.0	575.0	1737.0	1535.0	1028.0	1919.0	1704.0	3736.0	1270.0	5554.0	4338.0	652.0	5481.0	8034.0	5532.0	3736.0	3590.0	230.0	616.0	393.0	2669.0	90851.6	1237711.0	1701906.932585
sub-0518	1035.0	786.0	2407.0	1615.0	413.0	2391.0	4560.0	2842.0	925.0	4881.0	2905.0	3112.0	2201.0	3585.0	538.0	1574.0	1628.0	709.0	1506.0	1514.0	3622.0	1273.0	4520.0	3932.0	553.0	5878.0	6303.0	5389.0	4016.0	3618.0	303.0	378.0	373.0	2079.0	83338.0	1160165.0	1210397.333558
sub-0519	766.0	523.0	2174.0	1559.0	594.0	3090.0	4813.0	2793.0	888.0	5388.0	2658.0	3034.0	2030.0	3053.0	606.0	1460.0	1543.0	822.0	1727.0	1657.0	3915.0	1230.0	5020.0	4203.0	482.0	5202.0	7808.0	5027.0	3966.0	3911.0	288.0	522.0	411.0	2757.0	85905.3	1156587.0	1544938.213566
sub-0520	1045.0	647.0	2345.0	1746.0	450.0	2870.0	5955.0	3842.0	1001.0	5318.0	2883.0	3324.0	2200.0	4121.0	587.0	1602.0	1750.0	1103.0	1851.0	1622.0	4309.0	1343.0	5422.0	4121.0	782.0	6493.0	7950.0	6082.0	3621.0	3864.0	303.0	484.0	342.0	2452.0	93802.5	1261373.0	1707656.558087
sub-0521	839.0	607.0	1950.0	2134.0	426.0	3180.0	4691.0	3120.0	794.0	5533.0	2567.0	3351.0	1858.0	3072.0	548.0	1483.0	1341.0	762.0	1501.0	2025.0	3607.0	1212.0	4451.0	3383.0	591.0	4453.0	6382.0	5546.0	3433.0	3407.0	290.0	466.0	329.0	2354.0	81669.0	1146004.0	1573860.535594
sub-0522	837.0	690.0	2010.0	1613.0	288.0	2795.0	4978.0	3142.0	916.0	5033.0	2436.0	2827.0	2018.0	3296.0	553.0	1418.0	1376.0	784.0	1613.0	1476.0	3482.0	1031.0	4581.0	3905.0	537.0	5893.0	6443.0	5340.0	3594.0	3499.0	337.0	415.0	337.0	2442.0	81930.2	1030414.0	1054934.572695
sub-0523	856.0	724.0	2013.0	1654.0	345.0	2782.0	4877.0	3657.0	795.0	4853.0	2970.0	3554.0	2031.0	3431.0	608.0	1631.0	1144.0	858.0	1378.0	1724.0	3920.0	1088.0	4668.0	4242.0	624.0	5633.0	6036.0	6005.0	3448.0	3753.0	292.0	432.0	327.0	2254.0	84605.5	1091321.0	1514465.785244
sub-0524	812.0	896.0	2347.0	1559.0	399.0	2979.0	4440.0	2960.0	838.0	4279.0	2574.0	2949.0	1793.0	3331.0	523.0	1502.0	1291.0	742.0	1630.0	1580.0	3825.0	1291.0	5152.0	3659.0	789.0	6270.0	7239.0	4427.0	3543.0	3401.0	212.0	493.0	307.0	2268.0	82298.0	1142511.0	1403035.577456
