csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
36327.66015625	n/a	n/a	1319698892.4279938	25042.19921875	n/a	n/a	627111741.7115631	25167.357421875	n/a	n/a	633395879.6004066	n/a	n/a	n/a	-0.054687642	0.0246724625	0.0769445563	-0.0107355837	-0.0284500683	0.0339813213	-0.0116725624	0.062106169	-0.0043113536	0.06735503450000001	0.0160555231	-0.0663179356	0.0949394009	-0.1527464188	0.0656398176	-0.0930345844	0.028491630499999997	-0.008741505699999999	0.0648523301	-0.0873992417	0.0402298439	-0.0086953467	0.0301681473	-0.0920707597	0.09153755029999999	-0.0195657631	0.0419077764	-0.0573392863	0.04520179059999999	-0.050767211799999996	0.0198240431	-0.0093332652	-0.0064928936	0.08847625279999999	0.0898200207	-0.0010249892	0.026062662900000002	-0.0029831699	0.0021286925	-0.0040211173999999995	0.0766045928	-0.0068699366	0.0435956031	-0.1189706564	0.028801969900000002	-0.0144941031	0.052614549299999994	-0.1271160547	0.0345745318	-0.0056092793000000005	0.0017045967	-0.0368153441	0.1258948191	-0.027999869900000002	0.07367939009999999	-0.0414911595	0.018917825200000002	-0.0635262531	-0.0878546999	0.0250991866	-0.045592135	0.0225718658	0.0089788473	0.0172873149	-0.06686200169999999	-0.0541109125	0.022112681699999998	0.078747225	-0.0312978432	0.035211818	0.0094738927	0.0004911607	-0.0014722536	0.0458342812	-0.047359620899999996	0.0786285488	-0.09703981019999999	0.0139683958	-0.0533863708	0.07432655519999999	-0.0470133638	0.1688350739	-0.0059872034	0.0133727329	-0.020901674	0.0359044795	-0.0456269701	0.0214905203	-0.09891325699999999	0.040385476499999996	-0.11792956619999999	0.0190906222	-0.0246864825	0.0678863955	-0.169935429	0.0227465948	-0.0144697737	0.0735179598	-0.0148499151	-0.0068519063	0.0634312346	0.001074546	0.0030933441999999997	-0.0291167597	0.044308062300000006	-0.0267033577	0.0149362331	-0.0447435887	0.017719091699999998	-0.0953176893	0.0619104822	-0.0088477173	0.027766692599999997	-0.1023451246	0.091153106	-0.0303481472	0.0172338829	-0.024784541099999998	0.0308510355	-0.0278781408	0.01788612	-0.0181749494	0.032450979500000005	-0.0736573878	0.052623159	-0.09951776960000001	-0.0147933807	0.0534023227	-0.012617693999999999	-0.07699784259999999	0.0160480016	0.0208359282	-0.030969789900000006	-0.020966681799999998	0.050823452699999994	-0.0710463305	-0.0307861416	0.0457681062	0.0136876113	-0.0124381869	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	0.000222037	n/a	4.930042936900001e-08	n/a	0.0950857	n/a	0.00904129034449	n/a	0.0398781	n/a	n/a	0.0015902628596099998	0.0008670969999999999	n/a	7.518572074089999e-07	n/a	0.00239961	n/a	n/a	5.7581281521e-06	0.00171421	n/a	n/a	2.9385159241000008e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36171.87890625	-155.78125	24267.7978515625	1308404823.6084135	25041.654296875	-0.544921875	0.2969398498535156	627084449.9241983	25145.146484375	-22.2109375	493.3257446289063	632278391.7206764	1.062232	18.181738	0.08371701299999999	-0.031589979500000004	0.0286618229	-0.0373873577	-0.0026063722	-0.0249230955	0.0022906264999999998	-0.0093208864	0.0124178777	-0.0857213871	-0.043791580700000006	0.0054604732	-0.0496909346	0.0418177196	-0.11427719539999999	0.037661926299999995	-0.0423435325	0.0298063334	-0.034022771	0.0088858811	0.0384020875	-0.0478809896	-0.0080853599	-0.0420500862	-0.0646176857	-0.004223957	-0.0317753724	0.0055660686	-0.0394980289	-0.0494707995	-0.0400963768	0.0332653977	-0.060577920099999995	0.0626528569	0.0091180997	0.0171001771	-0.035069810800000004	0.0787486167	0.0714865176	-0.0736133039	-0.0271445611	-0.0682675837	0.06920227080000001	0.0523258121	0.0684752652	-0.013859228799999998	-0.04942556519999999	-0.0769726743	-0.0690908534	0.0181921871	-0.0136905225	-0.025378609700000002	-0.0356525542	0.029031522	-0.028065495	-0.0085688426	0.0472762229	-0.0286747298	0.0575252824	-0.0826891265	0.0239129954	0.0879155741	-0.0423190371	-0.0436906131	-0.0706555725	0.08734852259999999	-0.0213471098	0.024299877400000003	-0.053423970599999995	0.0487210662	0.0199085733	-0.0040263122	-0.011610348799999998	-0.0020375984	0.008845193199999999	-0.006124731800000001	0.052601964800000005	-0.1395426999	0.0052840974	-0.0630007851	0.0165783942	0.0064099330000000005	0.07551670419999999	-0.022045456	-0.006185920300000001	-0.0075593225	0.0197947701	-0.0324912348	0.07718794309999999	0.0169603881	-0.0407355636	-0.0574501429	0.0226956532	-0.0467808926	-0.0217909307	-0.0065923255	-0.0622034572	-0.0296085575	-0.0133297318	-0.0047733153999999995	0.0763961865	-0.060571187699999994	0.028707312000000002	-0.011296225900000002	-0.0093189747	-0.0185787683	-0.0298610658	0.014483540100000001	0.0621569604	0.07304499730000001	-0.0354097648	-0.0288573558	-0.1305389099	0.0415557757	0.0489103116	0.0018799917000000001	-0.0719445076	-0.0008241488000000001	0.0949968326	0.0063511162	-0.0664236526	0.0762163316	0.0021924985	0.0343448727	-0.016849837	0.08447528550000001	0.11480713070000001	0.0065857349	-0.010819227399999999	0.1022897133	0.0468704212	-0.0231694287	-0.1183616862	0.0092175269	-0.0127586144	0.0454964851	-0.0214296445	-0.029940924	-0.0067698498	0.0297411139	0.0267338968	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	0.0141629	0.013940863000000001	0.00020058773641	0.00019434766118476898	0.0533677	-0.041717999999999984	0.0028481114032900003	0.0017403915239999992	0.0436952	0.003817099999999997	1.4570252409999976e-05	0.00190927050304	0.0007504660000000001	-0.00011663099999999983	5.631992171560003e-07	1.3602790160999966e-08	0.00270817	0.00030856000000000026	9.520927360000016e-08	7.3341847489000015e-06	0.0016545799999999995	-5.963000000000062e-05	3.555736900000074e-09	2.7376349763999983e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36236.796875	64.91796875	4214.3426666259775	1313105447.7600098	25035.673828125	-5.98046875	35.76600646972656	626784964.0282631	25103.40625	-41.740234375	1742.2471656799316	630181005.3525392	1.043093	17.854156	0.07631477	-0.0339257583	0.049241061600000004	0.0563747733	-0.0095356802	-0.0364502956	0.027857407799999997	0.0064173813	0.0202025327	-0.0294337952	0.0579706284	0.0429588785	-0.0269295528	0.0127385399	-0.0971181831	0.1046370923	-0.0682232557	0.012140675	0.0192034386	0.0375626427	-0.0045250615	-0.0491912625	-0.0080390171	0.0421572156	-0.0093979193	0.0181144075	0.0027324102000000003	0.014371006200000001	9.188950000000001e-05	-0.0356404322	-0.0509159546	-0.0254226852	-0.0159482637	-0.035692925699999996	-0.020512726999999998	-0.0174259453	-0.0498213148	0.0457298643	-0.0144148053	0.0322169559	-0.09144640529999999	0.0339333779	0.064025795	-0.0316816264	-0.0397377296	0.0824688667	0.0099142168	-0.0639233489	-0.0994456195	0.0325232966	0.0413185156	-0.0120798265	0.0893073159	-0.06967102780000001	0.0136981046	-0.10798952960000001	0.0241379325	-0.0684682468	0.0483255626	-0.1596156547	-0.011721071299999998	-0.0505243521	0.0492087771	-0.0084551414	-0.028208037999999998	0.12456248210000001	-0.0325820654	0.0406132375	0.0474219796	-0.0112542792	0.07242966740000001	0.009905619899999999	-0.01653528	0.0076748584	0.0262725185	-0.0015688454999999999	0.05613016480000002	-0.030717768	-0.0264496615	-0.07225706330000001	0.0231702142	-0.07838038929999999	0.1344183386	-0.0058947934	0.0301859994	-0.007027954	-0.0045273927000000005	-0.0442669618	0.04281235059999999	-0.047689566399999994	0.059927420999999995	0.024761547999999998	0.019712653700000003	-0.007011585	-0.0419150571	-0.0532676062	-0.0558222966	-0.0590574921	-0.0329336948	0.0138197193	0.0023060963	0.011110811699999999	-0.0216738215	-0.0065771155	-0.0059546713000000005	-0.0657208199	0.0917328078	-0.0331790002	-0.08052097009999999	-0.0993501676	-0.010370857399999999	0.0284772638	0.0365405091	0.0425060021	0.038889407200000004	0.0356614801	-0.0215667436	-0.0221949437	0.049179273899999994	0.0520881739	0.0323819208	0.0858188028	0.0240220521	-0.0114430637	-0.0724018941	-0.0035124912	0.0177025209	0.0140314298	0.0376679386	0.08503736699999999	0.0783477508	-0.127112321	-0.0653214109	0.0660549136	0.0056010643999999995	-0.0511441868	0.0545573696	-0.0123701673	-0.0780896026	-0.08541541470000001	0.0489615275	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	0.00021593	-0.01394697	4.66257649e-08	0.0001945179721809	0.053384	1.6299999999996873e-05	0.002849851456	2.6568999999989804e-10	0.0557265	0.012031300000000002	0.00014475217969000005	0.00310544280225	0.00106124	0.0003107739999999998	1.1262303376e-06	9.658047907599992e-08	0.00219029	-0.0005178800000000001	2.681996944000001e-07	4.797370284100002e-06	0.00147683	-0.00017774999999999952	3.159506249999983e-08	2.1810268489e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36003.66796875	-233.12890625	54349.08692932129	1296264107.2039948	24993.837890625	-41.8359375	1750.2456665039062	624691932.502842	25053.193359375	-50.212890625	2521.334384918213	627662497.5022316	1.105304	18.918987	0.04911119000000002	-0.0011354343	-0.0019886533	-0.0717508867	0.0234562848	0.0610175854	0.0232671718	-0.0130861984	-0.0128079686	-0.1265950717	0.044114609400000004	-0.0528246215	0.0317396802	0.0109237728	-0.0392514097	-0.030765667200000006	-0.073041339	0.06043148280000001	-0.0006349729	0.0132520078	0.0058324245	-0.0025544995	-0.00045365389999999997	-0.0347979098	0.0313995209	-0.0164481763	0.0161438153	-0.0107066323	-0.00037011620000000015	-0.0339187326	-0.010784963500000001	-0.1012007618	-0.11433921949999999	-0.1173605745	-0.018544695	-0.0238150548	-0.0460726319	-0.0082472173	0.0898934194	0.047078133499999994	-0.034177263	0.0556455457	0.0708595734	0.0224832577	-0.016064552	0.021794956400000003	0.0203563022	0.06334037599999999	-0.0131382427	-0.004053655	0.0065262293	-0.0075985438	-0.0362829068	0.046914629699999995	0.0515888292	-0.1296973002	0.040616873	-0.0051070812	0.0612554226	0.0261608852	-0.0277767374	0.037491917400000005	-0.0267424598	0.02780378	0.08929517	-0.0939126571	0.0048823265999999995	0.0061320086	-0.0665246984	-0.0152823427	-0.0417540402	-0.0179390716	0.0803062667	0.0028160840000000004	0.0254441269	0.061026703700000004	0.0462094986	-0.08492808519999999	-0.026645174599999998	0.0318863684	-0.0068890513	0.0324767615	0.0319400752	-0.1254754227	0.0323714393	-0.0032058459999999996	0.0340432813	-0.0325787006	0.0120515098	-0.0230196395	-0.012832622	-0.0094681695	0.0196285293	0.0099197821	-0.0386369722	0.021033494500000003	-0.029228692599999998	-0.147520284	0.0220432442	-0.024997151699999998	0.0694339214	-0.054944797000000004	-0.11359554449999999	0.0087410452	0.05984535110000001	-0.0029562038	0.0431039877	-0.0599825331	-0.0114339697	-0.023053771299999998	-0.0954472752	-0.006259831600000001	0.018451841899999998	0.010353062	-0.0372282067	-0.043898658	0.0490976929	-0.0719879558	0.0673742733	0.0447523329	-0.037135165899999996	0.006071854000000001	0.0794063002	-0.126690747	0.0503992813	-0.026927826800000002	0.07699834	-0.0203448027	-0.035215107	-0.0007559113000000001	-0.0987902799	-0.049883143	0.1073878515	0.017343126599999998	-0.0567873999	0.0780118017	-0.0755674042	-0.045076840300000004	-0.013636126	-0.0351153934	-0.1085603652	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	0.00697177	0.006755840000000001	4.860557693290001e-05	4.564137410560001e-05	0.06700779999999999	0.013623799999999991	0.00449004526084	0.00018560792643999976	0.0557903	6.380000000000273e-05	4.07044000000035e-09	0.00311255757409	0.000646145	-0.000415095	4.17503361025e-07	1.72303859025e-07	0.00212381	-6.648000000000027e-05	4.419590400000036e-09	4.510568916099998e-06	0.00156861	9.178000000000009e-05	8.423568400000013e-09	2.4605373321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36027.1875	23.51953125	553.1683502197267	1297958239.1601562	24993.40234375	-0.435546875	0.1897010803222656	624670160.716568	25076.33984375	23.146484375	535.7597389221191	628822819.9592438	1.04915	17.957825	0.06802098000000001	-0.0005349911	-0.0468769831	0.06740448639999999	0.0248956073	0.1002880966	0.0444496111	0.0017149225	0.026878857000000003	-0.022798729700000003	0.019251477	0.0738041665	0.0037795043	-0.0014297433	-0.10855055699999999	0.019787091399999998	-0.0808735274	0.06776558120000001	0.060071070899999995	-0.010917206499999998	-0.0579235927	-0.1366853621	0.0087045823	-0.035851051099999996	0.0447084571	0.042493526100000005	-0.0162384253	0.0716563026	0.0231148255	-0.027689204300000003	-0.015557381	-0.0348572334	0.0464913599	-0.0267689922	-0.0973356506	-0.0138664552	-0.038332956099999996	0.0895033069	-0.0395074929	0.0201630914	-0.0106822853	-0.023268490899999997	-0.0699243103	-0.032728063700000004	-0.08742904789999999	0.0299465452	0.0417819497	-0.0475808299	0.027428281800000003	0.0723751485	0.0197233802	0.08109282429999999	-0.022287717999999998	0.09412081130000001	0.09806901529999999	-0.033842027999999996	-0.028786449300000006	0.0807101383	0.0204921033	-0.052562436799999994	-0.0662547342	0.0022014797	-0.0724157913	0.0090915737	-0.0066060578000000005	-0.0277185057	0.0171791244	-0.04584444730000002	0.0539640637	0.060504465999999986	0.0408988146	-0.0186079442	0.1152341403	0.0152017383	0.0301204965	-0.0013608792999999998	-0.0049992848	-0.009679222900000001	0.011022251100000002	-0.0978104554	0.0636326242	0.0089076883	0.09515985310000001	-0.05012885809999999	0.0087162874	0.0511669726	0.10125506349999999	-0.010136679000000001	0.07547064839999999	-0.06054234660000001	-0.0014379506	-0.0093410242	-0.0367148047	0.0215767943	-0.0214523177	0.059419899400000004	-0.0395151056	-0.0430915149	-0.039287482799999995	-0.0352205704	-0.0634419267	-0.0200492097	0.032717121	-0.0936132015	-0.0583496668	0.0412773786	0.059494390700000004	-0.019529698	0.013881728000000001	0.0130433201	0.0539408241	-0.0145711969	-0.0007809302000000001	0.0086877958	-0.104382537	0.010436285	0.017901880800000002	0.046996091600000005	-0.0751312339	-0.056374975999999986	0.0568200537	0.0507687174	-0.035801929100000005	0.020125765	0.011515238799999999	-0.034472037999999997	-0.0152086948	0.1100729638	0.0249190534	-0.0662374102	-0.0264976712	-0.0853364012	-0.0715451032	-0.0733264438	-0.026322392200000003	0.0589822176	-0.021641234500000002	-0.009826086500000001	-0.142636712	0.0689697062	0.0313556203	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	0.0113819	0.00441013	0.00012954764761	1.94492466169e-05	0.06637389999999999	-0.0006339000000000068	0.004405494601209998	4.0182921000000856e-07	0.0339957	-0.021794600000000004	0.0004750045891600002	0.0011557076184899998	0.000474048	-0.00017209699999999996	2.24721506304e-07	2.9617377408999984e-08	0.0026306	0.00050679	2.5683610410000004e-07	6.9200563599999984e-06	0.00171337	0.00014476000000000007	2.095545760000002e-08	2.9356367569000007e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35891.93359375	-135.25390625	18293.619155883793	1288230897.0981598	25000.423828125	7.021484375	49.30124282836914	625021191.5858803	25073.931640625	-2.408203125	5.7994422912597665	628702047.9187355	1.050275	17.977081	0.08411965	0.0243407643	-0.0203935495	-0.056670193099999995	-0.0019512381	0.0421493478	-0.0014287178	-0.0276866131	-0.0050842672	-0.0117704534	0.024832325099999997	-0.10074670449999999	-0.028823272200000007	0.044481439000000005	-0.0330882294	0.029234720899999997	-0.0483364866	-0.0302270793	0.0637158427	-0.0500335846	-0.0612393059	-0.047161914299999996	-0.0659345861	-0.0283566603	-0.0165402433	0.047066711100000005	-0.0951312108	0.0679011604	0.0386707497	-0.056853447599999996	0.09200203189999999	0.058028800400000004	0.0513660377	-4.2480699999999995e-05	-0.13363326039999998	0.0372757393	0.0510359677	-0.0173166757	0.0036765794	-0.0182201514	-0.039183279700000004	-0.0702128054	-0.0162691833	-0.011505409599999999	-0.0771341346	0.011336841799999999	0.0163377971	0.0628265815	-0.0179450639	0.029578521899999998	0.0215244117	-0.0910547206	0.0363514975	-0.0502168389	-0.0167391475	0.13808160419999999	-0.0660248987	0.0709619042	0.042724128	0.056142719800000004	0.0309822609	-0.010274399	0.0570593037	-0.0514371163	0.0324548988	-0.015683099	0.0161916034	-0.032317360499999996	-0.0351161219	-0.0756163645	-0.051801082400000004	0.004358358400000001	0.0486597958	-0.029961272200000007	0.0103719278	0.009430256	0.044749303600000005	-0.0475658837	-0.0451979512	0.0374376214	-0.016613613500000003	-0.0071748847	0.0862863012	0.0472941504	0.0189192701	0.0428540334	0.0825491505	-0.061658362	0.0214925249	-0.0193436043	0.028883983	-0.058706845599999995	-0.045881133399999996	0.0913758457	0.0278200104	0.0062060727	-0.0238789394	-0.06453135089999999	-0.0007460035	-0.10168451210000001	-0.17714269030000002	-0.014965611	0.0910210342	0.0259439878	-0.0405542878	0.0597308292	-0.054341527800000004	-0.0281368859	0.018986131899999998	-0.0226623238	-0.0987819917	0.006393364	-0.0638205581	0.042333389400000004	0.036737521	0.0001177989	0.031760517099999996	0.007999474	-0.0673305398	0.008992082	0.0336112488	0.0370850567	-0.0011306068	0.09954937529999999	-0.0601308054	-0.0799828527	0.11113553	-0.007387746800000002	0.0276046503	-0.0216901711	0.0501424903	0.0710118346	-0.0015748746	0.0649200542	-0.0219850329	-0.09030176150000001	0.055578299500000004	0.0709581755	0.0396581727	0.10000348029999999	0.0341410505	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	0.017318799999999995	0.005936899999999995	0.00029994083343999985	3.5246781609999936e-05	0.0469457	-0.019428199999999986	0.0022038987484899997	0.00037745495523999945	0.056507	0.0225113	0.0005067586276900002	0.0031930410489999996	0.000848973	0.000374925	7.207551547290002e-07	1.4056875562500002e-07	0.00275532	0.00012472000000000004	1.5555078400000008e-08	7.591788302399999e-06	0.00193859	0.00022521999999999996	5.072404839999997e-08	3.7581311881e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35874.05078125	-17.8828125	319.79498291015625	1286947519.4557035	25017.92578125	17.501953125	306.31836318969727	625896610.3961334	25086.916015625	12.984375	168.593994140625	629353355.1750221	1.003276	17.172613000000002	0.05286845	0.0405976943	-0.012409730700000001	-0.0053241606999999995	-0.0081950453	0.0275984948	0.0083874785	-0.010604089799999999	-0.0222924756	-0.033835496	-0.0381784518	0.0505225001	-0.0576899927	0.0705608904	-0.0349458773	0.0741059346	0.014476805700000001	0.0041986106	0.007784087199999999	0.0526198083	-0.0310693889	-0.0812025995	0.06529970610000001	-0.0489546162	-0.0673351021	0.0095666385	-0.11623665470000001	0.1402335946	0.0606325429	0.0078777928	-0.0079654611	0.0179809621	0.0040527164	-0.0368324967	0.0540075557	-0.051778363499999994	0.0975229808	0.017958379099999998	-0.0662228651	0.0029257470000000002	-0.0104047458	0.023793438700000002	-0.0174352975	0.0476423638	0.0121195371	-0.0447749307	-0.1423883094	0.0483418074	-0.0411445323	0.0258377063	0.075190601	0.007751883599999999	-0.0570145713	0.0387368993	-0.0805690256	-0.0197772862	-0.0171246234	-0.1297401195	0.0047511037	0.096585911	-0.019657581	0.0210065293	-0.05418257480000002	0.0621244191	0.0382708354	0.009573064499999999	0.0274301569	-0.0339317233	-0.0194084721	0.0276556117	0.0680955508	0.0076586666	0.0245226314	-0.0153758637	0.0007353342999999999	0.0218135688	0.06057499490000001	-0.0372075915	-0.0199970796	-0.08562642699999999	0.0465485365	0.031942978399999995	0.0634476098	0.045250892300000005	-0.0831732268	0.0396704023	0.0090417387	-0.0280783031	0.12335904810000001	-0.057404038	-0.033868200099999995	-0.0438127464	-0.1304672867	0.0456340476	-0.0035485190999999996	-0.0438404634	0.0157919997	-0.027971252400000004	-0.0158791298	0.0030817539000000003	0.0542464936	-0.0327254354	0.059760948499999994	0.054692935	0.0433932617	-0.0633978583	0.0249344796	0.022240896200000002	0.09322057800000001	0.0105910779	0.0290795315	0.0057096546	-0.0307268539	0.014881023500000003	-0.0032806663	0.004349838	-0.0226531592	-0.1041033856	-0.019758818	0.013282296599999998	0.0199108153	0.0315172845	0.0131238717	-0.0698104873	0.011951119	0.0242236661	-0.025121055299999997	-0.1484695888	0.0218262519	0.0006656794	-0.025364030200000002	-0.0277865034	0.0201192564	-0.048830520700000005	0.012568730600000001	0.10457326269999999	0.0654351909	0.06563511030000001	-0.0639904934	-0.008250803900000001	0.0063601539	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	0.0227222	0.005403400000000006	0.0005162983728400001	2.9196731560000067e-05	0.043675	-0.0032707000000000014	0.001907505625	1.0697478490000007e-05	0.0795154	0.023008400000000002	0.0005293864705599999	0.00632269883716	0.000610704	-0.00023826900000000005	3.72959375616e-07	5.677211636100003e-08	0.00256987	-0.00018544999999999976	3.4391702499999915e-08	6.604231816900002e-06	0.00193859	0.0	0.0	3.7581311881e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
