csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106	motion_outlier107	motion_outlier108	motion_outlier109	motion_outlier110	motion_outlier111	motion_outlier112	motion_outlier113	motion_outlier114	motion_outlier115	motion_outlier116	motion_outlier117	motion_outlier118	motion_outlier119	motion_outlier120	motion_outlier121	motion_outlier122
63959.1328125	n/a	n/a	4090770670.127014	43899.49609375	n/a	1927165757.2851715	n/a	42399.77734375	n/a	1797741118.7995758	n/a	n/a	n/a	n/a	0.0165832434	0.0429462132	-0.0164220802	0.0302828648	-0.0445340746	0.0458424825	-0.0167746958	0.0209792216	-0.0479028437	0.0121125949	-0.0500127553	0.005034666	-0.03487142	0.0098885882	-0.0518940207	0.0316233788	-0.029057642	-0.0471299311	-0.0568026212	0.016995653899999998	-0.0415079172	0.0150029738	-0.0400754056	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	8.10255e-06	n/a	6.565131650249999e-11	n/a	-2.30226e-06	n/a	5.300401107600001e-12	n/a	-0.117706	n/a	n/a	0.013854702435999998	-0.000117416	n/a	n/a	1.3786517056e-08	-0.000486686	n/a	2.36863262596e-07	n/a	0.00033810800000000005	n/a	1.1431701966400005e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63680.01953125	-279.11328125	77904.2237701416	4055144887.5003815	43906.8203125	7.32421875	1927808869.9541626	53.64418029785156	42364.0546875	-35.72265625	1794713129.5654907	1276.108169555664	0.649507	18.163338	0.14490170480999998	0.043788706100000005	0.0085068214	-0.0037664362	-0.0218860746	-0.0504247513	0.0545357474	-0.0187648141	0.0225143303	-0.022073015	0.010458005	-0.041763368599999996	0.041167991	-0.0374125709	0.0069707412	-0.0093275916	-0.009588754	0.0050439537	-0.0502255979	-0.0631438218	0.0167030533	-0.0293429401	0.00346284	-0.0318953141	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	-0.0161846	-0.01619270255	0.00026194127716	0.0002622036158727765	0.0279616	0.027963902260000003	0.00078185107456	0.0007819798296068331	-0.139075	-0.021369000000000013	0.0004566341610000005	0.019341855625	0.000631635	0.0007490509999999999	5.610774006009999e-07	3.98962773225e-07	-0.0011099	-0.000623214	1.23187801e-06	3.88395689796e-07	0.000122851	-0.00021525700000000008	1.5092368200999997e-08	4.6335576049000025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63904.79296875	224.7734375	50523.098205566406	4083822564.3788	43987.046875	80.2265625	1934860292.7834477	6436.301330566406	42420.51171875	56.45703125	1799499814.4806058	3187.396377563477	0.997094	27.883526	0.56505365	0.029083472000000006	0.006688883299999999	-0.055307804599999996	-0.0872649157	-0.044979139	0.060073734000000004	-0.0302156159	-0.0056993736	0.057739457	-0.07881576679999999	-0.058878905	0.0816389232	-0.0300649446	-0.0812197563	-0.0013385488	-0.0668686034	-0.0050097793	-0.0445023596	-0.0558453564	0.018195346	0.0436684967	0.029052482799999998	0.068778571	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	-0.032016300000000004	-0.015831700000000004	0.0010250434656900002	0.0002506427248900001	0.0217574	-0.0062042	0.00047338445476	3.8492097640000004e-05	-0.269773	-0.13069799999999998	0.017081967203999994	0.07277747152899999	0.00578687	0.005155235	2.6576447905225e-05	3.3487864396900005e-05	0.0014632	0.0025730999999999996	2.14095424e-06	6.620843610000001e-06	0.000640911	0.00051806	4.10766909921e-07	2.683861636e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63625.0234375	-279.76953125	78270.99061584473	4048143607.4224243	43922.375	-64.671875	1929175025.640625	4182.451416015625	42449.52734375	29.015625	1801962371.707779	841.906494140625	0.796985	22.287529	0.20079762	0.0176683234	0.055643396799999995	-0.026119976200000002	-0.034296474199999996	-0.051695121399999995	0.0684762344	-0.0472747137	-0.0227803066	0.0049579251	-0.0278290921	-0.0405974248	-0.0007367033999999999	-0.0628664621	-0.0487551073	-0.018215073000000002	-0.026647616800000003	-0.0285655237	-0.0530545563	-0.0667373924	0.022842742599999997	0.028577094	0.017447189199999998	0.0452485229	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	-0.030266	0.0017503000000000032	0.000916030756	3.0635500900000112e-06	0.0396736	0.017916199999999997	0.0015739945369599995	0.00032099022243999985	-0.31572100000000003	-0.04594800000000005	0.002111218704000004	0.09967974984100003	0.00447623	-0.00131064	1.7177772096e-06	2.0036635012900006e-05	7.01776e-05	-0.0013930224	4.9248955417600015e-09	1.94051140690176e-06	0.000640911	0.0	4.10766909921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63922.3125	297.2890625	88380.7866821289	4086062035.3476562	43931.7734375	9.3984375	1930000717.3638306	88.33062744140625	42526.609375	77.08203125	1808512504.933838	5941.639541625977	0.6204649999999999	17.351179000000002	0.10548917000000003	-0.0038448465	0.0538077058	-0.0494131203	-0.002252179	-0.054597920700000004	0.0531006997	-0.0493644104	-0.0171448065	0.016941476100000002	-0.0356946982	-0.0297234845	0.0101142573	-0.0419635497	-0.035166332599999996	-0.0498149374	-0.008177911	0.0135985055	-0.0519738093	-0.0601460588	0.0334509002	0.0325711234	0.0271616973	0.0466013533	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	-0.032329000000000004	-0.0020630000000000023	0.0010451642410000002	4.25596900000001e-06	0.014139600000000004	-0.025533999999999998	0.00019992828816000005	0.0006519851559999997	-0.32784	-0.012118999999999993	0.00014687016099999974	0.1074790656	0.00496303	0.0004867999999999999	2.369742399999999e-07	2.4631666780900007e-05	0.000388753	0.0003185754	1.5112889500900006e-07	1.0149028548516e-07	0.000130823	-0.000510088	1.7114657329e-08	2.60189767744e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63485.23828125	-437.07421875	191033.87269592285	4030375479.6270905	43881.5625	-50.2109375	1925591527.4414067	2521.1382446289067	42389.80078125	-136.80859375	1796895210.2740629	18716.591323852543	0.655768	18.338419	0.1797239999999999	0.0469354349	0.0189176754	-0.0288483385	-0.008310218199999999	-0.0638467312	0.06984645769999999	-0.0586961353	-0.0005110344	0.0315577486	-0.0297024377	-0.0470857769	0.062466770899999996	-0.0559795497	-0.0050875686	-0.0181215022	-0.0747000028	0.0058376057	-0.0602693785	-0.0763916632	0.051988323499999996	0.0338197822	0.0309141394	0.0382653543	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	-0.0672946	-0.034965599999999986	0.00452856318916	0.0012225931833599994	0.0393792	0.025239599999999997	0.0015507213926399994	0.0006370374081599997	-0.371388	-0.043547999999999976	0.0018964283039999976	0.13792904654399998	0.00545136	0.0004883299999999995	2.384661888999995e-07	2.97173258496e-05	0.00101149	0.0006227369999999999	1.0231120201000005e-06	3.878013711690001e-07	-0.000277526	-0.000408349	7.7020680676e-08	1.6674890580100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63809.328125	324.08984375	105034.2268218994	4071630355.7639155	44212.0703125	330.5078125	1954707161.317444	109235.41412353516	42480.67578125	90.875	1804607814.8316805	8258.265625	1.789798	50.051334	0.5224265	0.0379470955	0.056640232699999994	-0.0448035528	-0.056093976799999994	-0.0290012908	0.0075665027	-0.063604618	-0.0525573055	0.089768784	-0.10473786339999999	0.0210087021	0.0314970361	-0.0769100568	-0.0758529396	0.0441151429	-0.0715972027	0.0344739685	-0.026607202200000003	0.0063979069999999996	0.0387888202	0.1064650809	0.030237429	0.12878399640000002	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	-0.106962	-0.039667399999999985	0.011440869443999998	0.0015735026227599992	-0.0987522	-0.1381314	0.00975199700484	0.019080283665959995	-0.429759	-0.05837100000000001	0.0034071736410000012	0.184692798081	0.00928657	0.00383521	1.4708835744099994e-05	8.624038236489997e-05	0.00117821	0.00016671999999999998	1.3881788041000002e-06	2.7795558399999988e-08	-0.00200073	-0.0017232039999999999	4.0029205329e-06	2.969432025616001e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64014.828125	205.5	42230.25	4097898219.8732905	44217.1875	5.1171875	1955159670.4101558	26.18560791015625	42577.76953125	97.09375	1812866458.2562406	9427.1962890625	1.520426	42.518402	0.42573845	-0.0029085965999999996	0.07689065190000001	-0.0449629851	-0.0121864022	-0.030163428	-0.026673780600000002	-0.0566726867	-0.038685869	0.050939333899999995	-0.0675501699	0.0541330075	-0.0276640703	-0.0386035088	-0.0409861168	-0.0302190579	0.0283291989	0.06675637549999999	-0.0303965363	0.0364154556	0.0424632801	0.0715755908	0.0186260306	0.095381536	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	-0.028574900000000007	0.07838709999999999	0.0008165249100100003	0.006144537446409998	-0.0555917	0.0431605	0.0030904371088899987	0.0018628287602500003	-0.527561	-0.09780199999999993	0.009565231203999991	0.27832060872099995	0.00999873	0.0007121600000000016	5.071718656000022e-07	9.997460161290003e-05	-0.000794887	-0.001973097	6.318453427689999e-07	3.8931117714090005e-06	-0.00055821	0.00144252	3.115984041e-07	2.0808639504000005e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64421.6953125	406.8671875	165540.90826416016	4150154826.936585	44399.49609375	182.30859375	1971315253.378921	33236.42335510254	42767.171875	189.40234375	1829030990.185791	35873.247817993164	1.677095	46.899624	0.80290225	-0.0489984734	0.10597768630000001	0.09516735859999999	0.0471754342	-0.0169716008	-0.1170415773	-0.0804144723	-0.106511762	0.0385799264	-0.014177403500000001	0.15581549849999998	-0.1447031548	-0.046946401299999996	0.0380414688	-0.0304557962	0.0417192592	0.1541480333	-0.0169145962	0.1309823289	0.0559730735	0.1413085233	0.0264772181	0.0659144891	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	0.187467	0.21604189999999998	0.035143876089	0.04667410255561	0.126225	0.18181670000000003	0.015932750625000002	0.03305731239889	-0.725587	-0.19802600000000006	0.039214296676000016	0.5264764945689999	0.010127700000000002	0.00012897000000000082	1.6633260900000208e-08	0.00010257030729000003	-0.0026601	-0.001865213	7.07613201e-06	3.479019535369e-06	0.00158796	0.00214617	2.5216169616e-06	4.606045668900002e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64428.33984375	6.64453125	44.14979553222656	4151010975.021744	44559.6875	160.19140625	1985565750.0976558	25661.28663635254	42896.6328125	129.4609375	1840121106.650452	16760.134338378906	1.992222	55.71207800000001	1.74543905	-0.0515747598	-0.128684228	-0.08965095699999999	0.0582397012	0.0170123076	-0.14302179980000002	0.0596822813	0.0619025526	0.035121411	-0.015560281499999997	-0.0199627395	0.0695584637	0.1565276601	0.010064798100000001	-0.0644190872	-0.0120799564	-0.0108702322	0.0196412191	0.1445685284	-0.0221578719	-0.0535106299	-0.0040662122	0.0148738654	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	-0.0552305	-0.2426975	0.0030504081302499997	0.058902076506249984	0.00437335	-0.12185165	1.91261902225e-05	0.014847824607722503	-0.0619538	0.6636331999999999	0.44040902414224	0.003838273334440001	-0.00142254	-0.011550240000000002	0.00013340804405760002	2.0236200516e-06	-0.00227042	0.00038967999999999983	5.1548069764e-06	1.5185050239999992e-07	-0.0008172539999999999	-0.002405214	6.679041005159998e-07	5.785054385796002e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
