csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
32616.083984375	n/a	1063808934.4758034	n/a	23356.466796875	n/a	545524541.2335243	n/a	23195.935546875	n/a	n/a	538051425.8947792	n/a	n/a	n/a	-0.0188805346	-0.0140281591	-0.0735715634	-0.0388719509	-0.0216017871	0.09285339599999999	-0.0066366	0.0165871086	-0.048074618	-0.026689793599999997	-0.039401956200000005	-0.07534961030000001	-0.0467439687	0.0112008049	0.0753377713	-0.034802515	0.039342826000000004	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	0.00976284	n/a	n/a	9.53130448656e-05	0.00942143	n/a	8.87633432449e-05	n/a	-0.06068440000000001	n/a	0.0036825964033600006	n/a	-0.000306076	n/a	n/a	9.368251777599996e-08	0.000271108	n/a	7.3499547664e-08	n/a	0.000435146	n/a	n/a	1.8935204131600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32559.5859375	-56.498046875	1060126636.4214476	3192.0293006896973	23350.796875	-5.669921875	545259714.6975098	32.14801406860352	23181.962890625	-13.97265625	195.2351226806641	537403403.4623146	0.8717789999999999	14.356223000000005	0.01510718	-0.0017770912	-0.0111006349	-0.0715773025	-0.04198046019999999	-0.0021058623999999997	0.0803447132	-0.0173795674	0.026712055099999996	-0.0453485795	-0.0208491695	-0.042772568	-0.0706343731	-0.0501896709	0.0260496913	0.0557133495	-0.005362466	0.0234346694	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	0.0117705	0.00200766	4.030698675599998e-06	0.00013854467025	0.0149648	0.005543370000000001	0.00022394523903999998	3.0728950956900005e-05	-0.0631506	-0.002466199999999995	0.00398799828036	6.082142439999974e-06	-0.00030727	-1.1940000000000431e-06	1.4256360000001029e-12	9.44148529e-08	0.000347117	7.600899999999997e-05	1.20490211689e-07	5.777368080999997e-09	0.00041055	-2.4595999999999993e-05	6.049632159999996e-10	1.6855130249999994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32631.462890625	71.876953125	1064812370.3822364	5166.296390533447	23381.6953125	30.8984375	546703675.6865845	954.7134399414062	23222.2578125	40.294921875	1623.6807289123535	539273257.9102173	1.078285	17.756914000000005	0.09217981	-0.022519197999999997	0.0082234096	-0.0722133852	-0.0709968467	-0.0085664743	0.0405890976	-0.07440629730000001	0.0834816719	-0.0527825766	0.0173725351	-0.0401579264	-0.07335376440000001	-0.07396144860000001	-0.000699863	0.0787244738	0.09084659240000001	0.0689192246	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	0.00842239	-0.00334811	1.1209840572099996e-05	7.09366533121e-05	-0.0304389	-0.045403700000000005	0.00092652663321	0.0020614959736900006	-0.0455987	0.017551900000000002	0.00207924144169	0.0003080691936100001	-0.000414242	-0.000106972	1.1443008783999996e-08	1.7159643456400002e-07	0.000347117	0.0	1.20490211689e-07	0.0	0.0	-0.00041055	1.6855130249999994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32621.6015625	-9.861328125	1064168888.5025023	97.24579238891602	23373.580078125	-8.115234375	546324245.6685219	65.85702896118164	23235.255859375	12.998046875	168.9492225646973	539877114.8506203	1.268142	20.88343	0.11105586	-0.0461436668	-0.0414776673	-0.0712460978	-0.05805067730000001	-0.0245769929	0.052054125199999995	-0.051708223600000006	0.0332487462	-0.06604863820000001	-0.007809701899999999	-0.0368789173	-0.07103981990000001	-0.06324956030000001	-0.011056946299999999	0.06860669429999999	-0.0005195165	0.024855031099999998	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	0.0119532	0.003530810000000001	1.2466619256100004e-05	0.00014287899024	0.010754	0.041192900000000005	0.00011564851600000005	0.0016968550104100005	-0.0228491	0.0227496	0.0005220813708099999	0.00051754430016	-0.000117459	0.000296783	8.8080149089e-08	1.3796616681e-08	8.847599999999997e-05	-0.000258641	7.828002575999995e-09	6.6895166881e-08	0.00031622700000000003	0.00031622700000000003	9.999951552900002e-08	9.999951552900002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32669.810546875	48.208984375	1067316521.1687051	2324.106174468994	23374.326171875	0.74609375	546359123.9892006	0.5566558837890625	23273.279296875	38.0234375	1445.7817993164062	541645529.2303505	0.979083	16.123280999999995	0.0485374627	-0.0606484579	-0.0153487108	-0.0706695923	-0.0630724213	-0.0042148862	0.0484293765	0.0065285835	-0.011434814299999999	-0.0681200268	0.0112643987	-0.0325662466	-0.071164981	-0.0672118315	0.0154817842	0.021881945099999998	-0.0424740605	-0.0088371336	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	3.95373e-05	-0.0119136627	0.00014193535892937132	1.56319809129e-09	0.0230781	0.012324099999999996	0.0005325986996099998	0.0001518834408099999	-0.0291489	-0.006299800000000005	0.0008496583712100001	3.968748004000006e-05	-0.00016418400000000005	-4.672500000000002e-05	2.1832256250000024e-09	2.6956385856000012e-08	0.000347117	0.000258641	1.20490211689e-07	6.6895166881e-08	0.000261595	-5.463200000000004e-05	2.9846554240000045e-09	6.8431944025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32620.45703125	-49.353515625	1064094216.9276276	2435.769504547119	23400.248046875	25.921875	547571608.6552774	671.943603515625	23209.62890625	-63.650390625	4051.372226715088	538686873.9658357	0.865757	14.257060999999998	0.021320510800000005	-0.0360000651	0.0355257137	-0.07145658860000001	-0.0841612322	0.044726922800000006	0.019522571699999998	-0.0031252164000000002	-0.0137103299	-0.0313484227	0.0632432627	-0.065584404	-0.072049484	-0.0833542792	0.048560207	0.0145017249	-0.0221482646	-0.0133847024	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	3.4706500000000004e-05	-4.8307999999999945e-06	2.3336628639999946e-11	1.2045411422500005e-09	0.0321289	0.009050800000000005	0.0010322662152100002	8.191698064000009e-05	-0.0296433	-0.000494399999999999	0.00087872523489	2.4443135999999903e-07	1.6455599999999995e-05	0.00018063960000000006	3.2630665088160015e-08	2.7078677135999984e-10	0.000347117	0.0	1.20490211689e-07	0.0	0.000206825	-5.4769999999999986e-05	2.999752899999999e-09	4.2776580625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32502.0703125	-118.38671875	1056384574.5986937	14015.415176391602	23356.8515625	-43.396484375	545542514.9126587	1883.2548561096191	23139.48828125	-70.140625	4919.707275390625	535435917.91810614	0.891544	14.681707	0.0502239508	-0.0020672246	0.020805877	-0.0687975005	-0.05377976809999999	0.060112296600000004	0.0116402201	-0.0421568892	0.014812015	-0.0121299168	0.045248791	-0.0805652515	-0.0682261574	-0.055026173399999996	0.0544925047	0.0281891454	0.0309873635	-0.0094148069	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	2.1885700000000006e-05	-1.28208e-05	1.6437291264000003e-10	4.789838644900001e-10	0.02404	-0.008088900000000003	0.0005779216	6.543030321000005e-05	-0.015716499999999998	0.013926800000000005	0.0002470083722499999	0.00019395575824000008	-0.000340627	-0.00035708260000000004	1.2750798322275995e-07	1.1602675312899997e-07	0.00034711800000000005	1.0000000000699551e-09	1.2049090592400004e-07	1.0000000001399106e-18	-1.3234899999999996e-23	-0.000206825	4.2776580625e-08	1.751625780099999e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32406.796875	-95.2734375	1050200483.6975098	9077.027893066406	22842.458984375	-514.392578125	521777932.45285416	264599.7244300842	22673.8359375	-465.65234375	216832.10523986816	514102836.1206665	3.377818	55.624992000000006	2.9986099243000006	0.040621675600000004	0.08969608650000001	0.3721626409000001	0.1878980115	-0.1178647238	-0.2768638532	-0.0320801601	-0.060290627	0.16459434380000001	0.0345782283	0.3188241107	0.37197345649999997	0.2115711404	-0.2060762829	-0.1306847539	0.1047177886	-0.11678671980000001	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	0.00590563	0.0058837443	3.461844698778249e-05	3.4876465696900004e-05	-0.0355261	-0.0595661	0.0012621037812099998	0.003548120269209999	-2.89665	-2.8809335000000003	8.390581222500002	8.29977783142225	-0.000131658	0.000208969	4.3668042960999984e-08	1.7333828963999998e-08	3.47134e-05	-0.00031240460000000005	1.2050201395600001e-09	9.759663410116004e-08	-0.000523158	-0.000523158	2.73694292964e-07	2.73694292964e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32392.94921875	-13.84765625	1049303159.0885162	191.7575836181641	22840.53515625	-1.923828125	521690046.2238922	3.701114654541016	22675.755859375	1.919921875	3.686100006103516	514189903.7939797	1.042453	17.166833999999998	0.1196800550000003	0.0424103988	0.0418923331	0.3727332005	0.21253546269999998	-0.1510923495	-0.2360248737	0.007707335799999999	-0.0623931627	0.1497893626	-0.029881193700000006	0.33960431090000004	0.374080454	0.23193107059999998	-0.2166011387	-0.1396950799	0.045161425	-0.10006347289999999	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	0.00434028	-0.00156535	2.4503206225000003e-06	1.88380304784e-05	0.0290474	0.06457349999999999	0.0008437514467599999	0.004169736902249999	-2.8844	0.012250000000000316	8.31976336	0.00015006250000000777	-0.000288987	-0.000157329	2.4752414241e-08	8.351348616899999e-08	-0.000202929	-0.0002376424	4.118017904100002e-08	5.647391027776001e-08	-9.23053e-05	0.0004308527	1.8563404909729004e-07	8.52026840809e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32433.17578125	40.2265625	1051910891.2574617	1618.1763305664062	22861.87890625	21.34375	522665507.1240387	455.5556640625	22714.818359375	39.0625	1525.87890625	515962973.0993996	0.8524209999999999	14.037448	0.06576682000000003	0.0231601108	0.043451825599999994	0.37234530509999997	0.20147013100000002	-0.17782151059999998	-0.2116348291	0.06426223	-0.093406316	0.1299951681	-0.042856848499999996	0.35266614609999997	0.3744010881	0.2156099632	-0.23401435690000005	-0.1465924674	-0.0066475959999999995	-0.11886142949999999	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	0.00171992	-0.0026203600000000004	6.866286529600002e-06	2.9581248064e-06	0.0272152	-0.0018321999999999989	0.0007406671110399999	3.356956839999996e-06	-2.91613	-0.031730000000000036	8.503814176899999	0.0010067929000000023	-3.50662e-05	0.00025392080000000004	6.447577267263999e-08	1.2296383824400001e-09	-2.22812e-05	0.00018064780000000004	4.964518734400001e-10	3.263362764484001e-08	6.481130000000001e-05	0.00015711660000000002	2.468562599556001e-08	4.200504607690001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
