csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
25800.552734375	n/a	665668521.3992653	n/a	18334.408203125	n/a	n/a	336150524.15881735	18186.76953125	n/a	330758585.98280334	n/a	n/a	n/a	n/a	0.0149025731	0.0387381407	-0.0173771114	-0.0056453856	0.001949815	-0.0087723031	0.0458337959	-0.022718318900000003	0.0195561557	-0.0346173033	0.0475232539	-0.034332736	0.0514902588	-0.0783041175	0.0310172977	-0.0080735959	0.0316904878	-0.0241519784	-0.0478934942	0.031203964900000002	-0.049923937599999996	0.0231904331	-0.0061713149	0.0035037072999999997	0.0160506702	-0.011800113300000001	0.0167973971	-0.0202185272	0.0055022474	-0.0148531124	0.0620677085	-0.0599386018	0.0009242142	-0.0281898589	0.0676601751	-0.0024895221	0.0252406264	-0.0016163567	0.0830442616	0.083040607	0.083034516	0.0830259889	0.0830150259	0.0830016274	0.0829857937	0.08296752519999999	0.0165509	n/a	0.00027393229081	n/a	-0.0970247	n/a	0.00941379241009	n/a	0.0494126	n/a	n/a	0.0024416050387600003	0.00121519	n/a	n/a	1.4766867361000004e-06	0.000356553	n/a	n/a	1.2713004180900002e-07	-0.000427737	n/a	1.82958941169e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25785.609375	-14.943359375	664897650.8400879	223.3039894104004	18324.50390625	-9.904296875	98.09509658813477	335787443.4101715	18181.796875	-4.97265625	330577737.60375977	24.727310180664066	1.003166	22.366913	0.17908533	0.0258155687	0.0303885957	0.0760946247	-0.010589281	0.0056955791000000006	0.053833510300000005	0.032722433700000005	0.051632076299999996	-0.0109730699	-0.011647463600000001	0.0049413988	-0.0582263354	0.0159610487	0.0238834362	-0.0156919022	0.0386874954	0.0406534723	-0.025215889	-0.0078085544	0.0537866639	0.087288498	-0.0299515486	-0.0115426571	0.0194408192	-0.0262206666	-0.0494943586	-0.0038414844	-0.022922091600000003	0.0207852828	-0.0074352478	0.0430115282	-0.015319263100000001	0.0528154791	0.0319526454	0.053825856799999995	-0.0736328091	-0.013746261999999999	-0.0081738899	0.083034516	0.0830016274	0.08294682269999999	0.0828701163	0.0827715286	0.0826510855	0.0825088188	0.0823447662	0.0114848	-0.0050661000000000005	0.00013190063104000002	2.5665369210000005e-05	-0.0144474	0.08257729999999999	0.00020872736676	0.0068190104752899995	0.00759927	-0.04181333	0.0017483545656889002	5.77489045329e-05	0.00110041	-0.00011478000000000008	1.3174448400000022e-08	1.2109021681e-06	-0.00035094900000000003	-0.0007075019999999999	5.00559080004e-07	1.23165200601e-07	-0.000598027	-0.00017029000000000002	3.57636292729e-07	2.8998684100000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25911.716796875	126.107421875	671417067.361454	15903.081851959229	18313.578125	-10.92578125	119.37269592285156	335387143.7404785	18197.484375	15.6875	331148437.57836914	246.09765625	0.977678	21.798603	0.18308493	-0.0125577927	0.0310621738	-0.0557958678	-0.0049234809	0.006228594499999999	0.0046279662	0.0351390086	-0.0092471472	0.0481458966	-0.011462675	0.0499368309	0.0809348233	-0.0253807923	-0.028251361200000002	0.0455180012	0.0563420583	0.0281478143	0.0068771563	-0.0386165886	0.0037434004999999998	-0.048984962199999996	0.0971197876	-0.0045907494	0.0048544834	-0.0093244321	-0.0396379643	0.0621446795	0.0041973984	0.0312211367	-0.0465607187	-0.007194096	-0.008474103699999999	-0.0139624155	0.01359939	0.0747420246	-0.0157678439	0.0192452302	-0.0416337465	0.0830150259	0.08292368650000001	0.0827715286	0.0825586637	0.08228524799999999	0.0819514821	0.0815576107	0.0811039227	0.0267112	0.0152264	0.00071348820544	0.00023184325696000004	-0.08816639999999999	-0.07371899999999999	0.007773314088959998	0.005434490960999999	0.017677000000000002	0.010077730000000002	0.00010156064195290004	0.00031247632900000005	0.00123429	0.00013388000000000007	1.7923854400000022e-08	1.5234718041000004e-06	0.000705296	0.001056245	1.1156535000249998e-06	4.97442447616e-07	-0.000106916	0.000491111	1.1431031056000002e-08	2.41190014321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25827.248046875	-84.46875	667046741.6748085	7134.9697265625	18316.884765625	3.306640625	10.93387222290039	335508267.5171852	18228.3203125	30.8359375	332271661.41510016	950.8550415039062	1.073593	23.937155	0.16886595	0.0074766564	-0.0321852575	0.0368431108	-0.001166405	-0.015590511299999997	0.0119999516	-0.0360726583	0.037691129500000004	0.0201744509	-0.03554801	-0.023477836600000003	-0.0266437908	-0.0009652762	-0.0836103976	-0.0273719467	-0.049858843	0.0133711351	0.0008244217999999999	0.04233156	0.0032202003000000004	0.0283745335	-0.0376486692	-0.0002199427	-0.012072009199999999	-0.0123166683	0.0033726125	0.0491437379	0.0076869522	0.05245704440000002	0.041489655800000004	0.0197079092	0.026528797000000003	0.009234945999999999	0.0003057049	0.027198255600000002	0.0019738957	0.0078449659	0.0041879698	0.0829857937	0.0828068209	0.0825088188	0.0820922158	0.0815576107	0.0809057719	0.0801376364	0.0792543084	0.0069306	-0.0197806	4.803321635999999e-05	0.00039127213636000013	-0.0650147	0.0231517	0.004226911216089999	0.0005360012128899998	0.07766089999999999	0.059983899999999986	0.0035980682592099992	0.006031215388809998	0.0013595800000000006	0.00012529000000000056	1.5697584100000143e-08	1.8484577764000015e-06	-0.00016758799999999998	-0.000872884	7.619264774560001e-07	2.8085737743999995e-08	-0.000427737	-0.000320821	1.82958941169e-07	1.02926114041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25979.611328125	152.36328125	674940204.7604407	23214.5694732666	18365.7890625	48.904296875	2391.630252838135	337302207.8882446	18274.486328125	46.166015625	333956850.55682755	2131.300998687744	0.978979	21.827623000000006	0.15875768	-0.0258538044	0.014175817	0.0076194207999999986	-0.0073304993	0.0290130248	-0.00651111	-0.0102332388	0.0425000346	0.0108212268	0.0079215627	0.030707546800000006	0.0273253729	-0.0084487624	0.06511572809999999	-0.013376899	0.0189599106	0.015466251799999999	0.0213275223	-0.0093569016	-0.007702798100000002	0.0423477	-0.0107851771	-0.006618804399999999	0.024731239	0.016379225	-0.0067982765	0.014798904299999999	-0.0025430071	0.0607983893	-0.0365539448	-0.022726122999999997	0.0434358187	0.0476532053	0.0555989169	0.0055719424	-0.059834356100000013	-0.010964850600000001	-0.0290612965	0.08294682269999999	0.0826510855	0.082158971	0.0814716484	0.0805907508	0.07951837120000001	0.0782570576	0.07680980679999999	0.0208396	0.013909	0.00043428892816	0.000193460281	-0.0508966	0.014118099999999996	0.0025904638915599998	0.00019932074760999982	0.00585927	-0.07180162999999999	0.005155474070656899	3.43310449329e-05	0.00114147	-0.00021811000000000077	4.757197210000032e-08	1.3029537609e-06	0.000583824	0.000751412	5.646199937439999e-07	3.4085046297600003e-07	-0.00021868	0.00020905700000000001	4.78209424e-08	4.3704829249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26077.384765625	97.7734375	680029996.2144508	9559.645080566406	18355.46875	-10.3203125	106.50885009765624	336923233.03222656	18296.689453125	22.203125	334768844.9440956	492.978759765625	0.97727	21.78952	0.09440833	-0.051112812199999996	-0.038226328399999995	-0.0138276545	-0.0074672465	0.0173063148	-0.0328499279	-0.0461223794	0.0037358120000000002	-0.0150354473	-0.004409204	-0.0025093176000000003	-0.027092087	-0.0423961026	-0.0314174747	-0.0019879533	0.0342199797	0.055458425	0.049023755700000005	0.016776922	-0.0399918144	0.010260235	0.0080761972	-0.0062307712	0.0093294522	0.0260526849	0.0341730554	-0.0050127777	-0.0155159527	0.0130470754	-0.0108130225	0.0324616839	0.041804878	0.0191649125	-0.0357054154	0.0176729523	-0.0239816156	0.0209016778	-0.012443633899999999	0.0828981175	0.0824565533	0.0817223544	0.08069812650000001	0.0793875044	0.0777951396	0.0759266832	0.0737887663	0.00691625	-0.01392335	4.78345140625e-05	0.00019385967522250004	-0.0671105	-0.016213900000000003	0.004503819210250001	0.0002628905532100001	0.050981	0.04512173	0.0020359705181929	0.002599062361	0.0013154000000000002	0.0001739300000000003	3.02516449000001e-08	1.7302771600000008e-06	0.000583824	0.0	0.0	3.4085046297600003e-07	-0.000427737	-0.00020905700000000001	1.82958941169e-07	4.3704829249e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25906.806640625	-170.578125	671162630.3147316	29096.896728515625	18353.552734375	-1.916015625	3.6711158752441406	336852897.97348404	18255.1953125	-41.494140625	333252155.89752203	1721.7637062072754	0.990167	22.077065	0.19325701	-0.0228447023	-0.0066639643	-0.0382744387	-0.0100980946	0.0347131648	0.0004193435	0.0043208658	-0.0268485717	-0.055640763600000004	0.0007333316	0.0311295521	-0.005622388199999999	-0.045864118499999995	0.0026442323	0.0536453247	-0.0477107586	0.0108401529	0.0177833949	-0.0152515976	-0.0075566659	-0.0206393299	0.0690339701	-0.0100532376	0.0336525402	0.0001410642	-0.0002340365	-0.052149750700000004	-0.0386389443	-0.0049693083	-0.029735120299999997	0.021188346299999997	0.0652454749	-0.0009410609	-0.021745758100000002	-0.0048917825	-0.0449413971	0.0239611887	-0.013523797800000001	0.0828396838	0.08222331570000001	0.0811994303	0.0797731022	0.0779514008	0.07574335459999999	0.07315990730000001	0.0702138631	0.0179706	0.01105435	0.00032294246436	0.0001221986539225	0.008877309999999998	0.07598781	7.880663283609996e-05	0.0057741472685961005	-0.0154595	-0.0664405	0.00441434004025	0.00023899614025	0.00113774	-0.00017766000000000027	3.156307560000009e-08	1.2944523075999998e-06	0.000289501	-0.00029432300000000003	8.662602832900003e-08	8.3810829001e-08	-0.000104233	0.000323504	1.0864518288999995e-08	1.0465483801599999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26102.5	195.693359375	681340506.25	38295.8909034729	18349.9375	-3.615234375	13.06991958618164	336720206.25390625	18243.921875	-11.2734375	332840685.3811035	127.09039306640624	1.037478	23.131935	0.22708292	-0.0525352466	0.0796538206	-0.0301609722	-0.0070590467	0.0348471917	-0.032311563599999996	0.038463155299999996	-0.0597731873	0.0005178892	0.0123840989	0.05780437400000001	0.0173454974	0.020647369	-0.0300937935	-0.0579728142	0.072477868	0.0021254194	0.038299939399999997	-0.0800634171	-0.0086874885	-0.0121003705	-0.022590027000000002	-0.0064725976	0.0166881005	0.025289765	0.0031906193	-0.016027394	-0.0060656592	-0.033266637599999996	-0.0677031161	0.005441881700000001	-0.047183997699999994	-0.0530416066	-0.0072571577	0.08129229219999999	-0.0044067076	-0.0027425957000000003	-0.039063049	0.0827715286	0.0819514821	0.0805907508	0.0786983123	0.0762866522	0.0733716817	0.0699726326	0.0661119306	0.00687974	-0.01109086	4.73308224676e-05	0.0001230071755396	-0.0770883	-0.08596561	0.00594260599689	0.0073900861026721	0.0538109	0.0692704	0.004798388316159999	0.00289561295881	0.00141569	0.0002779500000000001	7.725620250000006e-08	2.0041781761e-06	0.000903167	0.0006136659999999999	3.765859595559999e-07	8.157106298889998e-07	-0.000427738	-0.00032350500000000014	1.8295979664400002e-07	1.0465548502500004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25812.146484375	-290.353515625	666266906.1308327	84305.16403579713	18306.33203125	-43.60546875	1901.4369049072266	335121792.4383697	18190.603515625	-53.318359375	330898056.2626686	2842.8474464416504	1.028613	22.934286	0.1788855	0.007470042099999998	-0.0343034611	-0.0044206	-0.0053476140000000005	-0.0009788452	0.029268702	-0.0131964997	0.0297216806	-0.007289068599999999	-0.0170851728	0.009683175	-0.0412765264	-0.0802341618	-0.0377949088	0.0511926138	0.0319839602	0.029291169199999998	-0.005339559000000001	0.0208309169	-0.0021064434	0.029921387799999997	0.0647202666	-0.006094645	0.002962551	-0.0227770655	-0.0229139469	0.0180568947	0.000517531	0.010765125	0.0059520416	0.06010130690000001	0.0481068257	-0.022636299900000004	-0.058600847699999986	-0.0021336278	-0.008417053	0.06210838730000001	0.010652008000000001	0.08269365969999999	0.0816411802	0.0798969589	0.0774757746	0.0743981418	0.0706901371	0.06638317839999999	0.061513758200000004	-0.0109504	-0.017830139999999998	0.00011991126015999995	0.00031791389241959993	-0.00318729	0.07390101	1.01588175441e-05	0.0054613592790201	0.06767040000000002	0.01385950000000002	0.0001920857402500005	0.004579283036160003	0.0010878	-0.00032788999999999995	1.0751185209999995e-07	1.1833088400000005e-06	-0.000234839	-0.001138006	1.295057656036e-06	5.5149355921000004e-08	-0.000427737	1.0000000000699551e-09	1.82958941169e-07	1.0000000001399106e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25824.490234375	12.34375	666904295.8653297	152.3681640625	18323.142578125	16.810546875	282.59448623657227	335737553.93829733	18172.732421875	-17.87109375	330248203.6770668	319.37599182128906	0.9913630000000002	22.103746	0.19727043	0.013402116100000002	0.0773320453	0.0263223717	0.0001297306	0.015393211499999997	0.0325440097	0.032802618	-0.006256518399999999	0.0020818742	0.0156672089	0.0392844394	0.009190244200000001	0.054233053899999994	0.0270903462	-0.0565675532	-0.0013524044000000001	-0.0253403805	-0.0088726766	-0.0418088332	0.033009517099999997	0.0295932225	-0.033328631000000004	0.0005647941	0.0156574386	-0.0242030405	-0.0153093417	-0.0149659205	-1.69646e-05	0.0045055839	-0.0356789313	-0.004803396	-0.057295497199999997	0.0024308475	0.0577574627	0.0618174795	-0.10350051269999999	-0.0208435419	0.019815993400000002	0.0826060864	0.0812925556	0.0791187872	0.0761077842	0.0722914088	0.067710046	0.0624121757	0.05645386	0.00346397	0.01441437	1.19990881609e-05	0.0002077740624969	-0.086221	-0.08303371000000001	0.0074340608410000016	0.0068945969963641026	0.0221904	-0.04548000000000002	0.002068430400000002	0.0004924138521600001	0.000902176	-0.000185624	3.4456269376e-08	8.139215349760001e-07	0.000390127	0.000624966	3.90582501156e-07	1.5219907612899998e-07	-0.00015148	0.000276257	2.2946190400000004e-08	7.631793004899996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
